"geneID","spearman_rho","pvalue","padj","fdr","module_size"
"Vitvi02g00225",0.379776176490764,0.0223370882009993,1,0.0260528549050216,3
"Vitvi02g00226",0.674600618948719,6.42804990185041e-06,0.043357196587981,2.0232009607084e-05,297
"Vitvi02g00228",0.387275117518132,0.0196201388894543,1,0.0231968162680752,25
"Vitvi02g00231",0.469223635562852,0.00389036020229627,1,0.00547589306437572,29
"Vitvi02g00232",-0.667461988060373,8.72733258323926e-06,0.0588658582739488,2.66965343646026e-05,1808
"Vitvi02g00236",-0.487897282267239,0.00253992909673463,1,0.00408484066701838,16
"Vitvi02g00238",-0.624221522900733,4.73386834040076e-05,0.319299419560031,0.00011657518056226,1296
"Vitvi02g00239",-0.810497937632729,2.09006702735936e-09,1.40975020995389e-05,2.72678957437889e-08,1345
"Vitvi02g00242",-0.69471251797091,2.59273082141354e-06,0.0174879693904343,9.01441721156413e-06,127
"Vitvi02g00243",-0.324102923533104,0.0538052002373616,1,0.0589340817799617,31
"Vitvi02g00258",0.759552352981529,7.81948005924383e-08,0.000527423929995996,5.59304273590664e-07,135
"Vitvi02g00259",0.675188455825076,6.2658912793291e-06,0.0422634366790748,1.98233755530369e-05,25
"Vitvi02g00260",0.661853063790958,1.10347350043172e-05,0.0744292876041198,3.30943919982747e-05,163
"Vitvi02g00263",0.782709436913892,1.69877346187181e-08,0.000114582270003254,1.55894244902388e-07,776
"Vitvi02g00276",-0.449874207292219,0.00590725996608227,1,0.00783877011041214,3
"Vitvi02g00278",-0.469223635562852,0.00389036020229628,1,0.00547589306437572,281
"Vitvi02g00280",-0.731763852262692,3.96103875756545e-07,0.0026717206419779,1.72993206485866e-06,482
"Vitvi02g00286",0.246705210450572,0.146913319045593,1,0.153871170335796,253
"Vitvi02g00289",-0.589483118918895,0.000154932061894313,1,0.000330492333167976,542
"Vitvi02g00293",-0.530534807027005,0.000873110001630482,1,0.00151625307955654,1249
"Vitvi02g00295",0.602704407858947,0.000100278525053184,0.676378651483724,0.000225781706212537,4
"Vitvi02g00301",-0.420850064886269,0.010590608809886,1,0.0131991235075169,63
"Vitvi02g00303",-0.596032931351327,0.000125192354329375,0.844422429951632,0.000275056166108024,1549
"Vitvi02g00304",-0.764183769768002,5.84225956778788e-08,0.000394060407847293,4.5608843500844e-07,661
"Vitvi02g00319",-0.36280178007437,0.0296534634974876,1,0.0337232526202249,1104
"Vitvi02g00327",-0.723551230754522,6.16320832208703e-07,0.0041570840132477,2.54567300260116e-06,813
"Vitvi02g00340",-0.632278735824952,3.52222612311531e-05,0.237574152004128,9.2513299067028e-05,1344
"Vitvi02g00346",-0.740570567273256,2.4214678863518e-07,0.00163328008934429,1.17930579779983e-06,1686
"Vitvi02g00348",-0.854242196177249,3.44851741255845e-11,2.32602499477067e-07,1.36024853495363e-09,16
"Vitvi02g00370",-0.441528400310401,0.00702267812889194,1,0.0092569794761337,104
"Vitvi02g00378",0.47457899787625,0.00345088114171717,1,0.00497142103820641,42
"Vitvi02g00380",-0.638571442967416,2.77964224488528e-05,0.187486869417512,7.41934584161107e-05,43
"Vitvi02g00382",-0.449874207292219,0.00590725996608227,1,0.00783877011041214,28
"Vitvi02g00390",-0.617046562867391,6.11763032283906e-05,0.412634165275494,0.000146480001872735,6
"Vitvi02g00391",-0.175993837885964,0.304543781136304,1,0.311517713643368,5
"Vitvi02g00393",-0.363027453216601,0.029544663902076,1,0.0337232526202249,4
"Vitvi02g00394",-0.188344282649891,0.271303709762334,1,0.278318406440599,7
"Vitvi02g00395",0.478898349698169,0.00312849885508842,1,0.00453410502311375,32
"Vitvi02g00399",0.443105017283777,0.00679911695396563,1,0.00897984019081617,21
"Vitvi02g00409",-0.39182592248032,0.0181099832764267,1,0.0214564969610922,974
"Vitvi02g00413",-0.610862843159914,7.59272306448195e-05,0.512129170699307,0.000178255889557712,1258
"Vitvi02g00416",-0.843615841297262,1.04658114811893e-10,7.05918984406216e-07,3.04275424313024e-09,1739
"Vitvi02g00417",0.372476494209687,0.0252748166470031,1,0.0291366669430929,601
"Vitvi02g00420",0.382151208345003,0.0214447164072558,1,0.0250727356850304,9
"Vitvi02g00424",0.728933694751677,4.62113147191899e-07,0.00311695317780936,1.98658583671725e-06,26
"Vitvi02g00429",0.869543602657396,5.91998047412265e-12,3.99302682979573e-08,6.37433557086811e-10,530
"Vitvi02g00435",-0.493490444216318,0.00222499106596934,1,0.00360498792696692,175
"Vitvi02g00436",0.503397956687607,0.00175022183473954,1,0.002884252693701,30
"Vitvi02g00444",-0.682362073206983,4.56604657723525e-06,0.0307979841634518,1.49504777492484e-05,5
"Vitvi02g00446",0.818228616890212,1.09727718999618e-09,7.40113464652424e-06,1.88324036807233e-08,472
"Vitvi02g00450",-0.516597122400606,0.00125690591977388,1,0.00211734026695175,1465
"Vitvi02g00454",0.430524779021586,0.00876561976487691,1,0.0111699336916963,274
"Vitvi02g00459",-0.419187995675658,0.0109345409920775,1,0.0136026335285066,86
"Vitvi02g00466",0.689387782931722,3.32036497505729e-06,0.0223958617567614,1.1237261292906e-05,8
"Vitvi02g00467",-0.478898349698169,0.00312849885508842,1,0.00453410502311375,171
"Vitvi02g00476",-0.751190756638406,1.30247919478489e-07,0.000878522216882409,7.28270458125407e-07,1596
"Vitvi02g00480",0.420850064886269,0.010590608809886,1,0.0131991235075169,4
"Vitvi02g00499",-0.36280178007437,0.0296534634974876,1,0.0337232526202249,317
"Vitvi02g00500",0.824830680669811,6.17603010054607e-10,4.16573230281833e-06,1.24350217994577e-08,560
"Vitvi02g00507",0.411175350750953,0.0127285678576514,1,0.015590010931516,152
