"","tan","greenyellow","purple","turquoise","grey60","darkred","cyan","green","magenta","plum1","blue","brown","red","salmon","skyblue","paleturquoise","yellow","black","darkolivegreen","darkgreen","white","lightgreen","darkturquoise","lightyellow","midnightblue","violet","pink","sienna3","darkorange2","darkmagenta","orange","brown4","lightcyan","saddlebrown","darkorange","orangered4","lightcyan1","bisque4","floralwhite","yellowgreen","royalblue","darkslateblue","thistle1","ivory","darkgrey","thistle2","mediumpurple3","steelblue","skyblue3","plum2","lightsteelblue1"
"Vitvi12g01882",0.028169014084507,0.00489396411092985,0,0,0.00728155339805825,0,0,0,0,0,0.00698161508028857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00716332378223496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Vitvi12g01921",0.00192678227360308,0.0016025641025641,0.00301204819277108,0.000152392563242914,0,0,0,0,0.00148148148148148,0,0,0,0.0061652281134402,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0771558245083207,0,0,0,0.00404858299595142,0,0,0,0,0,0,0,0,0.00581395348837209,0,0,0,0,0,0,0,0,0,0,0
"Vitvi12g02011",0,0,0.00455927051671732,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0860215053763441,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Vitvi12g02633",0.00747663551401869,0.00311526479750779,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0045662100456621,0.114329268292683,0,0,0,0,0,0,0,0,0,0,0,0,0.00523560209424084,0,0,0,0,0,0,0,0,0,0,0
"Vitvi12g04108",0.0333951762523191,0.00303030303030303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.119581464872945,0,0,0,0,0,0,0,0,0,0,0,0,0.00478468899521531,0,0,0,0,0,0,0,0,0,0,0
"Vitvi12g04404",0.00179533213644524,0.00454545454545455,0.00142247510668563,0,0,0,0,0,0.00140252454417952,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.146788990825688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Vitvi12g04463",0,0,0.00298953662182362,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.103076923076923,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Vitvi12g04498",0,0,0,0,0,0,0,0,0,0,0,0,0.00246609124537608,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0907692307692308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Vitvi12g04515",0,0,0.00157728706624606,0.000153115908742918,0,0,0,0,0,0,0,0,0.00255427841634738,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0428790199081164,0,0,0,0,0,0,0,0,0,0,0,0,0.00709219858156028,0,0,0,0,0,0,0,0,0,0,0
"Vitvi12g04518",0,0,0.0213815789473684,0.000153444836581249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00253164556962025,0,0,0,0,0,0,0,0,0,0,0,0.0195121951219512,0,0,0,0,0,0
"Vitvi12g04543",0.00197628458498024,0,0.0549273021001615,0,0,0,0,0,0,0,0,0,0.00249687890137328,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0204379562043796,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Vitvi12g04545",0.00196078431372549,0,0.0138888888888889,0,0,0,0,0,0.0015015015015015,0,0,0,0.00373134328358209,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0619335347432024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Vitvi12g04595",0,0,0,0,0,0,0,0.0412121212121212,0,0,0,0,0,0,0,0,0.00325027085590466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Vitvi12g04598",0.00186219739292365,0.0031201248049922,0,0,0.00226757369614512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00458715596330275,0.11791730474732,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Vitvi12g04607",0,0.00307219662058372,0.00144300144300144,0,0,0,0,0,0.00142247510668563,0,0,0,0.00118623962040332,0,0,0,0,0,0,0,0,0,0,0,0,0,0.13323124042879,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Vitvi12g04630",0,0,0,0,0,0,0,0.00210084033613445,0,0,0,0,0,0,0,0,0.145903479236813,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Vitvi13g00004",0,0,0,0.0768875903429187,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00342465753424658,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Vitvi13g00551",0,0,0,0.0138482843514387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Vitvi13g01098",0,0.00287631831255992,0,0,0.00356294536817102,0,0,0,0,0,0.111188974538659,0,0,0.00328227571115974,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Vitvi13g01468",0,0,0,0.00030298439630359,0,0,0,0.122424242424242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00341296928327645,0,0,0,0,0,0
"Vitvi13g01608",0,0,0,0,0,0,0,0.0314769975786925,0,0,0.000232504068821204,0,0,0,0.00995024875621891,0,0.00108932461873638,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Vitvi13g01616",0,0,0,0.000611153552330023,0,0,0,0.0556900726392252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Vitvi13g01638",0,0,0,0.000762427569380909,0,0,0,0.0713422007255139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Vitvi13g01984",0,0,0,0,0,0,0,0.0681265206812652,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Vitvi13g04528",0,0,0,0.000302388872089507,0,0,0,0.138181818181818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00326797385620915,0,0,0,0,0,0
"Vitvi13g04529",0,0,0,0.000151148730350665,0,0,0,0.140776699029126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00325732899022801,0,0,0,0,0,0
"Vitvi13g04677",0,0,0,0.00122193371009623,0,0,0,0.0578313253012048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Vitvi13g04698",0,0,0,0.00351359608921479,0,0,0,0.0531286894923259,0.00146842878120411,0,0,0,0,0,0,0,0,0,0,0,0.00408163265306122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Vitvi13g04706",0,0,0,0.000759186152444579,0,0,0,0.105199516324063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Vitvi14g00438",0,0,0,0,0,0,0,0,0,0,0.0556985724315469,0,0,0.00149253731343284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Vitvi14g01926",0,0,0,0.000923218956762579,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Vitvi14g04416",0.00205761316872428,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0714285714285714,0,0,0,0,0,0,0,0,0,0,0.00775193798449612,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Vitvi15g01247",0,0,0.0919175911251981,0,0,0,0,0,0,0,0.00623268698060942,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00549450549450549,0,0,0,0,0,0,0,0,0,0
"Vitvi16g00901",0,0,0,0,0,0,0,0.0048661800486618,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Vitvi16g04295",0,0,0,0.0762503835532372,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0163090128755365,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Vitvi16g04448",0.00206611570247934,0.00169779286926995,0,0,0,0,0,0,0.0015625,0,0,0,0.0038560411311054,0,0,0,0,0,0,0,0,0,0,0,0.00231481481481481,0,0.0320121951219512,0,0,0,0,0,0,0,0,0,0,0,0,0.0072992700729927,0,0,0,0,0,0,0,0,0,0,0
"Vitvi17g00339",0.00433839479392625,0,0,0,0,0,0,0,0,0,0.00116986429574169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Vitvi17g00461",0,0,0,0.000305623471882641,0,0,0,0,0,0,0,0,0.00376884422110553,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0626911314984709,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00709219858156028,0,0,0,0
"Vitvi17g00704",0,0,0,0.0906168682075616,0,0,0,0.0118798043326345,0.00487012987012987,0,0,0,0,0,0,0,0,0.00778816199376947,0,0,0,0.00106382978723404,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Vitvi17g00936",0,0,0,0,0,0,0,0,0,0,0.170311772917636,0.00420168067226891,0,0.000841042893187553,0,0,0,0,0,0.0162932790224033,0,0,0,0,0,0,0,0,0,0,0,0,0.000881834215167548,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Vitvi17g01373",0,0,0,0,0,0,0,0,0,0,0.0231741573033708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Vitvi18g00174",0,0,0,0.0012187690432663,0,0,0,0.0783132530120482,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Vitvi18g00191",0.0142566191446029,0.00166112956810631,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0518292682926829,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Vitvi18g00462",0,0,0,0.0058184045322309,0,0,0,0.0372093023255814,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Vitvi18g00473",0,0,0,0.0113688738669534,0,0.00306748466257669,0,0,0,0,0,0,0.0108827085852479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Vitvi18g02222",0,0,0,0.000152741713762028,0,0,0,0.0583232077764277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Vitvi18g02825",0,0,0,0.000614911606456572,0,0,0,0.00726392251815981,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Vitvi18g02837",0,0,0,0,0.00111731843575419,0,0,0,0,0,0.121530207604385,0.00835322195704057,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Vitvi18g04551",0,0,0.121311475409836,0,0,0,0,0,0,0,0.00184077312471238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Vitvi18g04640",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.126966292134831,0,0,0,0,0,0,0.00253807106598985,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Vitvi19g00270",0.00160384923817161,0.0014792899408284,0,0,0.00260869565217391,0,0,0,0,0,0.182030338389732,0.00257466529351184,0,0.000816993464052288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Vitvi19g00476",0,0,0,0.000609291698400609,0,0,0,0.0785973397823458,0,0,0.000230361667818475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Vitvi19g00709",0,0,0,0,0,0,0,0.0801944106925881,0,0,0,0,0,0,0,0,0,0,0,0,0.00413223140495868,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Vitvi19g01484",0.00099502487562189,0.000900900900900901,0,0,0.00330760749724366,0,0,0,0,0,0.124795894564964,0.00353356890459364,0,0,0,0,0,0,0,0.00508905852417303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Vitvi19g01610",0,0,0,0.000303168106715174,0,0,0,0.116222760290557,0,0,0,0,0,0,0,0,0,0,0,0,0.0072992700729927,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Vitvi19g01612",0,0,0,0.000911577028258888,0,0,0,0.0975903614457831,0,0,0,0,0,0,0,0,0,0,0,0,0.00760456273764259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Vitvi19g01720",0.0313653136531365,0.00453857791225416,0,0,0.00216450216450216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.122571001494768,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Vitvi19g01790",0,0,0,0.00658600091897687,0,0,0,0.0334872979214781,0,0,0,0,0,0,0,0,0.00104058272632674,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Vitvi19g04572",0,0,0,0.000303536196691455,0,0,0,0.107878787878788,0,0,0,0,0,0,0,0,0,0,0,0,0.00374531835205993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
