"","lightyellow","brown","black","turquoise","darkred","lightcyan","bisque4","green","yellow","blue","violet","red","darkgreen","plum1","maroon","sienna3","paleturquoise","magenta","lavenderblush3","white","midnightblue","darkseagreen4","yellowgreen","darkturquoise","darkslateblue","cyan","salmon","purple","orangered4","darkorange2","lightsteelblue1","greenyellow","tan","brown4","skyblue","orange","grey60","floralwhite","ivory","royalblue","skyblue3","palevioletred3","plum2","darkolivegreen","pink","darkorange","honeydew1","darkmagenta","lightgreen","navajowhite2","coral2","steelblue","thistle1","darkgrey","saddlebrown","mediumpurple3","antiquewhite4","salmon4","thistle2","coral1","lightcyan1","lightpink4"
"Vitvi10g00984",0,0,0,0.00269200316706255,0,0,0,0.00339750849377123,0,0,0,0,0,0,0,0,0,0,0,0.0676691729323308,0,0,0,0,0,0,0.00434782608695652,0,0,0,0,0,0,0,0,0,0,0,0,0.120481927710843,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Vitvi10g01812",0,0,0,0.0434160305343511,0,0,0,0,0.00089126559714795,0,0,0,0,0,0,0,0,0,0,0,0.0148148148148148,0,0,0,0,0,0,0.0327225130890052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Vitvi10g04044",0,0,0,0,0,0,0,0.00227014755959137,0,0,0,0,0,0,0,0,0,0,0,0.0107913669064748,0,0,0,0,0,0,0.022271714922049,0,0,0,0,0,0,0,0,0,0,0,0,0.182692307692308,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00882352941176471,0,0,0,0,0,0.0170940170940171,0,0
"Vitvi10g04085",0,0,0,0.00527493606138107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0123076923076923,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Vitvi10g04282",0,0,0.00141643059490085,0,0,0,0,0,0,0.00882417824840062,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Vitvi10g04504",0,0,0,0.00601646611779607,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0268456375838926,0,0,0,0,0,0,0,0,0,0,0,0.0036101083032491,0,0,0,0,0,0,0,0.14868804664723,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00821917808219178,0,0,0,0,0,0,0,0
"Vitvi11g00075",0,0,0.00112866817155756,0,0,0,0,0,0,0.0473776994270604,0,0,0.00612244897959184,0,0,0,0,0,0,0,0,0,0,0,0,0.00335570469798658,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Vitvi11g00217",0,0,0,0.00567465321563682,0,0,0,0.00214592274678112,0,0,0,0,0,0,0,0,0,0,0,0.0278637770897833,0,0,0,0,0,0,0.00591715976331361,0,0,0,0,0,0,0,0,0,0,0,0,0.213872832369942,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0102564102564103,0,0,0,0,0,0,0,0
"Vitvi11g00285",0,0,0,0.0376455575051842,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00568990042674253,0,0,0,0,0,0,0,0,0,0,0,0,0.0147727272727273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Vitvi11g00286",0,0,0,0.0220564900031736,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0128865979381443,0,0,0,0,0,0,0,0,0,0,0,0.00941915227629513,0,0,0,0,0,0,0,0.0665188470066519,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0201793721973094,0,0,0,0,0,0,0,0
"Vitvi11g01637",0,0,0,0.000159235668789809,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00394477317554241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0845588235294118,0,0,0,0,0,0,0.020979020979021,0
"Vitvi12g00368",0,0,0,0.000792769938163945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00763358778625954,0,0,0,0,0,0.0092378752886836,0,0,0,0,0,0.103004291845494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00307692307692308,0,0,0,0,0,0,0,0
"Vitvi12g01881",0.00231481481481481,0.00208116545265349,0.0630872483221477,0,0,0,0,0,0,0.0163648265328388,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00308641975308642,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Vitvi12g01882",0,0.00113250283125708,0.0454545454545455,0,0,0,0,0,0,0.00306681270536692,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00408163265306122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Vitvi12g01921",0,0.00338218714768884,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0133079847908745,0,0,0,0,0.101176470588235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Vitvi12g02011",0.00284900284900285,0.00455580865603645,0.00282087447108604,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0900473933649289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Vitvi12g04108",0.0228426395939086,0.00107296137339056,0.00793650793650794,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00313479623824451,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.161363636363636,0.00531914893617021,0.00340136054421769,0,0.0118764845605701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Vitvi12g04404",0,0.00107296137339056,0.00263157894736842,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00156494522691706,0,0,0,0,0,0,0,0,0,0.00173913043478261,0,0,0,0,0.199530516431925,0,0,0,0.0142857142857143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Vitvi12g04463",0.002710027100271,0.00334448160535117,0.00275103163686382,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0018450184501845,0,0,0,0,0.132701421800948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Vitvi12g04498",0,0.00224719101123596,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00187265917602996,0,0,0,0,0.124401913875598,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Vitvi12g04515",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00788954635108481,0,0,0,0,0.0619047619047619,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00537634408602151,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Vitvi12g04543",0.00268096514745308,0.0622796709753232,0.00136612021857923,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0036697247706422,0,0,0,0,0.0211864406779661,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Vitvi12g04545",0.00278551532033426,0.0113636363636364,0.00139275766016713,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00946969696969697,0,0,0,0,0.0833333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Vitvi12g04595",0,0,0,0,0,0,0,0.00600961538461538,0,0,0,0,0,0,0,0,0,0,0,0.119047619047619,0,0,0,0,0,0,0.00242718446601942,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Vitvi12g04598",0,0,0.00539811066126856,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00160771704180064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.162352941176471,0,0,0,0.0123762376237624,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Vitvi12g04607",0,0.00217391304347826,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00159235668789809,0,0,0,0,0,0,0,0,0,0.00533807829181495,0,0,0,0,0.182033096926714,0,0,0,0.00484261501210654,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Vitvi13g00551",0,0,0,0.0119789171058936,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00217864923747277,0,0,0,0,0,0,0.0143884892086331,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Vitvi13g01098",0.002710027100271,0,0.0138376383763838,0,0.00554785020804438,0,0,0,0,0.0902503293807642,0,0,0.00142045454545455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Vitvi13g01468",0,0,0,0.000157133878064111,0,0,0,0.00218102508178844,0,0,0,0,0,0,0,0,0,0,0,0.0258899676375405,0,0,0,0,0,0,0.0185185185185185,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0298913043478261,0,0,0,0,0,0.00649350649350649,0,0
"Vitvi13g01608",0,0,0,0,0,0,0,0.00360144057623049,0,0,0,0,0,0,0,0,0,0,0,0.125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00311526479750779,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Vitvi13g01616",0,0,0,0.000794028902652057,0,0,0,0.00116959064327485,0,0,0,0,0,0,0,0,0,0,0,0.154545454545455,0,0,0,0,0,0,0,0,0,0,0,0.00198807157057654,0,0,0,0,0,0,0,0.027027027027027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Vitvi13g01638",0,0,0,0.000951474785918173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.222222222222222,0,0,0,0,0,0,0,0,0,0,0,0.0118110236220472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Vitvi13g01984",0,0,0,0.000317359568390987,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.242718446601942,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Vitvi13g02083",0,0,0,0.000157678965625985,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0172043010752688,0,0,0,0,0,0,0,0,0,0,0,0,0.212025316455696,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0408163265306122,0,0,0,0,0,0.00757575757575758,0,0
"Vitvi13g02285",0.00806451612903226,0.063454759106933,0,0,0,0,0,0,0,0.000870322019147084,0,0,0.00591715976331361,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0303030303030303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Vitvi13g04289",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00662251655629139,0,0,0,0,0,0,0.010482180293501,0,0,0,0,0,0,0,0,0,0,0,0,0.248407643312102,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0368271954674221,0,0,0,0,0,0.0142857142857143,0,0
"Vitvi13g04528",0,0,0,0.00141265107518443,0,0,0,0.00214592274678112,0,0,0,0,0,0,0,0,0,0,0,0.0506329113924051,0,0,0,0,0,0,0.0119047619047619,0,0,0,0,0,0,0,0,0,0,0,0,0.242603550295858,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0341207349081365,0,0,0,0,0,0,0,0
"Vitvi13g04529",0,0,0,0.00157257430413587,0,0,0,0.00217155266015201,0,0,0,0,0,0,0,0,0,0,0,0.0354838709677419,0,0,0,0,0,0,0.0142276422764228,0,0,0,0,0,0,0,0,0,0,0,0,0.243161094224924,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0186170212765957,0,0,0,0,0,0,0,0
"Vitvi13g04540",0,0,0,0.000317057704502219,0,0,0,0.00582072176949942,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0377358490566038,0,0,0,0,0,0,0,0,0,0,0,0,0.111111111111111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Vitvi13g04677",0,0,0,0.000794533608771651,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.146788990825688,0,0,0,0,0,0,0,0,0,0,0,0.0183299389002037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Vitvi13g04698",0,0,0,0.0058879694462126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0790513833992095,0,0,0,0,0,0,0,0,0,0,0,0.0175097276264591,0,0,0,0,0,0,0,0.00837988826815642,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Vitvi13g04706",0,0,0,0.00300680487418895,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.223628691983122,0,0,0,0,0,0,0,0,0,0,0,0.00934579439252336,0,0,0,0,0,0,0,0.024390243902439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Vitvi14g00679",0,0,0,0.104651162790698,0,0,0,0,0.00808080808080808,0,0.0119617224880383,0,0,0,0,0,0,0,0,0,0.00189214758751183,0,0,0,0,0,0,0.00172265288544358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Vitvi14g01926",0,0,0,0.000959692898272553,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Vitvi14g02663",0,0.0495391705069124,0.0150891632373114,0,0,0,0,0,0,0.00436109899694723,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Vitvi14g04416",0,0,0,0,0,0,0,0,0,0,0.00520833333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0112359550561798,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.136612021857924,0,0,0,0,0,0,0
"Vitvi16g00160",0,0,0,0.00143334925943622,0,0,0,0.024330900243309,0,0,0,0,0,0,0,0,0,0,0,0.0300429184549356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Vitvi16g00901",0,0,0,0.000159821000479463,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0136054421768707,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003690036900369,0,0,0,0,0,0,0,0
"Vitvi16g04295",0,0,0,0.0821109693877551,0,0.00111607142857143,0,0,0.00148478099480327,0,0,0,0,0,0,0,0,0,0,0,0.0156075808249721,0,0,0,0,0,0,0.00296442687747036,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Vitvi16g04388",0,0,0,0.000629822075263738,0,0,0,0.00110132158590308,0,0,0,0,0,0,0,0,0,0,0,0.00326797385620915,0,0,0,0,0,0,0.0167714884696017,0,0,0,0,0,0,0,0,0,0,0,0,0.238244514106583,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0336134453781513,0,0,0,0,0,0.00694444444444444,0,0
"Vitvi16g04448",0,0,0,0,0,0,0,0,0.00238379022646007,0,0,0,0,0,0,0,0,0.00175438596491228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04,0,0,0,0.0142045454545455,0,0,0,0,0,0,0,0,0,0,0.00549450549450549,0,0,0,0,0,0,0.00490196078431373,0,0,0,0,0,0,0
"Vitvi17g00339",0.00636942675159236,0.0023696682464455,0.00446428571428571,0,0,0,0,0,0,0.000440625688477638,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Vitvi17g00461",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00963391136801541,0,0,0,0,0.0876777251184834,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00564971751412429,0,0,0,0,0,0,0,0,0,0,0,0,0
"Vitvi17g00704",0,0,0,0.0705732077279259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00484848484848485,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00948509485094851,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Vitvi17g00936",0,0,0.0030441400304414,0,0,0,0,0,0,0.142857142857143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Vitvi17g01373",0,0.00216684723726977,0.0175438596491228,0,0,0,0,0,0,0.0158311345646438,0,0,0.00278551532033426,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Vitvi17g04171",0,0,0,0.0011014948859166,0,0,0,0.00218818380743982,0,0,0,0,0,0,0,0,0,0,0,0.0194805194805195,0,0,0,0,0,0,0.0144329896907217,0,0,0,0,0,0,0,0,0,0,0,0,0.221884498480243,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0415512465373961,0,0,0,0,0,0,0,0
"Vitvi18g00174",0,0,0,0.00285035629453682,0,0,0,0.00112866817155756,0,0,0,0,0,0,0,0,0,0,0,0,0.00219298245614035,0,0,0,0,0,0.00216450216450216,0,0,0,0,0,0,0,0,0,0,0,0,0.180379746835443,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00872093023255814,0,0,0,0,0,0,0,0
"Vitvi18g00191",0.00869565217391304,0.00228310502283105,0.00855920114122682,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0679156908665105,0,0.00418410041841004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Vitvi18g00462",0,0,0,0.00652762298996975,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00221729490022173,0,0,0,0,0,0,0,0,0,0,0,0,0.0805970149253731,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00298507462686567,0,0,0,0,0,0,0,0
"Vitvi18g00473",0,0,0,0.0180338333865305,0,0,0,0,0.0129171151776103,0,0.00346020761245675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00219298245614035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Vitvi18g02825",0,0,0,0.00175943698016635,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Vitvi19g00270",0.00308008213552361,0,0.0136570561456753,0,0,0,0,0,0,0.142041712403952,0,0,0.00106269925611052,0,0,0,0,0,0,0,0,0,0,0,0,0.000956022944550669,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Vitvi19g00476",0,0,0,0.000633613179154126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.262910798122066,0,0,0,0,0,0.00454545454545455,0,0,0,0,0,0.00386847195357834,0,0,0,0,0,0,0,0.00280898876404494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Vitvi19g00709",0,0,0,0.000474908975779642,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.271028037383178,0,0,0,0,0,0.00451467268623025,0,0,0,0,0,0.00578034682080925,0,0,0,0,0,0,0,0.00558659217877095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Vitvi19g01484",0.00246913580246914,0,0.0236013986013986,0,0,0,0,0,0,0.104363078272309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Vitvi19g01610",0,0,0,0.00173392181588903,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.237903225806452,0,0,0,0,0,0.00418410041841004,0,0,0,0,0,0.0164233576642336,0,0,0,0,0,0,0,0.0533333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00544959128065395,0,0,0,0,0,0,0,0
"Vitvi19g01612",0,0,0,0.0012666244458518,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.237668161434978,0,0,0,0,0,0.00447427293064877,0,0,0,0,0,0.0134874759152216,0,0,0,0,0,0,0,0.00552486187845304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Vitvi19g01720",0.0227272727272727,0,0.0079155672823219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.171232876712329,0.00526315789473684,0.00337837837837838,0,0.00943396226415094,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Vitvi19g01790",0,0,0,0.00892572521517373,0,0,0,0.00226757369614512,0,0,0,0,0,0,0,0,0,0,0,0.00714285714285714,0,0,0,0,0,0,0.00217864923747277,0,0,0,0,0,0,0,0,0,0,0,0,0.0481586402266289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Vitvi19g04259",0,0,0,0.00109924623115578,0,0,0,0.128797083839611,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0181451612903226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00304878048780488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Vitvi19g04530",0,0,0,0.00142112742775936,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.027972027972028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.154078549848943,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0658682634730539,0,0,0,0,0,0,0,0
"Vitvi19g04572",0,0,0,0.00126302494474266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.225,0,0,0,0,0,0.0043010752688172,0,0,0,0,0,0.0130353817504655,0,0,0,0,0,0,0,0.0465753424657534,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00564971751412429,0,0,0,0,0,0,0,0
