"variant","method","matrix","module","mean_within_module_corr","median_within_module_corr","n_genes_used_for_corr"
"WGCNA_unprotected_power10","WGCNA","unprotected","yellow4",0.535488797983277,0.544601630726784,37
"WGCNA_unprotected_power10","WGCNA","unprotected","antiquewhite4",0.483135129023883,0.481789576291303,44
"WGCNA_unprotected_power10","WGCNA","unprotected","thistle1",0.496064157078839,0.494920909993587,75
"WGCNA_unprotected_power10","WGCNA","unprotected","coral1",0.428369293064815,0.431741617583495,47
"WGCNA_unprotected_power10","WGCNA","unprotected","coral2",0.471987349767752,0.480105687964217,44
"WGCNA_unprotected_power10","WGCNA","unprotected","mediumorchid",0.502525067070571,0.508043051560863,44
"WGCNA_unprotected_power10","WGCNA","unprotected","floralwhite",0.421475723490739,0.420372992729528,95
"WGCNA_unprotected_power20","WGCNA","unprotected","magenta",0.513342350330812,0.522229968019728,300
"WGCNA_unprotected_power20","WGCNA","unprotected","pink",0.47550500722103,0.47649970233129,300
"WGCNA_unprotected_power20","WGCNA","unprotected","turquoise",0.523836108347031,0.538147281924976,300
"WGCNA_unprotected_power20","WGCNA","unprotected","cyan",0.485338049827311,0.496114020861594,300
"WGCNA_unprotected_power20","WGCNA","unprotected","salmon",0.487525071683635,0.495586806268282,300
"WGCNA_unprotected_power20","WGCNA","unprotected","blue",0.468658817222199,0.487207488810068,300
"WGCNA_unprotected_power20","WGCNA","unprotected","purple",0.471156220768839,0.480814030591548,300
"WGCNA_unprotected_power20","WGCNA","unprotected","red",0.509821541271527,0.516364993866248,300
"WGCNA_unprotected_power20","WGCNA","unprotected","yellow",0.494666541421426,0.502488508358949,300
"WGCNA_unprotected_power20","WGCNA","unprotected","bisque4",0.540006295278431,0.543472868298233,57
"WGCNA_unprotected_power20","WGCNA","unprotected","brown",0.500771339049446,0.510642731165531,300
"WGCNA_unprotected_power20","WGCNA","unprotected","plum2",0.516097111604773,0.527457953207636,56
"WGCNA_unprotected_power20","WGCNA","unprotected","violet",0.470489613058068,0.482787257865509,122
"WGCNA_unprotected_power20","WGCNA","unprotected","green",0.480718680206221,0.486812874384302,300
"WGCNA_unprotected_power20","WGCNA","unprotected","greenyellow",0.457568168906309,0.467898901110131,300
"WGCNA_unprotected_power20","WGCNA","unprotected","black",0.506460143771079,0.51772201161778,300
"WGCNA_unprotected_power20","WGCNA","unprotected","mediumpurple3",0.50111555131813,0.521473520055687,76
"WGCNA_unprotected_power20","WGCNA","unprotected","midnightblue",0.499658686551496,0.506102016077412,283
"WGCNA_unprotected_power20","WGCNA","unprotected","skyblue3",0.477754577392106,0.486724741487082,97
"WGCNA_unprotected_power20","WGCNA","unprotected","steelblue",0.485377166437924,0.493375115140639,168
"WGCNA_unprotected_power20","WGCNA","unprotected","darkred",0.495237730434319,0.502640019674868,198
"WGCNA_unprotected_power20","WGCNA","unprotected","royalblue",0.554853402665026,0.564105491372181,210
"WGCNA_unprotected_power20","WGCNA","unprotected","grey60",0.552406442367378,0.562557269197649,248
"WGCNA_unprotected_power20","WGCNA","unprotected","thistle2",0.568423270152322,0.58066203928352,49
"WGCNA_unprotected_power20","WGCNA","unprotected","skyblue",0.519064788102232,0.533744514199614,176
"WGCNA_unprotected_power20","WGCNA","unprotected","yellowgreen",0.517321993742457,0.527721084594432,102
"WGCNA_unprotected_power20","WGCNA","unprotected","saddlebrown",0.45447447544564,0.458341196223667,173
"WGCNA_unprotected_power20","WGCNA","unprotected","paleturquoise",0.520994523580428,0.531852698771746,159
"WGCNA_unprotected_power20","WGCNA","unprotected","darkmagenta",0.487248014510948,0.498119013606935,111
"WGCNA_unprotected_power20","WGCNA","unprotected","lightcyan",0.456370683697085,0.469610698630143,267
"WGCNA_unprotected_power20","WGCNA","unprotected","darkolivegreen",0.593404118304828,0.597416225376745,112
"WGCNA_unprotected_power20","WGCNA","unprotected","darkgreen",0.514388796893572,0.517418766091404,196
"WGCNA_unprotected_power20","WGCNA","unprotected","tan",0.493216471794623,0.498179279031412,300
"WGCNA_unprotected_power20","WGCNA","unprotected","palevioletred3",0.565584340091741,0.575124236772454,36
"WGCNA_unprotected_power20","WGCNA","unprotected","darkorange",0.430069955531789,0.453279044051478,182
"WGCNA_unprotected_power20","WGCNA","unprotected","orange",0.594363138178925,0.598687881433284,187
