"variant","method","matrix","module","n_genes","n_DE_panel_genes","fraction_DE_panel"
"GCNA_unprotected","GCNA","unprotected","Vitvi00g04005",34,12,0.352941176470588
"GCNA_unprotected","GCNA","unprotected","Vitvi00g04006",73,42,0.575342465753425
"GCNA_unprotected","GCNA","unprotected","Vitvi00g04313",21,18,0.857142857142857
"GCNA_unprotected","GCNA","unprotected","Vitvi00g04500",35,25,0.714285714285714
"GCNA_unprotected","GCNA","unprotected","Vitvi00g04634",40,22,0.55
"GCNA_unprotected","GCNA","unprotected","Vitvi00g04728",38,25,0.657894736842105
"GCNA_unprotected","GCNA","unprotected","Vitvi01g00463",84,66,0.785714285714286
"GCNA_unprotected","GCNA","unprotected","Vitvi01g00508",555,119,0.214414414414414
"GCNA_unprotected","GCNA","unprotected","Vitvi01g00612",57,42,0.736842105263158
"GCNA_unprotected","GCNA","unprotected","Vitvi01g00656",1546,811,0.524579560155239
"GCNA_unprotected","GCNA","unprotected","Vitvi01g01038",281,76,0.270462633451957
"GCNA_unprotected","GCNA","unprotected","Vitvi01g01701",45,34,0.755555555555556
"GCNA_unprotected","GCNA","unprotected","Vitvi01g01751",136,75,0.551470588235294
"GCNA_unprotected","GCNA","unprotected","Vitvi01g02242",106,68,0.641509433962264
"GCNA_unprotected","GCNA","unprotected","Vitvi01g04056",102,50,0.490196078431373
"GCNA_unprotected","GCNA","unprotected","Vitvi01g04115",81,64,0.790123456790123
"GCNA_unprotected","GCNA","unprotected","Vitvi01g04132",19,17,0.894736842105263
"GCNA_unprotected","GCNA","unprotected","Vitvi02g00032",1260,611,0.484920634920635
"GCNA_unprotected","GCNA","unprotected","Vitvi02g00086",76,56,0.736842105263158
"GCNA_unprotected","GCNA","unprotected","Vitvi02g00429",530,146,0.275471698113208
"GCNA_unprotected","GCNA","unprotected","Vitvi02g00446",472,120,0.254237288135593
"GCNA_unprotected","GCNA","unprotected","Vitvi02g01355",435,211,0.485057471264368
"GCNA_unprotected","GCNA","unprotected","Vitvi02g01360",12,9,0.75
"GCNA_unprotected","GCNA","unprotected","Vitvi02g04106",555,114,0.205405405405405
"GCNA_unprotected","GCNA","unprotected","Vitvi02g04134",126,72,0.571428571428571
"GCNA_unprotected","GCNA","unprotected","Vitvi02g04135",131,71,0.541984732824427
"GCNA_unprotected","GCNA","unprotected","Vitvi03g00318",4,1,0.25
"GCNA_unprotected","GCNA","unprotected","Vitvi03g00692",503,291,0.578528827037773
"GCNA_unprotected","GCNA","unprotected","Vitvi03g01258",46,25,0.543478260869565
"GCNA_unprotected","GCNA","unprotected","Vitvi03g01809",92,51,0.554347826086957
"GCNA_unprotected","GCNA","unprotected","Vitvi03g04266",65,41,0.630769230769231
"GCNA_unprotected","GCNA","unprotected","Vitvi03g04466",26,20,0.769230769230769
"GCNA_unprotected","GCNA","unprotected","Vitvi04g00017",48,20,0.416666666666667
"GCNA_unprotected","GCNA","unprotected","Vitvi04g01325",46,24,0.521739130434783
"GCNA_unprotected","GCNA","unprotected","Vitvi04g01375",37,22,0.594594594594595
"GCNA_unprotected","GCNA","unprotected","Vitvi04g01550",895,189,0.211173184357542
"GCNA_unprotected","GCNA","unprotected","Vitvi04g01887",356,116,0.325842696629214
"GCNA_unprotected","GCNA","unprotected","Vitvi04g02114",22,14,0.636363636363636
"GCNA_unprotected","GCNA","unprotected","Vitvi04g04010",60,48,0.8
"GCNA_unprotected","GCNA","unprotected","Vitvi04g04011",68,50,0.735294117647059
"GCNA_unprotected","GCNA","unprotected","Vitvi04g04029",18,10,0.555555555555556
"GCNA_unprotected","GCNA","unprotected","Vitvi05g00108",431,120,0.278422273781903
"GCNA_unprotected","GCNA","unprotected","Vitvi05g00675",184,60,0.326086956521739
"GCNA_unprotected","GCNA","unprotected","Vitvi05g00726",56,24,0.428571428571429
"GCNA_unprotected","GCNA","unprotected","Vitvi05g01579",76,56,0.736842105263158
"GCNA_unprotected","GCNA","unprotected","Vitvi05g01674",113,22,0.194690265486726
"GCNA_unprotected","GCNA","unprotected","Vitvi05g02234",86,56,0.651162790697674
"GCNA_unprotected","GCNA","unprotected","Vitvi05g04062",52,32,0.615384615384615
"GCNA_unprotected","GCNA","unprotected","Vitvi05g04232",34,21,0.617647058823529
"GCNA_unprotected","GCNA","unprotected","Vitvi05g04487",62,44,0.709677419354839
"GCNA_unprotected","GCNA","unprotected","Vitvi05g04494",95,60,0.631578947368421
"GCNA_unprotected","GCNA","unprotected","Vitvi06g01410",74,39,0.527027027027027
"GCNA_unprotected","GCNA","unprotected","Vitvi06g01618",102,61,0.598039215686274
"GCNA_unprotected","GCNA","unprotected","Vitvi06g04121",69,50,0.72463768115942
"GCNA_unprotected","GCNA","unprotected","Vitvi07g00283",31,25,0.806451612903226
"GCNA_unprotected","GCNA","unprotected","Vitvi07g00523",745,167,0.224161073825503
"GCNA_unprotected","GCNA","unprotected","Vitvi07g00890",108,65,0.601851851851852
"GCNA_unprotected","GCNA","unprotected","Vitvi07g01267",775,357,0.460645161290323
"GCNA_unprotected","GCNA","unprotected","Vitvi07g01315",92,56,0.608695652173913
"GCNA_unprotected","GCNA","unprotected","Vitvi07g01342",439,254,0.578587699316629
"GCNA_unprotected","GCNA","unprotected","Vitvi07g01407",51,39,0.764705882352941
"GCNA_unprotected","GCNA","unprotected","Vitvi07g01719",26,18,0.692307692307692
"GCNA_unprotected","GCNA","unprotected","Vitvi07g01829",683,146,0.213762811127379
"GCNA_unprotected","GCNA","unprotected","Vitvi07g02323",129,73,0.565891472868217
"GCNA_unprotected","GCNA","unprotected","Vitvi07g03086",80,62,0.775
"GCNA_unprotected","GCNA","unprotected","Vitvi08g00795",42,24,0.571428571428571
"GCNA_unprotected","GCNA","unprotected","Vitvi08g00957",15,11,0.733333333333333
"GCNA_unprotected","GCNA","unprotected","Vitvi08g01235",110,67,0.609090909090909
"GCNA_unprotected","GCNA","unprotected","Vitvi08g01333",57,33,0.578947368421053
"GCNA_unprotected","GCNA","unprotected","Vitvi08g01617",32,23,0.71875
"GCNA_unprotected","GCNA","unprotected","Vitvi08g01846",9,6,0.666666666666667
"GCNA_unprotected","GCNA","unprotected","Vitvi08g01897",44,27,0.613636363636364
"GCNA_unprotected","GCNA","unprotected","Vitvi08g02218",82,53,0.646341463414634
"GCNA_unprotected","GCNA","unprotected","Vitvi08g02288",53,33,0.622641509433962
"GCNA_unprotected","GCNA","unprotected","Vitvi09g00419",102,53,0.519607843137255
"GCNA_unprotected","GCNA","unprotected","Vitvi09g00867",74,59,0.797297297297297
"GCNA_unprotected","GCNA","unprotected","Vitvi09g01646",9,6,0.666666666666667
"GCNA_unprotected","GCNA","unprotected","Vitvi09g01698",26,23,0.884615384615385
"GCNA_unprotected","GCNA","unprotected","Vitvi09g04280",56,41,0.732142857142857
"GCNA_unprotected","GCNA","unprotected","Vitvi10g00562",1459,768,0.526387936943112
"GCNA_unprotected","GCNA","unprotected","Vitvi10g00984",68,56,0.823529411764706
"GCNA_unprotected","GCNA","unprotected","Vitvi10g01812",433,144,0.33256351039261
"GCNA_unprotected","GCNA","unprotected","Vitvi10g04044",65,51,0.784615384615385
"GCNA_unprotected","GCNA","unprotected","Vitvi10g04085",30,21,0.7
"GCNA_unprotected","GCNA","unprotected","Vitvi10g04276",933,490,0.52518756698821
"GCNA_unprotected","GCNA","unprotected","Vitvi10g04282",32,22,0.6875
"GCNA_unprotected","GCNA","unprotected","Vitvi10g04464",43,23,0.534883720930233
"GCNA_unprotected","GCNA","unprotected","Vitvi10g04504",97,71,0.731958762886598
"GCNA_unprotected","GCNA","unprotected","Vitvi11g00075",301,120,0.398671096345515
"GCNA_unprotected","GCNA","unprotected","Vitvi11g00217",118,77,0.652542372881356
"GCNA_unprotected","GCNA","unprotected","Vitvi11g00285",197,99,0.50253807106599
"GCNA_unprotected","GCNA","unprotected","Vitvi11g00286",215,136,0.632558139534884
"GCNA_unprotected","GCNA","unprotected","Vitvi11g01637",37,28,0.756756756756757
"GCNA_unprotected","GCNA","unprotected","Vitvi12g00368",52,30,0.576923076923077
"GCNA_unprotected","GCNA","unprotected","Vitvi12g01776",113,66,0.584070796460177
"GCNA_unprotected","GCNA","unprotected","Vitvi12g01881",151,39,0.258278145695364
"GCNA_unprotected","GCNA","unprotected","Vitvi12g01882",55,11,0.2
"GCNA_unprotected","GCNA","unprotected","Vitvi12g01921",64,42,0.65625
"GCNA_unprotected","GCNA","unprotected","Vitvi12g02011",59,41,0.694915254237288
"GCNA_unprotected","GCNA","unprotected","Vitvi12g02633",83,45,0.542168674698795
"GCNA_unprotected","GCNA","unprotected","Vitvi12g04108",101,59,0.584158415841584
"GCNA_unprotected","GCNA","unprotected","Vitvi12g04404",102,51,0.5
"GCNA_unprotected","GCNA","unprotected","Vitvi12g04463",69,44,0.63768115942029
"GCNA_unprotected","GCNA","unprotected","Vitvi12g04498",61,40,0.655737704918033
"GCNA_unprotected","GCNA","unprotected","Vitvi12g04515",33,28,0.848484848484849
"GCNA_unprotected","GCNA","unprotected","Vitvi12g04518",19,16,0.842105263157895
"GCNA_unprotected","GCNA","unprotected","Vitvi12g04543",51,44,0.862745098039216
"GCNA_unprotected","GCNA","unprotected","Vitvi12g04545",55,42,0.763636363636364
"GCNA_unprotected","GCNA","unprotected","Vitvi12g04595",37,30,0.810810810810811
"GCNA_unprotected","GCNA","unprotected","Vitvi12g04598",82,42,0.51219512195122
"GCNA_unprotected","GCNA","unprotected","Vitvi12g04607",92,51,0.554347826086957
"GCNA_unprotected","GCNA","unprotected","Vitvi12g04630",132,71,0.537878787878788
"GCNA_unprotected","GCNA","unprotected","Vitvi13g00004",504,281,0.557539682539683
"GCNA_unprotected","GCNA","unprotected","Vitvi13g00551",90,52,0.577777777777778
"GCNA_unprotected","GCNA","unprotected","Vitvi13g01098",485,148,0.305154639175258
"GCNA_unprotected","GCNA","unprotected","Vitvi13g01468",104,67,0.644230769230769
"GCNA_unprotected","GCNA","unprotected","Vitvi13g01608",30,22,0.733333333333333
"GCNA_unprotected","GCNA","unprotected","Vitvi13g01616",50,44,0.88
"GCNA_unprotected","GCNA","unprotected","Vitvi13g01638",64,47,0.734375
"GCNA_unprotected","GCNA","unprotected","Vitvi13g01984",56,38,0.678571428571429
"GCNA_unprotected","GCNA","unprotected","Vitvi13g04528",117,78,0.666666666666667
"GCNA_unprotected","GCNA","unprotected","Vitvi13g04529",118,74,0.627118644067797
"GCNA_unprotected","GCNA","unprotected","Vitvi13g04677",56,44,0.785714285714286
"GCNA_unprotected","GCNA","unprotected","Vitvi13g04698",70,56,0.8
"GCNA_unprotected","GCNA","unprotected","Vitvi13g04706",92,67,0.728260869565217
"GCNA_unprotected","GCNA","unprotected","Vitvi14g00438",239,94,0.393305439330544
"GCNA_unprotected","GCNA","unprotected","Vitvi14g01926",6,5,0.833333333333333
"GCNA_unprotected","GCNA","unprotected","Vitvi14g04416",31,22,0.709677419354839
"GCNA_unprotected","GCNA","unprotected","Vitvi15g01247",87,66,0.758620689655172
"GCNA_unprotected","GCNA","unprotected","Vitvi16g00901",4,3,0.75
"GCNA_unprotected","GCNA","unprotected","Vitvi16g04295",516,338,0.655038759689923
"GCNA_unprotected","GCNA","unprotected","Vitvi16g04448",29,17,0.586206896551724
"GCNA_unprotected","GCNA","unprotected","Vitvi17g00339",7,6,0.857142857142857
"GCNA_unprotected","GCNA","unprotected","Vitvi17g00461",47,32,0.680851063829787
"GCNA_unprotected","GCNA","unprotected","Vitvi17g00704",626,319,0.509584664536741
"GCNA_unprotected","GCNA","unprotected","Vitvi17g00936",758,148,0.195250659630607
"GCNA_unprotected","GCNA","unprotected","Vitvi17g01373",99,44,0.444444444444444
"GCNA_unprotected","GCNA","unprotected","Vitvi18g00174",73,55,0.753424657534247
"GCNA_unprotected","GCNA","unprotected","Vitvi18g00191",42,27,0.642857142857143
"GCNA_unprotected","GCNA","unprotected","Vitvi18g00462",70,52,0.742857142857143
"GCNA_unprotected","GCNA","unprotected","Vitvi18g00473",84,66,0.785714285714286
"GCNA_unprotected","GCNA","unprotected","Vitvi18g02222",49,36,0.73469387755102
"GCNA_unprotected","GCNA","unprotected","Vitvi18g02825",10,9,0.9
"GCNA_unprotected","GCNA","unprotected","Vitvi18g02837",536,112,0.208955223880597
"GCNA_unprotected","GCNA","unprotected","Vitvi18g04551",82,67,0.817073170731707
"GCNA_unprotected","GCNA","unprotected","Vitvi18g04640",114,64,0.56140350877193
"GCNA_unprotected","GCNA","unprotected","Vitvi19g00270",793,162,0.204287515762926
"GCNA_unprotected","GCNA","unprotected","Vitvi19g00476",70,49,0.7
"GCNA_unprotected","GCNA","unprotected","Vitvi19g00709",67,45,0.671641791044776
"GCNA_unprotected","GCNA","unprotected","Vitvi19g01484",550,124,0.225454545454545
"GCNA_unprotected","GCNA","unprotected","Vitvi19g01610",100,65,0.65
"GCNA_unprotected","GCNA","unprotected","Vitvi19g01612",89,56,0.629213483146067
"GCNA_unprotected","GCNA","unprotected","Vitvi19g01720",103,56,0.543689320388349
"GCNA_unprotected","GCNA","unprotected","Vitvi19g01790",73,56,0.767123287671233
"GCNA_unprotected","GCNA","unprotected","Vitvi19g04572",92,63,0.684782608695652
"WGCNA_unprotected_power1","WGCNA","unprotected","red",1230,200,0.16260162601626
"WGCNA_unprotected_power1","WGCNA","unprotected","yellow",2032,93,0.0457677165354331
"WGCNA_unprotected_power1","WGCNA","unprotected","black",900,218,0.242222222222222
"WGCNA_unprotected_power1","WGCNA","unprotected","turquoise",5532,1648,0.297903109182936
"WGCNA_unprotected_power1","WGCNA","unprotected","purple",582,67,0.115120274914089
"WGCNA_unprotected_power1","WGCNA","unprotected","magenta",701,192,0.273894436519258
"WGCNA_unprotected_power1","WGCNA","unprotected","brown",2158,213,0.0987025023169602
"WGCNA_unprotected_power1","WGCNA","unprotected","darkgrey",66,0,0
"WGCNA_unprotected_power1","WGCNA","unprotected","blue",4334,338,0.0779880018458699
"WGCNA_unprotected_power1","WGCNA","unprotected","lightyellow",186,4,0.021505376344086
"WGCNA_unprotected_power1","WGCNA","unprotected","green",1710,269,0.157309941520468
"WGCNA_unprotected_power1","WGCNA","unprotected","midnightblue",239,4,0.0167364016736402
"WGCNA_unprotected_power1","WGCNA","unprotected","darkturquoise",72,11,0.152777777777778
"WGCNA_unprotected_power1","WGCNA","unprotected","grey60",214,3,0.014018691588785
"WGCNA_unprotected_power1","WGCNA","unprotected","greenyellow",576,30,0.0520833333333333
"WGCNA_unprotected_power1","WGCNA","unprotected","lightcyan",236,44,0.186440677966102
"WGCNA_unprotected_power1","WGCNA","unprotected","lightgreen",191,1,0.00523560209424084
"WGCNA_unprotected_power1","WGCNA","unprotected","cyan",244,6,0.0245901639344262
"WGCNA_unprotected_power1","WGCNA","unprotected","salmon",269,3,0.0111524163568773
"WGCNA_unprotected_power1","WGCNA","unprotected","darkred",92,2,0.0217391304347826
"WGCNA_unprotected_power1","WGCNA","unprotected","pink",823,110,0.133657351154313
"WGCNA_unprotected_power1","WGCNA","unprotected","tan",305,12,0.039344262295082
"WGCNA_unprotected_power1","WGCNA","unprotected","darkgreen",77,0,0
"WGCNA_unprotected_power1","WGCNA","unprotected","royalblue",161,17,0.105590062111801
"WGCNA_unprotected_power10","WGCNA","unprotected","greenyellow",447,62,0.138702460850112
"WGCNA_unprotected_power10","WGCNA","unprotected","green",853,26,0.0304806565064478
"WGCNA_unprotected_power10","WGCNA","unprotected","pink",622,151,0.242765273311897
"WGCNA_unprotected_power10","WGCNA","unprotected","turquoise",6417,1671,0.260402057035998
"WGCNA_unprotected_power10","WGCNA","unprotected","purple",573,6,0.0104712041884817
"WGCNA_unprotected_power10","WGCNA","unprotected","midnightblue",314,5,0.0159235668789809
"WGCNA_unprotected_power10","WGCNA","unprotected","orange",210,4,0.019047619047619
"WGCNA_unprotected_power10","WGCNA","unprotected","tan",410,40,0.0975609756097561
"WGCNA_unprotected_power10","WGCNA","unprotected","yellow",1048,261,0.249045801526718
"WGCNA_unprotected_power10","WGCNA","unprotected","black",735,93,0.126530612244898
"WGCNA_unprotected_power10","WGCNA","unprotected","mediumpurple3",107,0,0
"WGCNA_unprotected_power10","WGCNA","unprotected","brown",1226,13,0.0106035889070147
"WGCNA_unprotected_power10","WGCNA","unprotected","blue",4058,429,0.1057171020207
"WGCNA_unprotected_power10","WGCNA","unprotected","darkgreen",215,9,0.0418604651162791
"WGCNA_unprotected_power10","WGCNA","unprotected","bisque4",86,1,0.0116279069767442
"WGCNA_unprotected_power10","WGCNA","unprotected","lightpink4",55,0,0
"WGCNA_unprotected_power10","WGCNA","unprotected","skyblue2",42,1,0.0238095238095238
"WGCNA_unprotected_power10","WGCNA","unprotected","red",791,121,0.152970922882427
"WGCNA_unprotected_power10","WGCNA","unprotected","violet",131,0,0
"WGCNA_unprotected_power10","WGCNA","unprotected","darkgrey",213,19,0.0892018779342723
"WGCNA_unprotected_power10","WGCNA","unprotected","honeydew1",51,0,0
"WGCNA_unprotected_power10","WGCNA","unprotected","darkorange2",93,2,0.021505376344086
"WGCNA_unprotected_power10","WGCNA","unprotected","lightcyan",297,41,0.138047138047138
"WGCNA_unprotected_power10","WGCNA","unprotected","white",196,11,0.0561224489795918
"WGCNA_unprotected_power10","WGCNA","unprotected","skyblue",161,12,0.0745341614906832
"WGCNA_unprotected_power10","WGCNA","unprotected","thistle2",76,10,0.131578947368421
"WGCNA_unprotected_power10","WGCNA","unprotected","lavenderblush3",54,0,0
"WGCNA_unprotected_power10","WGCNA","unprotected","lightyellow",235,1,0.00425531914893617
"WGCNA_unprotected_power10","WGCNA","unprotected","grey60",292,1,0.00342465753424658
"WGCNA_unprotected_power10","WGCNA","unprotected","darkred",224,51,0.227678571428571
"WGCNA_unprotected_power10","WGCNA","unprotected","salmon",376,72,0.191489361702128
"WGCNA_unprotected_power10","WGCNA","unprotected","magenta",585,5,0.00854700854700855
"WGCNA_unprotected_power10","WGCNA","unprotected","darkmagenta",125,0,0
"WGCNA_unprotected_power10","WGCNA","unprotected","plum1",112,1,0.00892857142857143
"WGCNA_unprotected_power10","WGCNA","unprotected","sienna3",120,1,0.00833333333333333
"WGCNA_unprotected_power10","WGCNA","unprotected","palevioletred3",67,1,0.0149253731343284
"WGCNA_unprotected_power10","WGCNA","unprotected","royalblue",228,39,0.171052631578947
"WGCNA_unprotected_power10","WGCNA","unprotected","skyblue1",37,14,0.378378378378378
"WGCNA_unprotected_power10","WGCNA","unprotected","lightcyan1",96,0,0
"WGCNA_unprotected_power10","WGCNA","unprotected","lightgreen",285,51,0.178947368421053
"WGCNA_unprotected_power10","WGCNA","unprotected","darkslateblue",85,1,0.0117647058823529
"WGCNA_unprotected_power10","WGCNA","unprotected","saddlebrown",155,9,0.0580645161290323
"WGCNA_unprotected_power10","WGCNA","unprotected","plum2",81,10,0.123456790123457
"WGCNA_unprotected_power10","WGCNA","unprotected","darkseagreen4",49,0,0
"WGCNA_unprotected_power10","WGCNA","unprotected","darkturquoise",213,49,0.230046948356808
"WGCNA_unprotected_power10","WGCNA","unprotected","navajowhite2",67,0,0
"WGCNA_unprotected_power10","WGCNA","unprotected","cyan",332,62,0.186746987951807
"WGCNA_unprotected_power10","WGCNA","unprotected","maroon",58,6,0.103448275862069
"WGCNA_unprotected_power10","WGCNA","unprotected","brown4",90,2,0.0222222222222222
"WGCNA_unprotected_power10","WGCNA","unprotected","steelblue",148,31,0.209459459459459
"WGCNA_unprotected_power10","WGCNA","unprotected","orangered4",110,23,0.209090909090909
"WGCNA_unprotected_power10","WGCNA","unprotected","lightsteelblue1",99,0,0
"WGCNA_unprotected_power10","WGCNA","unprotected","paleturquoise",142,23,0.161971830985915
"WGCNA_unprotected_power10","WGCNA","unprotected","ivory",95,13,0.136842105263158
"WGCNA_unprotected_power10","WGCNA","unprotected","salmon4",73,5,0.0684931506849315
"WGCNA_unprotected_power10","WGCNA","unprotected","darkolivegreen",125,0,0
"WGCNA_unprotected_power10","WGCNA","unprotected","yellowgreen",119,4,0.0336134453781513
"WGCNA_unprotected_power10","WGCNA","unprotected","skyblue3",112,12,0.107142857142857
"WGCNA_unprotected_power10","WGCNA","unprotected","darkorange",203,27,0.133004926108374
"WGCNA_unprotected_power10","WGCNA","unprotected","yellow4",37,3,0.0810810810810811
"WGCNA_unprotected_power10","WGCNA","unprotected","antiquewhite4",44,0,0
"WGCNA_unprotected_power10","WGCNA","unprotected","thistle1",75,11,0.146666666666667
"WGCNA_unprotected_power10","WGCNA","unprotected","coral1",47,7,0.148936170212766
"WGCNA_unprotected_power10","WGCNA","unprotected","coral2",44,0,0
"WGCNA_unprotected_power10","WGCNA","unprotected","mediumorchid",44,4,0.0909090909090909
"WGCNA_unprotected_power10","WGCNA","unprotected","floralwhite",95,21,0.221052631578947
"WGCNA_unprotected_power20","WGCNA","unprotected","magenta",447,13,0.029082774049217
"WGCNA_unprotected_power20","WGCNA","unprotected","pink",447,145,0.324384787472036
"WGCNA_unprotected_power20","WGCNA","unprotected","turquoise",5489,1623,0.295682273638185
"WGCNA_unprotected_power20","WGCNA","unprotected","cyan",306,8,0.0261437908496732
"WGCNA_unprotected_power20","WGCNA","unprotected","salmon",331,8,0.0241691842900302
"WGCNA_unprotected_power20","WGCNA","unprotected","blue",4713,457,0.096965839168258
"WGCNA_unprotected_power20","WGCNA","unprotected","purple",442,72,0.16289592760181
"WGCNA_unprotected_power20","WGCNA","unprotected","red",517,172,0.332688588007737
"WGCNA_unprotected_power20","WGCNA","unprotected","yellow",824,94,0.114077669902913
"WGCNA_unprotected_power20","WGCNA","unprotected","bisque4",57,0,0
"WGCNA_unprotected_power20","WGCNA","unprotected","brown",969,4,0.00412796697626419
"WGCNA_unprotected_power20","WGCNA","unprotected","plum2",56,2,0.0357142857142857
"WGCNA_unprotected_power20","WGCNA","unprotected","violet",122,2,0.0163934426229508
"WGCNA_unprotected_power20","WGCNA","unprotected","green",633,121,0.191153238546603
"WGCNA_unprotected_power20","WGCNA","unprotected","greenyellow",414,4,0.00966183574879227
"WGCNA_unprotected_power20","WGCNA","unprotected","black",493,44,0.0892494929006085
"WGCNA_unprotected_power20","WGCNA","unprotected","mediumpurple3",76,0,0
"WGCNA_unprotected_power20","WGCNA","unprotected","midnightblue",283,53,0.187279151943463
"WGCNA_unprotected_power20","WGCNA","unprotected","skyblue3",97,9,0.0927835051546392
"WGCNA_unprotected_power20","WGCNA","unprotected","steelblue",168,9,0.0535714285714286
"WGCNA_unprotected_power20","WGCNA","unprotected","darkred",198,44,0.222222222222222
"WGCNA_unprotected_power20","WGCNA","unprotected","royalblue",210,30,0.142857142857143
"WGCNA_unprotected_power20","WGCNA","unprotected","grey60",248,3,0.0120967741935484
"WGCNA_unprotected_power20","WGCNA","unprotected","thistle2",49,0,0
"WGCNA_unprotected_power20","WGCNA","unprotected","skyblue",176,57,0.323863636363636
"WGCNA_unprotected_power20","WGCNA","unprotected","yellowgreen",102,0,0
"WGCNA_unprotected_power20","WGCNA","unprotected","saddlebrown",173,26,0.15028901734104
"WGCNA_unprotected_power20","WGCNA","unprotected","paleturquoise",159,2,0.0125786163522013
"WGCNA_unprotected_power20","WGCNA","unprotected","darkmagenta",111,1,0.00900900900900901
"WGCNA_unprotected_power20","WGCNA","unprotected","lightcyan",267,1,0.00374531835205993
"WGCNA_unprotected_power20","WGCNA","unprotected","darkolivegreen",112,26,0.232142857142857
"WGCNA_unprotected_power20","WGCNA","unprotected","darkgreen",196,44,0.224489795918367
"WGCNA_unprotected_power20","WGCNA","unprotected","tan",385,81,0.21038961038961
"WGCNA_unprotected_power20","WGCNA","unprotected","palevioletred3",36,14,0.388888888888889
"WGCNA_unprotected_power20","WGCNA","unprotected","darkorange",182,8,0.043956043956044
"WGCNA_unprotected_power20","WGCNA","unprotected","orange",187,48,0.25668449197861
"WGCNA_unprotected_power20","WGCNA","unprotected","ivory",65,1,0.0153846153846154
"WGCNA_unprotected_power20","WGCNA","unprotected","white",181,15,0.0828729281767956
"WGCNA_unprotected_power20","WGCNA","unprotected","thistle1",44,5,0.113636363636364
"WGCNA_unprotected_power20","WGCNA","unprotected","darkslateblue",56,11,0.196428571428571
"WGCNA_unprotected_power20","WGCNA","unprotected","darkorange2",60,1,0.0166666666666667
"WGCNA_unprotected_power20","WGCNA","unprotected","lightyellow",219,51,0.232876712328767
"WGCNA_unprotected_power20","WGCNA","unprotected","darkturquoise",193,0,0
"WGCNA_unprotected_power20","WGCNA","unprotected","darkgrey",188,48,0.25531914893617
"WGCNA_unprotected_power20","WGCNA","unprotected","maroon",35,1,0.0285714285714286
"WGCNA_unprotected_power20","WGCNA","unprotected","floralwhite",62,6,0.0967741935483871
"WGCNA_unprotected_power20","WGCNA","unprotected","sienna3",109,0,0
"WGCNA_unprotected_power20","WGCNA","unprotected","brown4",60,0,0
"WGCNA_unprotected_power20","WGCNA","unprotected","lightgreen",236,58,0.245762711864407
"WGCNA_unprotected_power20","WGCNA","unprotected","lightsteelblue1",75,12,0.16
"WGCNA_unprotected_power20","WGCNA","unprotected","plum1",89,4,0.0449438202247191
"WGCNA_unprotected_power20","WGCNA","unprotected","navajowhite2",36,0,0
"WGCNA_unprotected_power20","WGCNA","unprotected","orangered4",79,12,0.151898734177215
"WGCNA_unprotected_power20","WGCNA","unprotected","lightpink4",30,0,0
"WGCNA_unprotected_power20","WGCNA","unprotected","salmon4",42,3,0.0714285714285714
"WGCNA_unprotected_power20","WGCNA","unprotected","lavenderblush3",30,4,0.133333333333333
"WGCNA_unprotected_power20","WGCNA","unprotected","lightcyan1",73,20,0.273972602739726
"WGCNA_unprotected_power6","WGCNA","unprotected","tan",456,56,0.12280701754386
"WGCNA_unprotected_power6","WGCNA","unprotected","greenyellow",561,9,0.0160427807486631
"WGCNA_unprotected_power6","WGCNA","unprotected","purple",602,150,0.249169435215947
"WGCNA_unprotected_power6","WGCNA","unprotected","turquoise",6499,1747,0.268810586244038
"WGCNA_unprotected_power6","WGCNA","unprotected","grey60",360,13,0.0361111111111111
"WGCNA_unprotected_power6","WGCNA","unprotected","darkred",243,4,0.0164609053497942
"WGCNA_unprotected_power6","WGCNA","unprotected","cyan",424,41,0.0966981132075472
"WGCNA_unprotected_power6","WGCNA","unprotected","green",822,189,0.22992700729927
