"","mediumpurple3","yellow","magenta","turquoise","grey60","cyan","orangered4","black","green","brown","blue","orange","darkred","sienna3","navajowhite2","steelblue","red","tan","darkmagenta","pink","greenyellow","darkgrey","darkorange","yellowgreen","skyblue","salmon","darkturquoise","plum2","darkorange2","royalblue","honeydew1","darkolivegreen","saddlebrown","purple","lightcyan","salmon4","thistle1","plum1","lightgreen","lightcyan1","floralwhite","lightpink4","white","ivory","brown4","paleturquoise","violet","midnightblue","darkslateblue","palevioletred3","lightyellow","darkgreen","lightsteelblue1","skyblue3","bisque4","thistle2","lavenderblush3","maroon"
"Vitvi11g00075",0,0,0,0,0,0,0,0,0,0.000669344042838019,0.0577181208053691,0,0.00691244239631336,0,0,0,0,0,0,0.00248447204968944,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Vitvi11g00217",0,0,0,0.0066573230553609,0,0,0,0,0,0,0,0,0,0,0,0,0.00123456790123457,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0236842105263158,0,0,0,0,0,0,0,0,0,0,0,0,0.255591054313099,0,0,0,0,0,0,0,0,0,0
"Vitvi11g00285",0,0,0,0.0413267115998581,0,0,0,0,0.000956022944550669,0,0,0,0,0,0,0,0,0,0,0.00479041916167665,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0203252032520325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Vitvi11g00286",0,0,0,0.0243429176221556,0,0,0,0,0,0,0,0,0,0,0,0,0.00229885057471264,0,0,0.00518806744487678,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0135135135135135,0,0,0,0,0,0,0,0,0,0,0,0,0.0835322195704057,0,0,0.00987654320987654,0,0,0,0,0,0,0
"Vitvi11g01637",0,0,0,0.000177116542685087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0262008733624454,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00341296928327645,0,0,0.0921052631578947,0,0,0,0,0,0,0
"Vitvi12g00368",0,0,0,0.000881367882954345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0875420875420875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00626959247648903,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003584229390681,0,0,0,0,0,0,0
"Vitvi12g01881",0,0.0527472527472527,0.0015625,0,0,0,0,0,0,0.00214745884037223,0.0193531283138918,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00302114803625378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Vitvi12g01882",0,0.0365566037735849,0,0,0,0,0,0,0,0.000757575757575758,0.00399893361770195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Vitvi12g01921",0,0,0.00530973451327434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.135734072022161,0,0,0,0,0,0,0,0,0,0,0,0.00684931506849315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Vitvi12g02011",0,0.0034324942791762,0.00719424460431655,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.104395604395604,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Vitvi12g04108",0.0397727272727273,0.0119956379498364,0.00163934426229508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.204787234042553,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Vitvi12g04404",0,0.00324324324324324,0.00163934426229508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.254847645429363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Vitvi12g04463",0,0.00336322869955157,0.00521739130434783,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15702479338843,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Vitvi12g04498",0,0,0.00352112676056338,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.147632311977716,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Vitvi12g04515",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0837988826815642,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00636942675159236,0,0,0,0,0,0,0,0,0,0,0
"Vitvi12g04543",0.0065359477124183,0.00111358574610245,0.100189035916824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.029126213592233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Vitvi12g04545",0.00719424460431655,0.00113122171945701,0.017921146953405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.111111111111111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Vitvi12g04595",0,0,0,0,0,0,0,0.00587371512481645,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0936329588014981,0,0,0,0,0,0,0,0,0,0,0,0,0.00680272108843537,0,0,0,0,0,0,0,0,0,0
"Vitvi12g04598",0,0.00551876379690949,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.204419889502762,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Vitvi12g04607",0,0.00109170305676856,0.00334448160535117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.227777777777778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Vitvi13g00551",0,0,0,0.0138691322901849,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0348837209302326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Vitvi13g01098",0,0.00957701516360734,0,0,0,0,0,0,0,0.000586166471277843,0.11134903640257,0,0.00154320987654321,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00313971742543171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Vitvi13g01468",0,0,0,0.000523743016759777,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0218579234972678,0,0,0,0,0,0,0,0,0,0,0,0,0.345195729537367,0,0,0.0121580547112462,0,0,0,0,0,0,0
"Vitvi13g01608",0,0,0,0,0,0,0,0.00146412884333821,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.093984962406015,0,0,0,0,0,0,0,0,0,0,0,0,0.0102739726027397,0,0,0,0,0,0,0,0,0,0
"Vitvi13g01616",0,0,0,0.00088292424509977,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.126811594202899,0,0,0,0,0,0,0,0,0,0,0,0,0.0327868852459016,0,0,0,0,0,0,0,0,0,0
"Vitvi13g01638",0,0,0,0.00141093474426808,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0031055900621118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.18450184501845,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Vitvi13g01984",0,0,0,0.000352858151023289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00156985871271586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.185606060606061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Vitvi13g02083",0,0,0,0.000525762355415352,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00417536534446764,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.294545454545455,0,0,0.0130293159609121,0,0,0,0,0,0,0
"Vitvi13g02285",0.00649350649350649,0.00111234705228031,0.0103986135181976,0,0,0,0,0,0,0,0.00158688177730759,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.235807860262009,0,0,0,0,0,0
"Vitvi13g04289",0,0,0,0.0005249343832021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00557103064066852,0,0,0,0,0,0,0,0,0,0,0,0,0.31294964028777,0,0,0.0191082802547771,0,0,0,0,0,0,0
"Vitvi13g04528",0,0,0,0.00174337517433752,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0428954423592493,0,0,0,0,0,0,0,0,0,0,0,0,0.332203389830508,0,0,0.0116279069767442,0,0,0,0,0,0,0
"Vitvi13g04529",0,0,0,0.00209680237637603,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0299727520435967,0,0,0,0,0,0,0,0,0,0,0,0,0.321799307958477,0,0,0.00297619047619048,0,0,0,0,0,0,0
"Vitvi13g04540",0,0,0,0.000352485019386676,0,0,0,0.00423131170662906,0,0,0,0,0,0,0,0,0,0,0,0,0.0135746606334842,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.170289855072464,0,0,0,0,0,0,0,0,0,0
"Vitvi13g04677",0,0,0,0.00123740498497437,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00476947535771065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.132841328413284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Vitvi13g04698",0,0,0,0.00690509915014164,0,0,0,0,0,0,0,0,0,0,0,0,0.00133155792276964,0,0,0.00924499229583975,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0645161290322581,0,0,0,0,0,0,0,0,0,0,0,0,0.00906344410876133,0,0,0,0,0,0,0,0,0,0
"Vitvi13g04706",0,0,0,0.00334212840809147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00598802395209581,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.184300341296928,0,0,0,0,0,0,0,0,0,0,0,0,0.0263157894736842,0,0,0,0,0,0,0,0,0,0
"Vitvi14g00679",0,0,0,0.11482661004954,0,0,0,0,0.00750341064120055,0,0,0,0,0,0,0,0.00441176470588235,0.00473036896877956,0,0,0.0103578154425612,0.00113765642775882,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Vitvi14g01926",0,0,0,0.00106799572801709,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Vitvi14g02663",0,0.0100334448160535,0.0748175182481752,0,0,0,0,0,0,0,0.0050344462109168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0181818181818182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Vitvi14g04416",0,0,0,0,0,0,0,0,0.00365408038976857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00816326530612245,0,0,0.142045454545455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Vitvi16g00160",0,0,0,0.00159433126660762,0,0,0,0.0267857142857143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0241379310344828,0,0,0,0,0,0,0,0,0,0,0,0,0.00668896321070234,0,0,0,0,0,0,0,0,0,0
"Vitvi16g00901",0,0,0,0.000177841010136938,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.018796992481203,0,0,0,0,0,0,0,0,0,0
"Vitvi16g04295",0,0,0,0.0921192758253461,0,0,0,0,0.000753012048192771,0,0,0,0,0,0,0,0,0.0144284128745838,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00318979266347687,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Vitvi16g04388",0,0,0,0.0010498687664042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00612244897959184,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00275482093663912,0,0,0,0,0,0,0,0,0,0,0,0,0.314285714285714,0,0,0.0125391849529781,0,0,0,0,0,0,0
"Vitvi16g04448",0.00884955752212389,0.00116550116550117,0,0,0,0,0,0,0.00121951219512195,0,0,0,0,0,0,0,0.00141043723554302,0,0,0,0,0,0,0,0,0.0607734806629834,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0065359477124183,0,0,0,0,0,0,0,0,0,0,0
"Vitvi17g00339",0.0105263157894737,0.00598086124401914,0.00191204588910134,0,0,0,0,0,0,0,0.000268312315535283,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00448430493273543,0,0,0,0,0,0
"Vitvi17g00461",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.113888888888889,0,0,0,0,0,0,0,0,0,0,0,0.0072992700729927,0.00732600732600733,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Vitvi17g00704",0,0,0,0.0773735581188997,0,0,0,0,0,0,0,0,0,0,0,0,0.000881057268722467,0.00361881785283474,0,0,0.00716845878136201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00984528832630099,0,0,0,0,0,0,0,0,0,0
"Vitvi17g00936",0,0.00202565833896016,0,0,0,0,0,0,0,0.00417101147028154,0.171535781291879,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00116686114352392,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Vitvi17g01373",0,0.00987925356750823,0.005,0,0,0,0,0,0,0.000734753857457752,0.0187316028900187,0,0.0033003300330033,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0137931034482759,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Vitvi17g04171",0,0,0,0.00157370169610072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0164383561643836,0,0,0,0,0,0,0,0,0,0,0,0,0.315789473684211,0,0,0.0153846153846154,0,0,0,0,0,0,0
"Vitvi18g00174",0,0,0,0.00369848538217682,0,0,0,0.00136239782016349,0,0,0,0,0,0,0,0,0,0,0,0,0.00212765957446809,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.201388888888889,0,0,0,0,0,0,0,0,0,0
"Vitvi18g00191",0.0078740157480315,0.0104166666666667,0.0018018018018018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0785907859078591,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00392156862745098,0,0,0,0,0,0
"Vitvi18g00462",0,0,0,0.00726049229679476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0947712418300654,0,0,0,0,0,0,0,0,0,0
"Vitvi18g00473",0,0,0,0.0198828333037458,0,0,0,0,0.0154355016538037,0,0,0,0,0,0,0,0,0.00198019801980198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Vitvi18g02825",0,0,0,0.00195799216803133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Vitvi19g00270",0,0.0114478114478114,0,0,0,0,0,0,0,0.00206185567010309,0.173215717722534,0,0.00112994350282486,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Vitvi19g00476",0,0,0,0.000704349357281212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00308166409861325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.216417910447761,0,0,0,0,0,0,0,0,0,0,0,0,0.00303951367781155,0,0,0,0,0,0,0,0,0,0
"Vitvi19g00709",0,0,0,0.000527890198838642,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00925925925925926,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.209558823529412,0,0,0,0,0,0,0,0,0,0,0,0,0.00604229607250755,0,0,0,0,0,0,0,0,0,0
"Vitvi19g01484",0,0.0182787509520183,0,0,0,0,0,0,0,0.00338409475465313,0.126099706744868,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00140845070422535,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Vitvi19g01610",0,0,0,0.00192644483362522,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0162241887905605,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.19344262295082,0,0,0,0,0,0,0,0,0,0,0,0,0.0635838150289017,0,0,0,0,0,0,0,0,0,0
"Vitvi19g01612",0,0,0,0.00158422812885055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0138674884437596,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.185053380782918,0,0,0,0,0,0,0,0,0,0,0,0,0.00597014925373134,0,0,0,0,0,0,0,0,0,0
"Vitvi19g01720",0.0393258426966292,0.0119695321001088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.213333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Vitvi19g01790",0,0,0,0.0099290780141844,0,0,0,0.00273972602739726,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00593471810089021,0,0,0,0,0,0,0,0,0,0,0,0,0.0553846153846154,0,0,0,0,0,0,0,0,0,0
"Vitvi19g04259",0,0,0,0.0010462074978204,0,0,0,0.154531946508172,0,0,0,0,0,0,0,0,0,0,0,0,0.0198807157057654,0,0.0033112582781457,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00518134715025907,0,0,0,0,0,0,0,0,0,0
"Vitvi19g04530",0,0,0,0.00157922442533778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0233236151603499,0,0,0,0,0,0,0,0,0,0,0,0,0.21160409556314,0,0,0.0367892976588629,0,0,0,0,0,0,0
"Vitvi19g04572",0,0,0,0.00140350877192982,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.015015015015015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.177852348993289,0,0,0,0,0,0,0,0,0,0,0,0,0.056547619047619,0,0,0,0,0,0,0,0,0,0
