common_name	vitvi_id	source	genotype	timing	log2FC_apeglm	padj_threshold_test	DE_primary
EIX1	Vitvi08g00671	AlphaFold_EIX1	Rpv12+1+3	0	-0.0361858170415506	1	FALSE
EIX1	Vitvi08g00671	AlphaFold_EIX1	Rpv12+1+3	6	0.244898994388836	1	FALSE
EIX1	Vitvi08g00671	AlphaFold_EIX1	Rpv12+1+3	24	0.251007352205353	1	FALSE
EIX1	Vitvi08g00703	AlphaFold_EIX1	Rpv12	0	2.36884789435916	0.00467663109394049	TRUE
EIX1	Vitvi08g00703	AlphaFold_EIX1	Rpv12	6	1.25088560757044	1	TRUE
EIX1	Vitvi08g00703	AlphaFold_EIX1	Rpv12	24	0.410962425897055	1	FALSE
EIX1	Vitvi08g00703	AlphaFold_EIX1	Rpv12+1	0	0.823896010024045	1	FALSE
EIX1	Vitvi08g00703	AlphaFold_EIX1	Rpv12+1	6	0.172082483388134	1	FALSE
EIX1	Vitvi08g00703	AlphaFold_EIX1	Rpv12+1	24	-0.586732937580202	1	FALSE
EIX1	Vitvi08g00703	AlphaFold_EIX1	Rpv12+1+3	0	0.490975258238155	1	FALSE
EIX1	Vitvi08g00703	AlphaFold_EIX1	Rpv12+1+3	6	0.17529951078892	1	FALSE
EIX1	Vitvi08g00703	AlphaFold_EIX1	Rpv12+1+3	24	-0.00764126410438717	1	FALSE
EIX1	Vitvi08g02068	AlphaFold_EIX1	Rpv12	0	3.20052849494237	0.00222490011298289	TRUE
EIX1	Vitvi08g02068	AlphaFold_EIX1	Rpv12	6	0.540408070185904	1	FALSE
EIX1	Vitvi08g02068	AlphaFold_EIX1	Rpv12	24	0.405109877510289	1	FALSE
EIX1	Vitvi08g02068	AlphaFold_EIX1	Rpv12+1	0	1.8947794216732	0.34102771876806	TRUE
EIX1	Vitvi08g02068	AlphaFold_EIX1	Rpv12+1	6	0.116658427017599	1	FALSE
EIX1	Vitvi08g02068	AlphaFold_EIX1	Rpv12+1	24	-0.294548508248143	1	FALSE
EIX1	Vitvi08g02068	AlphaFold_EIX1	Rpv12+1+3	0	0.828265359721473	1	FALSE
EIX1	Vitvi08g02068	AlphaFold_EIX1	Rpv12+1+3	6	0.174076641748911	1	FALSE
EIX1	Vitvi08g02068	AlphaFold_EIX1	Rpv12+1+3	24	0.0509695243060158	1	FALSE
EIX1	Vitvi09g01335	AlphaFold_EIX1	Rpv12	0	5.38810726560342	1.85512643932733e-06	TRUE
EIX1	Vitvi09g01335	AlphaFold_EIX1	Rpv12	6	2.4612246219317	0.27965172658436	TRUE
EIX1	Vitvi09g01335	AlphaFold_EIX1	Rpv12	24	-0.612759557942314	1	FALSE
EIX1	Vitvi09g01335	AlphaFold_EIX1	Rpv12+1	0	0.733494863931544	1	FALSE
EIX1	Vitvi09g01335	AlphaFold_EIX1	Rpv12+1	6	0.0403193447170705	1	FALSE
EIX1	Vitvi09g01335	AlphaFold_EIX1	Rpv12+1	24	-2.61254882781999	0.102152877062561	TRUE
EIX1	Vitvi09g01335	AlphaFold_EIX1	Rpv12+1+3	0	-0.0209266349951788	1	FALSE
EIX1	Vitvi09g01335	AlphaFold_EIX1	Rpv12+1+3	6	-0.0938911997327128	1	FALSE
EIX1	Vitvi09g01335	AlphaFold_EIX1	Rpv12+1+3	24	-0.540723392394063	1	FALSE
EIX1	Vitvi09g01853	AlphaFold_EIX1	Rpv12	0	1.00542914613098	1	TRUE
EIX1	Vitvi09g01853	AlphaFold_EIX1	Rpv12	6	0.514592578523128	1	FALSE
