"gene","is_DE_panel_gene","R2_precorrection","R2_unprotected_ComBat","R2_protected_ComBat"
"Vitvi19g04520",FALSE,0.463901183532213,0.478901647228366,0.601116446963836
"Vitvi19g01566",FALSE,0.37509194822074,0.3493252194476,0.395568301933923
"Vitvi19g04521",FALSE,0.777998568405804,0.751173163638307,0.783372141861721
"Vitvi19g04522",FALSE,0.809504371682898,0.795541442550373,0.819060107107057
"Vitvi19g04524",FALSE,0.732638052128185,0.790747860637796,0.807551215640432
"Vitvi19g04525",FALSE,0.794525196126648,0.78993236432516,0.807192426871438
"Vitvi19g04526",FALSE,0.577177511411811,0.54467264253179,0.584770764824045
"Vitvi19g04527",FALSE,0.766267272858892,0.75706151460893,0.772604789352963
"Vitvi19g04529",TRUE,0.844215116003736,0.804319689245825,0.85398164278237
"Vitvi19g01571",TRUE,0.835420803331461,0.815181645098719,0.858168903778964
"Vitvi19g04530",TRUE,0.898975507357122,0.90094049297541,0.915193828054763
"Vitvi19g04531",TRUE,0.894493850965706,0.87696693407153,0.901369309573741
"Vitvi19g04532",FALSE,0.878701900626378,0.858147476331649,0.882915208961778
"Vitvi19g04533",TRUE,0.888841361901009,0.885525241676464,0.898338343463303
"Vitvi19g04541",FALSE,0.767209224926404,0.752447120139047,0.811301352449599
"Vitvi19g04542",FALSE,0.768992463785244,0.899570356456865,0.918490519616049
"Vitvi19g04543",FALSE,0.715579946684947,0.722118406417929,0.737818253496583
"Vitvi19g01577",FALSE,0.90962733845489,0.918747759152828,0.927459788779338
"Vitvi19g04544",FALSE,0.331508097765912,0.360622096994788,0.370745089748555
"Vitvi19g01578",FALSE,0.7370662952558,0.735011461881206,0.74366746494181
"Vitvi19g02278",TRUE,0.483654040693638,0.475804695644614,0.47725007413556
"Vitvi19g02279",FALSE,0.947261264135237,0.956615946057007,0.949406392117737
"Vitvi19g04545",FALSE,0.549254247844957,0.536073708292749,0.592479660457098
"Vitvi19g04546",FALSE,0.417943019697456,0.40263901947928,0.418744351514198
"Vitvi19g04547",FALSE,0.37681054824325,0.325592833191833,0.382430062284486
