"matrix","grouping","level","n","method","r","slope"
"sizeFactor_CB_mod","condition","Rpv12.24",3,"spearman",-0.541934365937024,-0.0665678293042146
"sizeFactor_CB_mod","condition","Rpv12.6",3,"spearman",-0.506097616775477,-0.0869392583462708
"sizeFactor_CB_mod","condition","Susceptible.0",3,"spearman",-0.558935211747056,-0.113403750002371
"sizeFactor_CB_mod","condition","Susceptible.24",3,"spearman",-0.464696238714601,-0.125936540604337
"sizeFactor_CB_mod","condition","Susceptible.6",3,"spearman",-0.612061559938088,-0.0672890563181602
"sizeFactor_CB_mod","condition","GLOBAL",36,"pearson",-0.357981427590317,-0.16244816043464
"sizeFactor_CB_mod","condition","Rpv12.0",3,"pearson",-0.460521106253542,-0.0802744132676259
"sizeFactor_CB_mod","condition","Rpv12.1.0",3,"pearson",-0.447146515778677,-0.0818357561557451
"sizeFactor_CB_mod","condition","Rpv12.1.24",3,"pearson",-0.283416944909383,-0.103636345533952
"sizeFactor_CB_mod","condition","Rpv12.1.3.0",3,"pearson",-0.397848513506649,-0.0866178616961027
"sizeFactor_CB_mod","condition","Rpv12.1.3.24",3,"pearson",-0.365143218448713,-0.0720485314959691
"sizeFactor_CB_mod","condition","Rpv12.1.3.6",3,"pearson",-0.342463236379456,-0.0982804709812711
"sizeFactor_CB_mod","condition","Rpv12.1.6",3,"pearson",-0.31395642222536,-0.0819194540036034
"sizeFactor_CB_mod","condition","Rpv12.24",3,"pearson",-0.506838310703747,-0.0665678293042146
"sizeFactor_CB_mod","condition","Rpv12.6",3,"pearson",-0.328371813422148,-0.0869392583462708
"sizeFactor_CB_mod","condition","Susceptible.0",3,"pearson",-0.345269294047451,-0.113403750002371
"sizeFactor_CB_mod","condition","Susceptible.24",3,"pearson",-0.269574507006955,-0.125936540604337
"sizeFactor_CB_mod","condition","Susceptible.6",3,"pearson",-0.526170017742231,-0.0672890563181602
"sizeFactor_CB_mod","myTime","GLOBAL",36,"spearman",-0.681118617753146,-0.16244816043464
"sizeFactor_CB_mod","myTime","0",12,"spearman",-0.622377057602553,-0.158760247477231
"sizeFactor_CB_mod","myTime","6",12,"spearman",-0.691915105763246,-0.146864242986806
"sizeFactor_CB_mod","myTime","24",12,"spearman",-0.672825246144466,-0.16617917177637
"sizeFactor_CB_mod","myTime","GLOBAL",36,"pearson",-0.357981427590317,-0.16244816043464
"sizeFactor_CB_mod","myTime","0",12,"pearson",-0.279834428645479,-0.158760247477231
"sizeFactor_CB_mod","myTime","6",12,"pearson",-0.366854053823453,-0.146864242986806
"sizeFactor_CB_mod","myTime","24",12,"pearson",-0.361304399265942,-0.16617917177637
"sizeFactor_CB_mod","myResistance","GLOBAL",36,"spearman",-0.681118617753146,-0.16244816043464
"sizeFactor_CB_mod","myResistance","Rpv1",9,"spearman",-0.58926233683378,-0.128302402346935
"sizeFactor_CB_mod","myResistance","Rpv1.12",9,"spearman",-0.573054206251712,-0.0995653075417927
"sizeFactor_CB_mod","myResistance","Rpv1.12.3",9,"spearman",-0.659030336435072,-0.0960009870154459
"sizeFactor_CB_mod","myResistance","Susceptible",9,"spearman",-0.649212420459375,-0.115918056266349
"sizeFactor_CB_mod","myResistance","GLOBAL",36,"pearson",-0.357981427590317,-0.16244816043464
"sizeFactor_CB_mod","myResistance","Rpv1",9,"pearson",-0.31884417075432,-0.128302402346935
"sizeFactor_CB_mod","myResistance","Rpv1.12",9,"pearson",-0.294438713031162,-0.0995653075417927
"sizeFactor_CB_mod","myResistance","Rpv1.12.3",9,"pearson",-0.482918544498487,-0.0960009870154459
"sizeFactor_CB_mod","myResistance","Susceptible",9,"pearson",-0.395402753259848,-0.115918056266349
"rlog_blind_CB","condition","GLOBAL",36,"spearman",-0.030418865689971,-0.00132675104889746
"rlog_blind_CB","condition","Rpv12.0",3,"spearman",-0.0529870418012847,-0.00113990958074017
"rlog_blind_CB","condition","Rpv12.1.0",3,"spearman",-0.148785852810277,-0.00255132084405101
"rlog_blind_CB","condition","Rpv12.1.24",3,"spearman",-0.00823993303266743,-3.29269903379025e-05
"rlog_blind_CB","condition","Rpv12.1.3.0",3,"spearman",-0.0580102270215579,-0.00239913726769623
"rlog_blind_CB","condition","Rpv12.1.3.24",3,"spearman",-0.0904801811151538,-0.00164091523533318
"rlog_blind_CB","condition","Rpv12.1.3.6",3,"spearman",0.00733618074885458,-0.00272635094971075
"rlog_blind_CB","condition","Rpv12.1.6",3,"spearman",-0.0470545618732028,-0.001438499293451
"rlog_blind_CB","condition","Rpv12.24",3,"spearman",-0.250415986295358,-0.00180818041621144
"rlog_blind_CB","condition","Rpv12.6",3,"spearman",0.0209542076036837,0.000195714259391572
"rlog_blind_CB","condition","Susceptible.0",3,"spearman",-0.0802950672024096,-0.00146565324736006
"rlog_blind_CB","condition","Susceptible.24",3,"spearman",-0.00694239434874713,-0.000369723518916141
"rlog_blind_CB","condition","Susceptible.6",3,"spearman",-0.388190246036396,-0.00224714751172856
"rlog_blind_CB","condition","GLOBAL",36,"pearson",-0.0106453043045337,-0.00132675104889746
"rlog_blind_CB","condition","Rpv12.0",3,"pearson",-0.0580603524821879,-0.00113990958074017
"rlog_blind_CB","condition","Rpv12.1.0",3,"pearson",-0.0490120891846823,-0.00255132084405101
"rlog_blind_CB","condition","Rpv12.1.24",3,"pearson",-0.000285676504819362,-3.29269903379025e-05
"rlog_blind_CB","condition","Rpv12.1.3.0",3,"pearson",-0.0863014605948224,-0.00239913726769623
"rlog_blind_CB","condition","Rpv12.1.3.24",3,"pearson",-0.0277784305858774,-0.00164091523533318
"rlog_blind_CB","condition","Rpv12.1.3.6",3,"pearson",-0.0383097410564463,-0.00272635094971075
"rlog_blind_CB","condition","Rpv12.1.6",3,"pearson",-0.0231469133540041,-0.001438499293451
"rlog_blind_CB","condition","Rpv12.24",3,"pearson",-0.175478990675917,-0.00180818041621144
"rlog_blind_CB","condition","Rpv12.6",3,"pearson",0.00137362382675356,0.000195714259391572
"rlog_blind_CB","condition","Susceptible.0",3,"pearson",-0.0117583111359342,-0.00146565324736006
"rlog_blind_CB","condition","Susceptible.24",3,"pearson",-0.0021980129006549,-0.000369723518916141
"rlog_blind_CB","condition","Susceptible.6",3,"pearson",-0.243591286990489,-0.00224714751172856
"rlog_blind_CB","myTime","GLOBAL",36,"spearman",-0.030418865689971,-0.00132675104889746
"rlog_blind_CB","myTime","0",12,"spearman",-0.0308925657382146,0.00121108954941551
"rlog_blind_CB","myTime","6",12,"spearman",-0.0637097171579165,-0.00348642480312945
"rlog_blind_CB","myTime","24",12,"spearman",-0.0359109900988967,-0.00320261800394867
"rlog_blind_CB","myTime","GLOBAL",36,"pearson",-0.0106453043045337,-0.00132675104889746
"rlog_blind_CB","myTime","0",12,"pearson",0.00899555897892795,0.00121108954941551
"rlog_blind_CB","myTime","6",12,"pearson",-0.0303043639880216,-0.00348642480312945
"rlog_blind_CB","myTime","24",12,"pearson",-0.0224187975635068,-0.00320261800394867
"rlog_blind_CB","myResistance","GLOBAL",36,"spearman",-0.030418865689971,-0.00132675104889746
"rlog_blind_CB","myResistance","Rpv1",9,"spearman",0.0186881317574246,0.00177836778240455
"rlog_blind_CB","myResistance","Rpv1.12",9,"spearman",-0.0201614072928795,0.00120710000020415
"rlog_blind_CB","myResistance","Rpv1.12.3",9,"spearman",-0.0785240363222276,-0.00232920979091312
"rlog_blind_CB","myResistance","Susceptible",9,"spearman",-0.056754653632616,-0.00101945770123385
"rlog_blind_CB","myResistance","GLOBAL",36,"pearson",-0.0106453043045337,-0.00132675104889746
"rlog_blind_CB","myResistance","Rpv1",9,"pearson",0.0171981376232061,0.00177836778240455
"rlog_blind_CB","myResistance","Rpv1.12",9,"pearson",0.0134099638071459,0.00120710000020415
"rlog_blind_CB","myResistance","Rpv1.12.3",9,"pearson",-0.047282997995493,-0.00232920979091312
"rlog_blind_CB","myResistance","Susceptible",9,"pearson",-0.0100638979886147,-0.00101945770123385
"rlog_blind_CB_mod","condition","GLOBAL",36,"spearman",-0.0367836777576902,-0.00225664283509291
"rlog_blind_CB_mod","condition","Rpv12.0",3,"spearman",-0.0444257640027619,-0.0010448305153076
"rlog_blind_CB_mod","condition","Rpv12.1.0",3,"spearman",-0.135831534376112,-0.00242034212557555
"rlog_blind_CB_mod","condition","Rpv12.1.24",3,"spearman",-0.0130920605227627,-0.000179451925451493
"rlog_blind_CB_mod","condition","Rpv12.1.3.0",3,"spearman",-0.0541386668096635,-0.00236335705314353
"rlog_blind_CB_mod","condition","Rpv12.1.3.24",3,"spearman",-0.106368583433249,-0.00167552532408093
"rlog_blind_CB_mod","condition","Rpv12.1.3.6",3,"spearman",0.0163840829352258,-0.00280695720946607
"rlog_blind_CB_mod","condition","Rpv12.1.6",3,"spearman",-0.0476759990957116,-0.000967615000885305
"rlog_blind_CB_mod","condition","Rpv12.24",3,"spearman",-0.26137572690917,-0.00169309773689324
"rlog_blind_CB_mod","condition","Rpv12.6",3,"spearman",-0.00143916060966516,-8.53223832307456e-05
"rlog_blind_CB_mod","condition","Susceptible.0",3,"spearman",-0.106762101079296,-0.00214626997741562
"rlog_blind_CB_mod","condition","Susceptible.24",3,"spearman",0.00169765694901351,-0.00100998794410917
"rlog_blind_CB_mod","condition","Susceptible.6",3,"spearman",-0.398787235529601,-0.00209987026994021
"rlog_blind_CB_mod","condition","GLOBAL",36,"pearson",-0.0161726191810272,-0.00225664283509291
"rlog_blind_CB_mod","condition","Rpv12.0",3,"pearson",-0.0520885880510848,-0.0010448305153076
"rlog_blind_CB_mod","condition","Rpv12.1.0",3,"pearson",-0.0446279927561352,-0.00242034212557555
"rlog_blind_CB_mod","condition","Rpv12.1.24",3,"pearson",-0.00187304788380685,-0.000179451925451493
"rlog_blind_CB_mod","condition","Rpv12.1.3.0",3,"pearson",-0.0816593482502888,-0.00236335705314353
"rlog_blind_CB_mod","condition","Rpv12.1.3.24",3,"pearson",-0.0344998514988286,-0.00167552532408093
"rlog_blind_CB_mod","condition","Rpv12.1.3.6",3,"pearson",-0.0372819160258475,-0.00280695720946607
"rlog_blind_CB_mod","condition","Rpv12.1.6",3,"pearson",-0.015679287145841,-0.000967615000885305
"rlog_blind_CB_mod","condition","Rpv12.24",3,"pearson",-0.18378654906553,-0.00169309773689324
"rlog_blind_CB_mod","condition","Rpv12.6",3,"pearson",-0.000959830363152988,-8.53223832307456e-05
"rlog_blind_CB_mod","condition","Susceptible.0",3,"pearson",-0.0181616413941442,-0.00214626997741562
"rlog_blind_CB_mod","condition","Susceptible.24",3,"pearson",-0.00657772384641718,-0.00100998794410917
"rlog_blind_CB_mod","condition","Susceptible.6",3,"pearson",-0.258608350051617,-0.00209987026994021
"rlog_blind_CB_mod","myTime","GLOBAL",36,"spearman",-0.0367836777576902,-0.00225664283509291
"rlog_blind_CB_mod","myTime","0",12,"spearman",-0.0231414123494853,0.00165807758582151
"rlog_blind_CB_mod","myTime","6",12,"spearman",-0.0832212383379202,-0.0048694641833561
"rlog_blind_CB_mod","myTime","24",12,"spearman",-0.0501982288486971,-0.00447361434935787
"rlog_blind_CB_mod","myTime","GLOBAL",36,"pearson",-0.0161726191810272,-0.00225664283509291
"rlog_blind_CB_mod","myTime","0",12,"pearson",0.0101241306233495,0.00165807758582151
"rlog_blind_CB_mod","myTime","6",12,"pearson",-0.0398886389700407,-0.0048694641833561
"rlog_blind_CB_mod","myTime","24",12,"pearson",-0.0293568451301632,-0.00447361434935787
"rlog_blind_CB_mod","myResistance","GLOBAL",36,"spearman",-0.0367836777576902,-0.00225664283509291
"rlog_blind_CB_mod","myResistance","Rpv1",9,"spearman",0.016565238097794,0.00223791358700403
"rlog_blind_CB_mod","myResistance","Rpv1.12",9,"spearman",-0.000942534662391065,0.002190391991168
"rlog_blind_CB_mod","myResistance","Rpv1.12.3",9,"spearman",-0.0743722891043509,-0.00220517514786666
"rlog_blind_CB_mod","myResistance","Susceptible",9,"spearman",-0.0622026159266394,-0.00152864036623977
"rlog_blind_CB_mod","myResistance","GLOBAL",36,"pearson",-0.0161726191810272,-0.00225664283509291
"rlog_blind_CB_mod","myResistance","Rpv1",9,"pearson",0.0167281125157374,0.00223791358700403
"rlog_blind_CB_mod","myResistance","Rpv1.12",9,"pearson",0.02224951997794,0.002190391991168
"rlog_blind_CB_mod","myResistance","Rpv1.12.3",9,"pearson",-0.0481025113592406,-0.00220517514786666
"rlog_blind_CB_mod","myResistance","Susceptible",9,"pearson",-0.0152629185351184,-0.00152864036623977
"rlog_design_CB","condition","GLOBAL",36,"spearman",0.126075929707405,0.00663479620485919
"rlog_design_CB","condition","Rpv12.0",3,"spearman",0.0909577382613664,0.000714003383189476
"rlog_design_CB","condition","Rpv12.1.0",3,"spearman",-0.00476410936769796,-0.00113845105407044
"rlog_design_CB","condition","Rpv12.1.24",3,"spearman",0.114415512952926,0.00563379417749763
"rlog_design_CB","condition","Rpv12.1.3.0",3,"spearman",0.0532118669552443,-0.00149586815483852
"rlog_design_CB","condition","Rpv12.1.3.24",3,"spearman",0.050624199041932,0.000433639863581766
"rlog_design_CB","condition","Rpv12.1.3.6",3,"spearman",0.126354104340679,-0.00296877870853759
"rlog_design_CB","condition","Rpv12.1.6",3,"spearman",0.0894187029735195,0.000850507105673164
"rlog_design_CB","condition","Rpv12.24",3,"spearman",-0.100486659148477,-0.000884507636708063
"rlog_design_CB","condition","Rpv12.6",3,"spearman",0.1466123290109,0.00434377472840398
"rlog_design_CB","condition","Susceptible.0",3,"spearman",0.0548163312371703,0.00247753774809972
"rlog_design_CB","condition","Susceptible.24",3,"spearman",0.116365359273623,0.00591962173343059
"rlog_design_CB","condition","Susceptible.6",3,"spearman",-0.247915196694366,-0.00152556190233473
"rlog_design_CB","condition","GLOBAL",36,"pearson",0.0363685977925182,0.00663479620485919
"rlog_design_CB","condition","Rpv12.0",3,"pearson",0.0288786782769015,0.000714003383189476
"rlog_design_CB","condition","Rpv12.1.0",3,"pearson",-0.0275826003883467,-0.00113845105407044
"rlog_design_CB","condition","Rpv12.1.24",3,"pearson",0.0320616234431114,0.00563379417749763
"rlog_design_CB","condition","Rpv12.1.3.0",3,"pearson",-0.0384127258727043,-0.00149586815483852
"rlog_design_CB","condition","Rpv12.1.3.24",3,"pearson",0.00566811969580907,0.000433639863581766
"rlog_design_CB","condition","Rpv12.1.3.6",3,"pearson",-0.02627935123786,-0.00296877870853759
"rlog_design_CB","condition","Rpv12.1.6",3,"pearson",0.00914813622871673,0.000850507105673164
"rlog_design_CB","condition","Rpv12.24",3,"pearson",-0.0783986922920817,-0.000884507636708063
"rlog_design_CB","condition","Rpv12.6",3,"pearson",0.0275195133871563,0.00434377472840398
"rlog_design_CB","condition","Susceptible.0",3,"pearson",0.0175531325169132,0.00247753774809972
"rlog_design_CB","condition","Susceptible.24",3,"pearson",0.0262124509919468,0.00591962173343059
"rlog_design_CB","condition","Susceptible.6",3,"pearson",-0.14995928648265,-0.00152556190233473
"rlog_design_CB","myTime","GLOBAL",36,"spearman",0.126075929707405,0.00663479620485919
"rlog_design_CB","myTime","0",12,"spearman",0.125928815880168,0.0111718628922915
"rlog_design_CB","myTime","6",12,"spearman",0.0911585799908515,0.00122153751242975
"rlog_design_CB","myTime","24",12,"spearman",0.118924381255388,0.0041854907093359
"rlog_design_CB","myTime","GLOBAL",36,"pearson",0.0363685977925182,0.00663479620485919
"rlog_design_CB","myTime","0",12,"pearson",0.0555150426523263,0.0111718628922915
"rlog_design_CB","myTime","6",12,"pearson",0.00733391207783775,0.00122153751242975
"rlog_design_CB","myTime","24",12,"pearson",0.0214487662454739,0.0041854907093359
"rlog_design_CB","myResistance","GLOBAL",36,"spearman",0.126075929707405,0.00663479620485919
"rlog_design_CB","myResistance","Rpv1",9,"spearman",0.171497435247048,0.0081634105544337
"rlog_design_CB","myResistance","Rpv1.12",9,"spearman",0.136384677180874,0.00757324890350668
"rlog_design_CB","myResistance","Rpv1.12.3",9,"spearman",0.0799881847465014,-0.000860686588797417
"rlog_design_CB","myResistance","Susceptible",9,"spearman",0.110712843961707,0.00437230902782652
"rlog_design_CB","myResistance","GLOBAL",36,"pearson",0.0363685977925182,0.00663479620485919
"rlog_design_CB","myResistance","Rpv1",9,"pearson",0.0614805390870704,0.0081634105544337
"rlog_design_CB","myResistance","Rpv1.12",9,"pearson",0.0569604129925032,0.00757324890350668
"rlog_design_CB","myResistance","Rpv1.12.3",9,"pearson",-0.0120147035323989,-0.000860686588797417
"rlog_design_CB","myResistance","Susceptible",9,"pearson",0.0339301346717549,0.00437230902782652
"rlog_design_CB_mod","condition","GLOBAL",36,"spearman",0.120089519457613,0.0062965703646819
"rlog_design_CB_mod","condition","Rpv12.0",3,"spearman",0.0997832651440557,0.000831893549102803
"rlog_design_CB_mod","condition","Rpv12.1.0",3,"spearman",0.00906487211223681,-0.00099115254962147
"rlog_design_CB_mod","condition","Rpv12.1.24",3,"spearman",0.112657294101206,0.00488639653341993
"rlog_design_CB_mod","condition","Rpv12.1.3.0",3,"spearman",0.057441345415959,-0.00145078366610061
"rlog_design_CB_mod","condition","Rpv12.1.3.24",3,"spearman",0.0390073002318939,0.000121525912365197
"rlog_design_CB_mod","condition","Rpv12.1.3.6",3,"spearman",0.136590221967481,-0.00226574659754304
"rlog_design_CB_mod","condition","Rpv12.1.6",3,"spearman",0.0890377749560759,0.00161641512153346
"rlog_design_CB_mod","condition","Rpv12.24",3,"spearman",-0.111731751173775,-0.000852564729007679
"rlog_design_CB_mod","condition","Rpv12.6",3,"spearman",0.130277959822335,0.00324934391250089
"rlog_design_CB_mod","condition","Susceptible.0",3,"spearman",0.0337430019357111,0.000833236982668295
"rlog_design_CB_mod","condition","Susceptible.24",3,"spearman",0.12816143323093,0.00524939271206516
"rlog_design_CB_mod","condition","Susceptible.6",3,"spearman",-0.259526887145909,-0.00143642141948109
"rlog_design_CB_mod","condition","GLOBAL",36,"pearson",0.031495378598327,0.0062965703646819
"rlog_design_CB_mod","condition","Rpv12.0",3,"pearson",0.0327005711092353,0.000831893549102803
"rlog_design_CB_mod","condition","Rpv12.1.0",3,"pearson",-0.0220096688042755,-0.00099115254962147
"rlog_design_CB_mod","condition","Rpv12.1.24",3,"pearson",0.0327215391625278,0.00488639653341993
"rlog_design_CB_mod","condition","Rpv12.1.3.0",3,"pearson",-0.0351826495398969,-0.00145078366610061
"rlog_design_CB_mod","condition","Rpv12.1.3.24",3,"pearson",0.00192498878383149,0.000121525912365197
"rlog_design_CB_mod","condition","Rpv12.1.3.6",3,"pearson",-0.0198675554784748,-0.00226574659754304
"rlog_design_CB_mod","condition","Rpv12.1.6",3,"pearson",0.0171793517464135,0.00161641512153346
"rlog_design_CB_mod","condition","Rpv12.24",3,"pearson",-0.0858528808057156,-0.000852564729007679
"rlog_design_CB_mod","condition","Rpv12.6",3,"pearson",0.0333285149471266,0.00324934391250089
"rlog_design_CB_mod","condition","Susceptible.0",3,"pearson",0.00682923381532764,0.000833236982668295
"rlog_design_CB_mod","condition","Susceptible.24",3,"pearson",0.0253098756063846,0.00524939271206516
"rlog_design_CB_mod","condition","Susceptible.6",3,"pearson",-0.161126782802331,-0.00143642141948109
"rlog_design_CB_mod","myTime","GLOBAL",36,"spearman",0.120089519457613,0.0062965703646819
"rlog_design_CB_mod","myTime","0",12,"spearman",0.131584103301355,0.0140029089417987
"rlog_design_CB_mod","myTime","6",12,"spearman",0.0740443880902748,-0.00041543303712095
"rlog_design_CB_mod","myTime","24",12,"spearman",0.106051679310292,0.00249461075470848
"rlog_design_CB_mod","myTime","GLOBAL",36,"pearson",0.031495378598327,0.0062965703646819
"rlog_design_CB_mod","myTime","0",12,"pearson",0.0576265544970129,0.0140029089417987
"rlog_design_CB_mod","myTime","6",12,"pearson",-0.00244443849479095,-0.00041543303712095
"rlog_design_CB_mod","myTime","24",12,"pearson",0.0123521352977994,0.00249461075470848
"rlog_design_CB_mod","myResistance","GLOBAL",36,"spearman",0.120089519457613,0.0062965703646819
"rlog_design_CB_mod","myResistance","Rpv1",9,"spearman",0.167680864311918,0.0100223009150075
"rlog_design_CB_mod","myResistance","Rpv1.12",9,"spearman",0.154346414183518,0.00954417734679991
"rlog_design_CB_mod","myResistance","Rpv1.12.3",9,"spearman",0.0854487535070607,-0.000559671672814551
"rlog_design_CB_mod","myResistance","Susceptible",9,"spearman",0.107261997178007,0.00333344516858514
"rlog_design_CB_mod","myResistance","GLOBAL",36,"pearson",0.031495378598327,0.0062965703646819
"rlog_design_CB_mod","myResistance","Rpv1",9,"pearson",0.0583481485102142,0.0100223009150075
"rlog_design_CB_mod","myResistance","Rpv1.12",9,"pearson",0.0654503610867803,0.00954417734679991
"rlog_design_CB_mod","myResistance","Rpv1.12.3",9,"pearson",-0.00841651800441811,-0.000559671672814551
"rlog_design_CB_mod","myResistance","Susceptible",9,"pearson",0.0272641888918705,0.00333344516858514
"vst_blind_CB","condition","GLOBAL",36,"spearman",-0.0605298664749059,0.00247900385964126
"vst_blind_CB","condition","Rpv12.0",3,"spearman",-0.081662193347097,-0.00301448419501423
"vst_blind_CB","condition","Rpv12.1.0",3,"spearman",-0.181878025638797,-0.00597845158044068
"vst_blind_CB","condition","Rpv12.1.24",3,"spearman",-0.0274296268351618,0.00211600043971006
"vst_blind_CB","condition","Rpv12.1.3.0",3,"spearman",-0.0906471531742006,-0.00706006474505752
"vst_blind_CB","condition","Rpv12.1.3.24",3,"spearman",-0.138128915512534,-0.00263245069307793
"vst_blind_CB","condition","Rpv12.1.3.6",3,"spearman",-0.0322209147286193,-0.00813623197662513
"vst_blind_CB","condition","Rpv12.1.6",3,"spearman",-0.0915946341962153,-0.00338667578721348
"vst_blind_CB","condition","Rpv12.24",3,"spearman",-0.298428515011627,-0.00534035230937704
"vst_blind_CB","condition","Rpv12.6",3,"spearman",-0.000548527631240724,0.0024549999076039
"vst_blind_CB","condition","Susceptible.0",3,"spearman",-0.122895938127893,-0.00362233795962879
"vst_blind_CB","condition","Susceptible.24",3,"spearman",-0.0278330722517629,0.00389226548898738
"vst_blind_CB","condition","Susceptible.6",3,"spearman",-0.433301058289065,-0.00653122405525934
"vst_blind_CB","condition","GLOBAL",36,"pearson",0.0107442991109494,0.00247900385964126
"vst_blind_CB","condition","Rpv12.0",3,"pearson",-0.0796457716680386,-0.00301448419501423
"vst_blind_CB","condition","Rpv12.1.0",3,"pearson",-0.134440208175117,-0.00597845158044068
"vst_blind_CB","condition","Rpv12.1.24",3,"pearson",0.00928847607278052,0.00211600043971006
"vst_blind_CB","condition","Rpv12.1.3.0",3,"pearson",-0.148852057595383,-0.00706006474505752
"vst_blind_CB","condition","Rpv12.1.3.24",3,"pearson",-0.0275166051242094,-0.00263245069307793
"vst_blind_CB","condition","Rpv12.1.3.6",3,"pearson",-0.0593034529776092,-0.00813623197662513
"vst_blind_CB","condition","Rpv12.1.6",3,"pearson",-0.0299409636544467,-0.00338667578721348
"vst_blind_CB","condition","Rpv12.24",3,"pearson",-0.293951185325283,-0.00534035230937704
"vst_blind_CB","condition","Rpv12.6",3,"pearson",0.0133838274449912,0.0024549999076039
"vst_blind_CB","condition","Susceptible.0",3,"pearson",-0.0207665205601854,-0.00362233795962879
"vst_blind_CB","condition","Susceptible.24",3,"pearson",0.0132760647836902,0.00389226548898738
"vst_blind_CB","condition","Susceptible.6",3,"pearson",-0.38413758664964,-0.00653122405525934
"vst_blind_CB","myTime","GLOBAL",36,"spearman",-0.0605298664749059,0.00247900385964126
"vst_blind_CB","myTime","0",12,"spearman",-0.0626198743112839,0.00971564047395375
"vst_blind_CB","myTime","6",12,"spearman",-0.12311186667572,-0.00539674744416305
"vst_blind_CB","myTime","24",12,"spearman",-0.0646641760581495,-0.00161474712334225
"vst_blind_CB","myTime","GLOBAL",36,"pearson",0.0107442991109494,0.00247900385964126
"vst_blind_CB","myTime","0",12,"pearson",0.0373544043499775,0.00971564047395375
"vst_blind_CB","myTime","6",12,"pearson",-0.0271842225993456,-0.00539674744416305
"vst_blind_CB","myTime","24",12,"pearson",-0.00653729381349969,-0.00161474712334225
"vst_blind_CB","myResistance","GLOBAL",36,"spearman",-0.0605298664749059,0.00247900385964126
"vst_blind_CB","myResistance","Rpv1",9,"spearman",0.00149668695726435,0.00749107884893619
"vst_blind_CB","myResistance","Rpv1.12",9,"spearman",-0.0434984229090425,0.00672432527401713
"vst_blind_CB","myResistance","Rpv1.12.3",9,"spearman",-0.141837524763974,-0.00561139533466471
"vst_blind_CB","myResistance","Susceptible",9,"spearman",-0.0988310507671961,0.000790178649941376
"vst_blind_CB","myResistance","GLOBAL",36,"pearson",0.0107442991109494,0.00247900385964126
"vst_blind_CB","myResistance","Rpv1",9,"pearson",0.0437438146110067,0.00749107884893619
"vst_blind_CB","myResistance","Rpv1.12",9,"pearson",0.0390312913614669,0.00672432527401713
"vst_blind_CB","myResistance","Rpv1.12.3",9,"pearson",-0.0643885388453361,-0.00561139533466471
"vst_blind_CB","myResistance","Susceptible",9,"pearson",0.00481455856990081,0.000790178649941376
"vst_blind_CB_mod","condition","GLOBAL",36,"spearman",-0.0648000421647019,0.00154784304256334
"vst_blind_CB_mod","condition","Rpv12.0",3,"spearman",-0.0761799585769693,-0.00285818665304445
"vst_blind_CB_mod","condition","Rpv12.1.0",3,"spearman",-0.169819600743943,-0.00587090782395956
"vst_blind_CB_mod","condition","Rpv12.1.24",3,"spearman",-0.0292313324676494,0.0019254720837236
"vst_blind_CB_mod","condition","Rpv12.1.3.0",3,"spearman",-0.0898116318819803,-0.00713205841081557
"vst_blind_CB_mod","condition","Rpv12.1.3.24",3,"spearman",-0.153978266390846,-0.00302108056720773
"vst_blind_CB_mod","condition","Rpv12.1.3.6",3,"spearman",-0.0158959807840109,-0.0076076837697868
"vst_blind_CB_mod","condition","Rpv12.1.6",3,"spearman",-0.0887120889293681,-0.00210237470080424
"vst_blind_CB_mod","condition","Rpv12.24",3,"spearman",-0.308075606942795,-0.00497027839076621
"vst_blind_CB_mod","condition","Rpv12.6",3,"spearman",-0.0242252088850611,0.00131418529443607
"vst_blind_CB_mod","condition","Susceptible.0",3,"spearman",-0.149269650714842,-0.00508197769265995
"vst_blind_CB_mod","condition","Susceptible.24",3,"spearman",-0.016972688237573,0.00313077787687157
"vst_blind_CB_mod","condition","Susceptible.6",3,"spearman",-0.441036999583381,-0.00606842382375202
"vst_blind_CB_mod","condition","GLOBAL",36,"pearson",0.00620007787647768,0.00154784304256334
"vst_blind_CB_mod","condition","Rpv12.0",3,"pearson",-0.0738679191826559,-0.00285818665304445
"vst_blind_CB_mod","condition","Rpv12.1.0",3,"pearson",-0.120843587854424,-0.00587090782395956
"vst_blind_CB_mod","condition","Rpv12.1.24",3,"pearson",0.0101765478934479,0.0019254720837236
"vst_blind_CB_mod","condition","Rpv12.1.3.0",3,"pearson",-0.1424575833309,-0.00713205841081557
"vst_blind_CB_mod","condition","Rpv12.1.3.24",3,"pearson",-0.0386751837089575,-0.00302108056720773
"vst_blind_CB_mod","condition","Rpv12.1.3.6",3,"pearson",-0.053928955609107,-0.0076076837697868
"vst_blind_CB_mod","condition","Rpv12.1.6",3,"pearson",-0.0182339895810882,-0.00210237470080424
"vst_blind_CB_mod","condition","Rpv12.24",3,"pearson",-0.304015343464855,-0.00497027839076621
"vst_blind_CB_mod","condition","Rpv12.6",3,"pearson",0.011106955761008,0.00131418529443607
"vst_blind_CB_mod","condition","Susceptible.0",3,"pearson",-0.0350782170768301,-0.00508197769265995
"vst_blind_CB_mod","condition","Susceptible.24",3,"pearson",0.0118651552633934,0.00313077787687157
"vst_blind_CB_mod","condition","Susceptible.6",3,"pearson",-0.396203352158361,-0.00606842382375202
"vst_blind_CB_mod","myTime","GLOBAL",36,"spearman",-0.0648000421647019,0.00154784304256334
