"set","gene","mean_within_condition_variance","median_within_condition_variance"
"Shared","Vitvi10g01615",0.76822539283054,0.219057171691571
"Shared","Vitvi10g00082",0.549629125075109,0.156485464574281
"Shared","Vitvi10g00100",3.84128400853599,1.29010150074751
"Shared","Vitvi10g04028",0.108515095558886,0.0472365073556056
"Shared","Vitvi10g04029",0.048987458402364,0.0256797236413202
"Shared","Vitvi10g00131",0.360512534349261,0.0766728938305906
"Shared","Vitvi10g04054",0.338192352280331,0.188786497262142
"Shared","Vitvi10g04085",0.168790133261569,0.100630694150513
"Shared","Vitvi10g00213",0.230153758519538,0.126623145281073
"Shared","Vitvi10g04132",0.0912553836754219,0.0229267281276581
"Shared","Vitvi10g04216",0.521143981906624,0.237762750980417
"Shared","Vitvi10g01760",0.156130762144153,0.11474316982951
"Shared","Vitvi10g00436",1.45868243603089,0.735611752267735
"Shared","Vitvi10g04289",2.44961701437568,0.412061560799198
"Shared","Vitvi10g04292",2.70811555855896,0.752876262386732
"Shared","Vitvi10g00451",0.343784173595835,0.104284734072858
"Shared","Vitvi10g00414",0.826413929852047,0.257531906541483
"Shared","Vitvi10g02256",0.757250470544282,0.20210946365512
"Shared","Vitvi10g00503",1.45799256608594,0.554711988769054
"Shared","Vitvi10g00523",2.17246822060903,0.25151676774012
"Shared","Vitvi10g00564",0.255952952939779,0.0766862789089154
"Shared","Vitvi10g04372",0.32422039295416,0.162722900946468
"Shared","Vitvi10g04435",0.456868819747095,0.0733378988071435
"Shared","Vitvi10g00811",0.3626336318121,0.0947315135564562
"Shared","Vitvi10g04437",0.117361914661741,0.0832888053771184
"Shared","Vitvi10g01880",0.763685372400059,0.290416931627419
"Shared","Vitvi10g00870",0.879403564664791,0.207583727148633
"Shared","Vitvi10g00879",0.366164606385223,0.242914563687353
"Shared","Vitvi10g00905",0.83032058020788,0.280249534167428
