"gene","historical_3553","new_min_FDR","new_max_abs_log2FC","FDR_percentile","absLFC_percentile"
"Vitvi00g04188",FALSE,0.741656928587003,0.111187736915845,0.938782528946463,0.931254537811915
"Vitvi00g04190",FALSE,Inf,0.125214512342098,0.970728724827085,0.926974664679583
"Vitvi00g04199",FALSE,Inf,0.033997288732593,0.970728724827085,0.978791700103176
"Vitvi00g04213",FALSE,0.0199466143507781,1.07284827198016,0.585501929764225,0.347242921013413
"Vitvi00g04231",FALSE,0.00302788247254865,6.60042467798651,0.40024456417899,0.0249531888876151
"Vitvi00g04233",FALSE,0.0655291408378367,0.624997675278262,0.724712446023921,0.55749168863923
"Vitvi00g04234",FALSE,Inf,0.0255929665192978,0.970728724827085,0.988994611945432
"Vitvi00g04236",TRUE,0.011424941376127,1.3080207805498,0.52439909816959,0.288585731208682
"Vitvi00g04242",FALSE,0.230017219786089,0.520815508986469,0.866827161909129,0.64007031220146
"Vitvi00g04243",FALSE,0.122785760216731,0.33089325007436,0.799380946921931,0.810386334976499
"Vitvi00g04245",FALSE,1.07068695915123e-05,1.12527597320522,0.137127899422981,0.331346249379036
"Vitvi00g04247",FALSE,0.132153674552743,0.493124858366285,0.807329282739119,0.662348580381367
"Vitvi00g04248",FALSE,0.376415709788644,0.130310932886189,0.908555924949368,0.925140433337155
"Vitvi00g04249",FALSE,0.00210326535784047,5.92486657609147,0.372387175665864,0.0330925904696397
"Vitvi00g04250",TRUE,2.71122734088909e-07,1.90705803572325,0.080438686996064,0.197944132370362
"Vitvi00g04251",FALSE,0.00121684261527275,5.96277329397876,0.33352439909817,0.0329015247048034
"Vitvi00g04252",FALSE,1.49808888691214e-06,4.3669378964479,0.102430356528717,0.0608353395238641
"Vitvi00g04262",FALSE,Inf,0.0484148451230624,0.970728724827085,0.962168978562421
"Vitvi00g04265",FALSE,Inf,0.168189699357278,0.970728724827085,0.910504795750697
"Vitvi00g04266",FALSE,Inf,0.0387417308768568,0.970728724827085,0.97233367725171
"Vitvi00g04268",FALSE,0.114349402956553,0.634435667062537,0.790362642821659,0.551033665787764
"Vitvi00g04273",FALSE,0.117130870414428,0.484474401889741,0.793228629294203,0.669303374221407
"Vitvi00g04274",TRUE,2.47683912846598e-10,2.29860141339696,0.0364171347777905,0.158393519049257
"Vitvi00g04275",TRUE,1.44652609175046e-11,3.18060490533292,0.0283923726546677,0.0988192135733119
"Vitvi00g04279",FALSE,0.193545077436225,0.60068558445174,0.848656807673201,0.575604723145707
"Vitvi00g04280",FALSE,0.00807920015958465,3.19173318788927,0.489013718521915,0.0982460162788032
"Vitvi00g04282",FALSE,0.0987272807710928,0.596681991919603,0.773319576598265,0.578967480606825
"Vitvi00g04283",FALSE,0.0406344939144337,0.981168261229891,0.667965913867553,0.376399556727426
"Vitvi00g04284",FALSE,0.00125559465374119,0.749124761243435,0.335358630440598,0.477014788490198
"Vitvi00g04286",FALSE,0.145952127579677,0.482555053811904,0.818678589170392,0.671366884481639
"Vitvi00g04287",FALSE,0.28275175086352,0.294369071503129,0.885666246321984,0.839504757537544
