"gene","bio1_0_mock","bio1_120_mock","bio1_12_mock","bio1_12_inoculated","bio1_24_mock","bio1_24_inoculated","bio1_48_mock","bio1_48_inoculated","bio1_96_mock","bio1_96_inoculated","bio2_0_mock","bio2_120_mock","bio2_12_mock","bio2_12_inoculated","bio2_24_mock","bio2_24_inoculated","bio2_48_mock","bio2_48_inoculated","bio2_96_mock","bio2_96_inoculated","bio3_0_mock","bio3_12_mock","bio3_12_inoculated","bio3_24_mock","bio3_24_inoculated","bio3_48_mock","bio3_48_inoculated","bio3_96_mock","bio3_96_inoculated"
"Vitvi01g00008",3.50139205391611,3.35255349414232,3.17114136958029,3.16559303411388,3.32683759237901,3.613898408611,3.18770471295285,3.61909028729678,3.02270591976708,3.07698268691276,3.33953301844208,3.37154034508772,2.75545764943455,3.22054742806232,2.97921341936672,3.09800739107215,3.34623029374977,3.0423344945166,2.5043607597799,3.24703032583831,3.19816796534258,2.98169400623991,2.9260646285613,2.99869776055153,2.65581395515048,3.14375012405941,3.45519607637159,3.11345717274865,3.09356574673837
"Vitvi01g00011",2.68648974690394,3.4424276066984,3.16675938610404,2.39168293525241,3.03494136392243,2.75422847128395,3.16267796063178,2.85858033459508,3.4341572880899,3.012358783464,2.66294193712726,2.85044698472206,2.70133731540805,2.41475981596937,2.3446853155653,3.07267734257811,3.4837864853053,3.15663001996913,2.99471427123483,2.57248247934278,2.31812765647557,2.80039517345798,2.45874279135242,3.25067857860731,3.1812972275324,3.06769189095028,3.15304067971232,3.05245129594288,2.5630433720893
"Vitvi01g00012",5.96629328049806,5.3595782230876,6.12712590364706,5.96254273358141,5.96812927480005,6.35972812839452,7.76163530403123,7.82529284134275,6.35033901121837,5.96703662145995,5.95656573920789,5.9158551697477,5.37049008246503,6.0710987863261,5.43747036934017,6.03965961857382,7.59118000768722,7.14786967897955,6.59512195222097,6.10400508981214,6.15127087211989,5.11196599691229,5.32124872506077,6.28083082434475,5.96764450079809,7.5428656722926,6.16021156962537,6.45251501393557,6.17515552233283
"Vitvi01g01837",9.11692726648988,8.70370104146027,8.85227502078884,8.87123535787539,9.19868078395143,9.18947849255759,8.98730086466645,9.43452304934185,8.8528665426841,8.20821200762049,8.82765859909101,8.57866870193266,8.22366281422417,8.56912382863645,8.85411222554319,8.90647175520143,8.97764538141233,8.98133540727391,8.47712899779047,8.21621912791398,8.73386520613978,7.79228336385848,8.07148790494681,8.99590997754095,8.81559406982432,8.81594041156956,8.63882921129765,8.5472210429087,8.23380460516154
"Vitvi01g00014",7.48716172406772,7.99619613391962,7.47352034537635,7.518160449833,7.6232680505507,7.62964878784585,7.80958390814,7.88506254357265,7.93013257801347,7.56986492897145,7.65230593234904,8.03552136936683,7.85758115943607,7.72693574586055,8.03149877274509,7.94956817793216,8.12874441504632,7.99977552987684,8.21934250370262,7.66756288515912,7.96610954838939,7.77566762961596,7.75163219525982,7.90096570452976,7.84565352854573,8.00836222732435,7.94984342236191,7.87675380668464,7.72757692560748
"Vitvi01g01838",9.85989604568066,9.2939750995431,9.840741218655,10.0197609987019,9.59390597892743,9.80667113550488,9.67595148418001,9.70688089125692,9.2794429667652,9.42219937543236,9.90224738387807,9.74138339881199,9.80301192035915,9.92827683032506,9.80249153822052,9.74835723678502,9.57640660572796,9.90648433058719,9.53387351023769,9.52424358282743,9.68772056226006,9.91206678257342,10.0664237297871,9.69049633177217,9.83885091912237,9.82254693347069,10.1949128760409,9.37400677490863,9.60610000486292
"Vitvi01g00015",-0.185008766012097,-0.34415739321193,-0.357522845497659,-0.353869295966591,-0.101524160164267,-0.348322904209213,-0.334644463855053,-0.329927780779856,-0.346810329206196,-0.148379163275124,-0.059181349334978,-0.343406791432401,-0.350920608936256,-0.352072474307056,-0.33712935537223,-0.348405432553336,-0.349138371955162,-0.16041982408506,-0.342815915753888,-0.339079835015756,0.0852746993510191,-0.336969813273905,-0.00477047763934108,-0.0286254203485236,-0.347650098948668,-0.348590601370713,-0.0580072247793106,-0.135545058241334,-0.339886156475855
"Vitvi01g00023",9.96170055810883,9.53632633711008,9.86144809031704,9.83254874691825,9.62455518573134,9.62830046454481,9.78905854701216,9.54868462715991,9.55421647378549,9.70773168784746,9.97955803462161,9.68099074508911,9.79181219509409,9.84912497477317,9.66313731593506,9.54708291918759,9.57363693662546,9.6317686695271,9.69399955319795,9.7151639063923,9.91587020417506,9.98689267790794,9.75330986403299,9.54650252794757,9.618083022045,9.69599398261503,9.82976341361749,9.56023610996357,9.54723106666722
"Vitvi01g00024",8.70254456333048,8.79553101777831,8.98989420181209,8.78101013104182,8.78233592498825,8.57832788888526,8.61161885356055,8.4346609412278,8.90311777267187,8.74606102724216,8.63784991580942,8.80530185326859,8.5231556521299,8.70548886988338,8.56800070417847,8.54078663561561,8.58105867065959,8.43766836207494,8.80965541429002,8.81893905480153,8.72405411232191,8.8730028530106,8.67011489414439,8.56435923949318,8.42029570237697,8.80095442654001,8.3592479199273,8.93109151051523,8.76564461678162
"Vitvi01g00025",8.30795589209394,8.32346082974824,8.3751322588353,8.35260277687658,7.97554534566184,8.13481060156864,7.87987467489735,7.99933733718268,8.24772068320902,7.91963312058788,8.27874890763503,8.40866003365838,8.30656168713919,8.33194997924859,8.16037518285658,8.13684805357806,8.08478955513732,8.09881854886949,8.29834039361784,7.8717710580195,8.53862817482425,8.09802523390854,8.35547621487429,8.18646317734978,8.15692624765992,8.26276580568311,8.09192572775353,8.11819101868765,8.1885865658893
"Vitvi01g00026",9.66863937847259,10.553820072199,9.62786449803827,9.5745082919229,9.75554382333353,9.72738937535957,9.92923266410185,10.1194302019504,10.5812658906429,10.7701979947878,9.67636526595581,10.5154226817128,9.19830799749989,9.65356613085388,9.70869477196226,9.88731339906036,9.87595743240209,9.84556812611166,10.593979318963,10.806928029403,9.92069264003599,9.13082004389848,9.34984503914871,9.63521511555868,9.77081631135643,9.81699885584545,9.82823257050502,10.6072508336684,10.6991214626117
