anchor,anchor_label,partner
Vitvi01g01751,FERONIA,Vitvi01g01852
Vitvi01g01751,FERONIA,Vitvi01g02242
Vitvi01g01751,FERONIA,Vitvi01g04018
Vitvi01g01751,FERONIA,Vitvi02g04134
Vitvi01g01751,FERONIA,Vitvi02g04135
Vitvi01g01751,FERONIA,Vitvi03g01013
Vitvi01g01751,FERONIA,Vitvi03g01544
Vitvi01g01751,FERONIA,Vitvi03g01799
Vitvi01g01751,FERONIA,Vitvi03g01800
Vitvi01g01751,FERONIA,Vitvi03g01822
Vitvi01g01751,FERONIA,Vitvi03g04051
Vitvi01g01751,FERONIA,Vitvi03g04053
Vitvi01g01751,FERONIA,Vitvi03g04147
Vitvi01g01751,FERONIA,Vitvi03g04173
Vitvi01g01751,FERONIA,Vitvi03g04460
Vitvi01g01751,FERONIA,Vitvi04g04006
Vitvi01g01751,FERONIA,Vitvi04g04009
Vitvi01g01751,FERONIA,Vitvi05g00035
Vitvi01g01751,FERONIA,Vitvi05g01991
Vitvi01g01751,FERONIA,Vitvi05g02082
Vitvi01g01751,FERONIA,Vitvi05g02146
Vitvi01g01751,FERONIA,Vitvi05g02234
Vitvi01g01751,FERONIA,Vitvi05g04156
Vitvi01g01751,FERONIA,Vitvi05g04377
Vitvi01g01751,FERONIA,Vitvi05g04411
Vitvi01g01751,FERONIA,Vitvi05g04477
Vitvi01g01751,FERONIA,Vitvi05g04478
Vitvi01g01751,FERONIA,Vitvi05g04481
Vitvi01g01751,FERONIA,Vitvi05g04487
Vitvi01g01751,FERONIA,Vitvi05g04493
Vitvi01g01751,FERONIA,Vitvi05g04494
Vitvi01g01751,FERONIA,Vitvi07g00890
Vitvi01g01751,FERONIA,Vitvi07g02000
Vitvi01g01751,FERONIA,Vitvi07g02323
Vitvi01g01751,FERONIA,Vitvi07g02608
Vitvi01g01751,FERONIA,Vitvi07g02979
Vitvi01g01751,FERONIA,Vitvi08g01099
Vitvi01g01751,FERONIA,Vitvi08g01235
Vitvi01g01751,FERONIA,Vitvi08g04099
Vitvi01g01751,FERONIA,Vitvi08g04284
Vitvi01g01751,FERONIA,Vitvi09g01309
Vitvi01g01751,FERONIA,Vitvi09g01949
Vitvi01g01751,FERONIA,Vitvi09g01992
Vitvi01g01751,FERONIA,Vitvi09g04290
Vitvi01g01751,FERONIA,Vitvi09g04307
Vitvi01g01751,FERONIA,Vitvi09g04308
Vitvi01g01751,FERONIA,Vitvi10g00017
Vitvi01g01751,FERONIA,Vitvi10g00752
Vitvi01g01751,FERONIA,Vitvi10g00977
Vitvi01g01751,FERONIA,Vitvi10g01155
Vitvi01g01751,FERONIA,Vitvi10g01952
Vitvi01g01751,FERONIA,Vitvi10g02145
Vitvi01g01751,FERONIA,Vitvi10g02300
Vitvi01g01751,FERONIA,Vitvi10g04043
Vitvi01g01751,FERONIA,Vitvi10g04060
Vitvi01g01751,FERONIA,Vitvi10g04132
Vitvi01g01751,FERONIA,Vitvi10g04166
Vitvi01g01751,FERONIA,Vitvi10g04168
Vitvi01g01751,FERONIA,Vitvi10g04169
Vitvi01g01751,FERONIA,Vitvi10g04212
Vitvi01g01751,FERONIA,Vitvi10g04621
Vitvi01g01751,FERONIA,Vitvi12g00283
Vitvi01g01751,FERONIA,Vitvi12g00401
Vitvi01g01751,FERONIA,Vitvi12g01776
Vitvi01g01751,FERONIA,Vitvi12g01809
Vitvi01g01751,FERONIA,Vitvi12g02066
Vitvi01g01751,FERONIA,Vitvi12g02101
Vitvi01g01751,FERONIA,Vitvi12g02701
Vitvi01g01751,FERONIA,Vitvi12g02705
Vitvi01g01751,FERONIA,Vitvi12g02735
Vitvi01g01751,FERONIA,Vitvi12g02753
Vitvi01g01751,FERONIA,Vitvi12g04288
Vitvi01g01751,FERONIA,Vitvi12g04563
Vitvi01g01751,FERONIA,Vitvi12g04564
Vitvi01g01751,FERONIA,Vitvi12g04626
Vitvi01g01751,FERONIA,Vitvi12g04630
Vitvi01g01751,FERONIA,Vitvi13g00751
Vitvi01g01751,FERONIA,Vitvi13g01200
Vitvi01g01751,FERONIA,Vitvi13g02589
Vitvi01g01751,FERONIA,Vitvi13g04231
Vitvi01g01751,FERONIA,Vitvi13g04233
Vitvi01g01751,FERONIA,Vitvi13g04267
Vitvi01g01751,FERONIA,Vitvi14g00334
Vitvi01g01751,FERONIA,Vitvi14g00369
Vitvi01g01751,FERONIA,Vitvi14g00666
Vitvi01g01751,FERONIA,Vitvi14g01318
Vitvi01g01751,FERONIA,Vitvi14g02572
Vitvi01g01751,FERONIA,Vitvi14g02607
Vitvi01g01751,FERONIA,Vitvi14g02888
Vitvi01g01751,FERONIA,Vitvi14g04068
Vitvi01g01751,FERONIA,Vitvi14g04117
Vitvi01g01751,FERONIA,Vitvi14g04224
Vitvi01g01751,FERONIA,Vitvi14g04299
Vitvi01g01751,FERONIA,Vitvi14g04517
Vitvi01g01751,FERONIA,Vitvi15g00287
Vitvi01g01751,FERONIA,Vitvi15g01605
Vitvi01g01751,FERONIA,Vitvi15g01618
Vitvi01g01751,FERONIA,Vitvi15g04157
Vitvi01g01751,FERONIA,Vitvi15g04178
Vitvi01g01751,FERONIA,Vitvi15g04275
Vitvi01g01751,FERONIA,Vitvi15g04598
Vitvi01g01751,FERONIA,Vitvi16g00160
Vitvi01g01751,FERONIA,Vitvi16g00329
Vitvi01g01751,FERONIA,Vitvi16g01546
Vitvi01g01751,FERONIA,Vitvi16g01707
Vitvi01g01751,FERONIA,Vitvi16g04141
Vitvi01g01751,FERONIA,Vitvi16g04288
Vitvi01g01751,FERONIA,Vitvi16g04376
Vitvi01g01751,FERONIA,Vitvi17g00451
Vitvi01g01751,FERONIA,Vitvi17g01015
Vitvi18g04640,LAZ5,Vitvi00g04231
Vitvi18g04640,LAZ5,Vitvi00g04275
Vitvi18g04640,LAZ5,Vitvi00g04737
Vitvi18g04640,LAZ5,Vitvi01g00083
Vitvi18g04640,LAZ5,Vitvi01g00088
Vitvi18g04640,LAZ5,Vitvi01g01751
Vitvi18g04640,LAZ5,Vitvi01g01752
Vitvi18g04640,LAZ5,Vitvi01g01852
Vitvi18g04640,LAZ5,Vitvi01g02242
Vitvi18g04640,LAZ5,Vitvi01g04018
Vitvi18g04640,LAZ5,Vitvi02g04134
Vitvi18g04640,LAZ5,Vitvi02g04135
Vitvi18g04640,LAZ5,Vitvi03g01799
Vitvi18g04640,LAZ5,Vitvi03g01800
Vitvi18g04640,LAZ5,Vitvi03g04051
Vitvi18g04640,LAZ5,Vitvi03g04147
Vitvi18g04640,LAZ5,Vitvi03g04173
Vitvi18g04640,LAZ5,Vitvi04g04006
Vitvi18g04640,LAZ5,Vitvi04g04009
Vitvi18g04640,LAZ5,Vitvi05g00035
Vitvi18g04640,LAZ5,Vitvi05g02146
Vitvi18g04640,LAZ5,Vitvi05g02234
Vitvi18g04640,LAZ5,Vitvi05g04377
Vitvi18g04640,LAZ5,Vitvi05g04477
Vitvi18g04640,LAZ5,Vitvi05g04487
Vitvi18g04640,LAZ5,Vitvi05g04493
Vitvi18g04640,LAZ5,Vitvi05g04494
Vitvi18g04640,LAZ5,Vitvi07g00890
Vitvi18g04640,LAZ5,Vitvi07g02000
Vitvi18g04640,LAZ5,Vitvi07g02323
Vitvi18g04640,LAZ5,Vitvi07g02608
Vitvi18g04640,LAZ5,Vitvi08g01235
Vitvi18g04640,LAZ5,Vitvi08g04284
Vitvi18g04640,LAZ5,Vitvi09g01309
Vitvi18g04640,LAZ5,Vitvi09g01949
Vitvi18g04640,LAZ5,Vitvi09g01992
Vitvi18g04640,LAZ5,Vitvi09g04290
Vitvi18g04640,LAZ5,Vitvi09g04307
Vitvi18g04640,LAZ5,Vitvi09g04308
Vitvi18g04640,LAZ5,Vitvi09g04430
Vitvi18g04640,LAZ5,Vitvi10g00752
Vitvi18g04640,LAZ5,Vitvi10g00977
Vitvi18g04640,LAZ5,Vitvi10g01155
Vitvi18g04640,LAZ5,Vitvi10g01952
Vitvi18g04640,LAZ5,Vitvi10g02145
Vitvi18g04640,LAZ5,Vitvi10g02229
Vitvi18g04640,LAZ5,Vitvi10g02300
Vitvi18g04640,LAZ5,Vitvi10g04043
Vitvi18g04640,LAZ5,Vitvi10g04060
Vitvi18g04640,LAZ5,Vitvi10g04166
Vitvi18g04640,LAZ5,Vitvi10g04168
Vitvi18g04640,LAZ5,Vitvi10g04169
Vitvi18g04640,LAZ5,Vitvi10g04212
Vitvi18g04640,LAZ5,Vitvi10g04621
Vitvi18g04640,LAZ5,Vitvi12g00401
Vitvi18g04640,LAZ5,Vitvi12g01776
Vitvi18g04640,LAZ5,Vitvi12g01809
Vitvi18g04640,LAZ5,Vitvi12g02066
Vitvi18g04640,LAZ5,Vitvi12g02101
Vitvi18g04640,LAZ5,Vitvi12g02701
Vitvi18g04640,LAZ5,Vitvi12g02705
Vitvi18g04640,LAZ5,Vitvi12g02735
Vitvi18g04640,LAZ5,Vitvi12g02753
Vitvi18g04640,LAZ5,Vitvi12g04288
Vitvi18g04640,LAZ5,Vitvi12g04563
Vitvi18g04640,LAZ5,Vitvi12g04564
Vitvi18g04640,LAZ5,Vitvi12g04626
Vitvi18g04640,LAZ5,Vitvi12g04630
Vitvi18g04640,LAZ5,Vitvi13g00751
Vitvi18g04640,LAZ5,Vitvi13g01200
Vitvi18g04640,LAZ5,Vitvi13g02589
Vitvi18g04640,LAZ5,Vitvi13g04231
Vitvi18g04640,LAZ5,Vitvi13g04267
Vitvi18g04640,LAZ5,Vitvi14g00334
Vitvi18g04640,LAZ5,Vitvi14g00369
Vitvi18g04640,LAZ5,Vitvi14g00666
Vitvi18g04640,LAZ5,Vitvi14g01318
Vitvi18g04640,LAZ5,Vitvi14g02572
Vitvi18g04640,LAZ5,Vitvi14g02607
Vitvi18g04640,LAZ5,Vitvi14g02935
Vitvi18g04640,LAZ5,Vitvi14g04068
Vitvi18g04640,LAZ5,Vitvi14g04117
Vitvi18g04640,LAZ5,Vitvi14g04224
Vitvi18g04640,LAZ5,Vitvi14g04299
Vitvi18g04640,LAZ5,Vitvi14g04517
Vitvi18g04640,LAZ5,Vitvi15g01605
Vitvi18g04640,LAZ5,Vitvi15g01618
Vitvi18g04640,LAZ5,Vitvi15g04157
Vitvi18g04640,LAZ5,Vitvi15g04178
Vitvi18g04640,LAZ5,Vitvi15g04275
Vitvi18g04640,LAZ5,Vitvi15g04598
Vitvi18g04640,LAZ5,Vitvi16g00329
Vitvi18g04640,LAZ5,Vitvi16g01546
Vitvi18g04640,LAZ5,Vitvi16g01707
Vitvi18g04640,LAZ5,Vitvi16g04141
Vitvi18g04640,LAZ5,Vitvi16g04288
Vitvi18g04640,LAZ5,Vitvi16g04376
Vitvi18g04640,LAZ5,Vitvi17g00451
Vitvi18g04640,LAZ5,Vitvi17g01015
Vitvi18g04640,LAZ5,Vitvi18g00544
Vitvi18g04640,LAZ5,Vitvi18g01231
Vitvi18g04640,LAZ5,Vitvi18g01958
Vitvi18g04640,LAZ5,Vitvi18g02156
Vitvi18g04640,LAZ5,Vitvi18g04003
Vitvi18g04640,LAZ5,Vitvi18g04498
Vitvi18g04640,LAZ5,Vitvi18g04606
Vitvi18g04640,LAZ5,Vitvi18g04656
Vitvi18g04640,LAZ5,Vitvi18g04663
Vitvi18g04640,LAZ5,Vitvi18g04676
Vitvi18g04640,LAZ5,Vitvi18g04712
Vitvi18g04640,LAZ5,Vitvi19g00052
Vitvi18g04640,LAZ5,Vitvi19g04153
Vitvi18g04640,LAZ5,Vitvi19g04181
Vitvi18g04640,LAZ5,Vitvi19g04259
Vitvi19g01610,RGA4,Vitvi01g00407
Vitvi19g01610,RGA4,Vitvi01g00463
Vitvi19g01610,RGA4,Vitvi01g00467
Vitvi19g01610,RGA4,Vitvi01g00596
Vitvi19g01610,RGA4,Vitvi01g00845
Vitvi19g01610,RGA4,Vitvi01g01701
Vitvi19g01610,RGA4,Vitvi01g04052
Vitvi19g01610,RGA4,Vitvi01g04115
Vitvi19g01610,RGA4,Vitvi02g04226
Vitvi19g01610,RGA4,Vitvi03g00745
Vitvi19g01610,RGA4,Vitvi03g00752
Vitvi19g01610,RGA4,Vitvi03g01649
Vitvi19g01610,RGA4,Vitvi04g00646
Vitvi19g01610,RGA4,Vitvi04g04010
Vitvi19g01610,RGA4,Vitvi04g04011
Vitvi19g01610,RGA4,Vitvi05g04527
Vitvi19g01610,RGA4,Vitvi06g01255
Vitvi19g01610,RGA4,Vitvi06g01946
Vitvi19g01610,RGA4,Vitvi06g04118
Vitvi19g01610,RGA4,Vitvi06g04121
Vitvi19g01610,RGA4,Vitvi08g01185
Vitvi19g01610,RGA4,Vitvi08g02166
Vitvi19g01610,RGA4,Vitvi08g02238
Vitvi19g01610,RGA4,Vitvi08g02383
Vitvi19g01610,RGA4,Vitvi08g04277
Vitvi19g01610,RGA4,Vitvi09g00412
Vitvi19g01610,RGA4,Vitvi09g00570
Vitvi19g01610,RGA4,Vitvi09g00867
Vitvi19g01610,RGA4,Vitvi09g01764
Vitvi19g01610,RGA4,Vitvi09g04121
Vitvi19g01610,RGA4,Vitvi09g04122
Vitvi19g01610,RGA4,Vitvi09g04280
Vitvi19g01610,RGA4,Vitvi09g04286
Vitvi19g01610,RGA4,Vitvi10g00196
Vitvi19g01610,RGA4,Vitvi10g00984
Vitvi19g01610,RGA4,Vitvi10g04063
Vitvi19g01610,RGA4,Vitvi10g04504
Vitvi19g01610,RGA4,Vitvi11g00217
Vitvi19g01610,RGA4,Vitvi11g00286
Vitvi19g01610,RGA4,Vitvi12g00261
Vitvi19g01610,RGA4,Vitvi12g01844
Vitvi19g01610,RGA4,Vitvi12g01883
Vitvi19g01610,RGA4,Vitvi12g02160
Vitvi19g01610,RGA4,Vitvi12g02174
Vitvi19g01610,RGA4,Vitvi12g02721
Vitvi19g01610,RGA4,Vitvi12g04476
Vitvi19g01610,RGA4,Vitvi12g04477
Vitvi19g01610,RGA4,Vitvi12g04510
Vitvi19g01610,RGA4,Vitvi12g04511
Vitvi19g01610,RGA4,Vitvi12g04533
Vitvi19g01610,RGA4,Vitvi12g04583
Vitvi19g01610,RGA4,Vitvi12g04595
Vitvi19g01610,RGA4,Vitvi13g00199
Vitvi19g01610,RGA4,Vitvi13g00852
Vitvi19g01610,RGA4,Vitvi13g01468
Vitvi19g01610,RGA4,Vitvi13g01608
Vitvi19g01610,RGA4,Vitvi13g01616
Vitvi19g01610,RGA4,Vitvi13g01634
Vitvi19g01610,RGA4,Vitvi13g01638
Vitvi19g01610,RGA4,Vitvi13g01984
Vitvi19g01610,RGA4,Vitvi13g02344
Vitvi19g01610,RGA4,Vitvi13g02360
Vitvi19g01610,RGA4,Vitvi13g04177
Vitvi19g01610,RGA4,Vitvi13g04178
Vitvi19g01610,RGA4,Vitvi13g04521
Vitvi19g01610,RGA4,Vitvi13g04522
Vitvi19g01610,RGA4,Vitvi13g04528
Vitvi19g01610,RGA4,Vitvi13g04529
Vitvi19g01610,RGA4,Vitvi13g04537
Vitvi19g01610,RGA4,Vitvi13g04656
Vitvi10g04504,WAK5,Vitvi00g04868
Vitvi10g04504,WAK5,Vitvi01g00463
Vitvi10g04504,WAK5,Vitvi01g00596
Vitvi10g04504,WAK5,Vitvi01g04115
Vitvi10g04504,WAK5,Vitvi03g00752
Vitvi10g04504,WAK5,Vitvi03g01198
Vitvi10g04504,WAK5,Vitvi03g01200
Vitvi10g04504,WAK5,Vitvi03g04266
Vitvi10g04504,WAK5,Vitvi04g00644
Vitvi10g04504,WAK5,Vitvi04g00646
Vitvi10g04504,WAK5,Vitvi04g00838
Vitvi10g04504,WAK5,Vitvi04g01353
Vitvi10g04504,WAK5,Vitvi04g01555
Vitvi10g04504,WAK5,Vitvi04g01585
Vitvi10g04504,WAK5,Vitvi04g04011
Vitvi10g04504,WAK5,Vitvi04g04155
Vitvi10g04504,WAK5,Vitvi05g00604
Vitvi10g04504,WAK5,Vitvi05g04566
Vitvi10g04504,WAK5,Vitvi06g01327
Vitvi10g04504,WAK5,Vitvi06g01618
Vitvi10g04504,WAK5,Vitvi06g01667
Vitvi10g04504,WAK5,Vitvi07g00450
Vitvi10g04504,WAK5,Vitvi07g02065
Vitvi10g04504,WAK5,Vitvi08g01259
Vitvi10g04504,WAK5,Vitvi08g01572
Vitvi10g04504,WAK5,Vitvi08g02007
Vitvi10g04504,WAK5,Vitvi08g02238
Vitvi10g04504,WAK5,Vitvi08g02261
Vitvi10g04504,WAK5,Vitvi08g04277
Vitvi10g04504,WAK5,Vitvi09g00166
Vitvi10g04504,WAK5,Vitvi09g00867
Vitvi10g04504,WAK5,Vitvi09g01650
Vitvi10g04504,WAK5,Vitvi09g01736
Vitvi10g04504,WAK5,Vitvi10g00196
Vitvi10g04504,WAK5,Vitvi10g00984
Vitvi10g04504,WAK5,Vitvi10g00992
Vitvi10g04504,WAK5,Vitvi10g01612
Vitvi10g04504,WAK5,Vitvi10g04053
Vitvi10g04504,WAK5,Vitvi10g04054
Vitvi10g04504,WAK5,Vitvi10g04063
Vitvi10g04504,WAK5,Vitvi10g04085
Vitvi10g04504,WAK5,Vitvi10g04236
Vitvi10g04504,WAK5,Vitvi11g00199
Vitvi10g04504,WAK5,Vitvi11g00217
Vitvi10g04504,WAK5,Vitvi11g00286
Vitvi10g04504,WAK5,Vitvi11g00730
Vitvi10g04504,WAK5,Vitvi12g00319
Vitvi10g04504,WAK5,Vitvi12g00506
Vitvi10g04504,WAK5,Vitvi12g02721
Vitvi10g04504,WAK5,Vitvi12g04477
Vitvi10g04504,WAK5,Vitvi12g04510
Vitvi10g04504,WAK5,Vitvi13g00199
Vitvi10g04504,WAK5,Vitvi13g00275
Vitvi10g04504,WAK5,Vitvi13g00852
Vitvi10g04504,WAK5,Vitvi13g01468
Vitvi10g04504,WAK5,Vitvi13g02083
Vitvi10g04504,WAK5,Vitvi13g02354
Vitvi10g04504,WAK5,Vitvi13g02360
Vitvi10g04504,WAK5,Vitvi13g04289
Vitvi10g04504,WAK5,Vitvi13g04518
Vitvi10g04504,WAK5,Vitvi13g04519
Vitvi10g04504,WAK5,Vitvi13g04520
Vitvi10g04504,WAK5,Vitvi13g04521
Vitvi10g04504,WAK5,Vitvi13g04528
Vitvi10g04504,WAK5,Vitvi13g04529
Vitvi10g04504,WAK5,Vitvi13g04537
Vitvi10g04504,WAK5,Vitvi13g04539
Vitvi10g04504,WAK5,Vitvi13g04698
Vitvi10g04504,WAK5,Vitvi13g04706
Vitvi10g04504,WAK5,Vitvi14g00707
Vitvi10g04504,WAK5,Vitvi14g02034
Vitvi10g04504,WAK5,Vitvi14g02633
Vitvi10g04504,WAK5,Vitvi14g04632
Vitvi10g04504,WAK5,Vitvi16g01126
Vitvi10g04504,WAK5,Vitvi16g01141
Vitvi10g04504,WAK5,Vitvi16g01938
Vitvi10g04504,WAK5,Vitvi16g04388
Vitvi10g04504,WAK5,Vitvi16g04389
Vitvi10g04504,WAK5,Vitvi16g04467
Vitvi10g04504,WAK5,Vitvi16g04522
Vitvi10g04504,WAK5,Vitvi17g01499
Vitvi10g04504,WAK5,Vitvi17g01520
Vitvi10g04504,WAK5,Vitvi17g04171
Vitvi10g04504,WAK5,Vitvi18g00174
Vitvi10g04504,WAK5,Vitvi18g00432
Vitvi10g04504,WAK5,Vitvi18g00462
Vitvi10g04504,WAK5,Vitvi18g02470
Vitvi10g04504,WAK5,Vitvi18g02584
Vitvi10g04504,WAK5,Vitvi18g02589
Vitvi10g04504,WAK5,Vitvi18g04544
Vitvi10g04504,WAK5,Vitvi19g01610
Vitvi10g04504,WAK5,Vitvi19g01612
Vitvi10g04504,WAK5,Vitvi19g01790
Vitvi10g04504,WAK5,Vitvi19g02261
Vitvi10g04504,WAK5,Vitvi19g04530
Vitvi10g04504,WAK5,Vitvi19g04531
Vitvi10g04504,WAK5,Vitvi19g04572
