"power","gene","WGCNA_module"
8,"Vitvi03g04466","darkturquoise"
8,"Vitvi04g00017","turquoise"
8,"Vitvi04g01325","orange"
8,"Vitvi04g01375","orange"
8,"Vitvi04g01550","blue"
8,"Vitvi04g01887","blue"
8,"Vitvi04g02114","red"
8,"Vitvi04g04010","black"
8,"Vitvi04g04011","black"
8,"Vitvi04g04029","darkturquoise"
8,"Vitvi05g00108","blue"
8,"Vitvi05g00675","blue"
8,"Vitvi05g00726","blue"
8,"Vitvi05g01579","purple"
8,"Vitvi05g01674","salmon"
8,"Vitvi05g02234","green"
8,"Vitvi05g04062","purple"
8,"Vitvi05g04232","orange"
8,"Vitvi05g04487","green"
8,"Vitvi05g04494","green"
8,"Vitvi06g01410","turquoise"
8,"Vitvi06g01618","black"
8,"Vitvi06g04121","black"
8,"Vitvi07g00283","red"
8,"Vitvi07g00523","blue"
8,"Vitvi07g00890","green"
8,"Vitvi07g01267","turquoise"
8,"Vitvi07g01315","purple"
8,"Vitvi07g01342","turquoise"
8,"Vitvi07g01407","turquoise"
8,"Vitvi07g01719","magenta"
8,"Vitvi07g01829","blue"
8,"Vitvi07g02323","green"
8,"Vitvi07g03086","magenta"
8,"Vitvi08g00795","orange"
8,"Vitvi08g00957","tan"
8,"Vitvi08g01235","green"
8,"Vitvi08g01333","darkturquoise"
8,"Vitvi08g01617","black"
8,"Vitvi08g01846","turquoise"
8,"Vitvi08g01897","turquoise"
8,"Vitvi08g02218","black"
8,"Vitvi08g02288","lightgreen"
8,"Vitvi09g00419","purple"
8,"Vitvi09g00867","black"
8,"Vitvi09g01646","blue"
8,"Vitvi09g01698","magenta"
8,"Vitvi09g04280","black"
8,"Vitvi10g00562","turquoise"
8,"Vitvi10g00984","black"
8,"Vitvi10g01812","turquoise"
8,"Vitvi10g04044","black"
8,"Vitvi10g04085","black"
8,"Vitvi10g04276","turquoise"
8,"Vitvi10g04282","blue"
8,"Vitvi10g04464","orange"
8,"Vitvi10g04504","red"
8,"Vitvi11g00075","blue"
8,"Vitvi11g00217","black"
8,"Vitvi11g00285","turquoise"
8,"Vitvi11g00286","red"
8,"Vitvi11g01637","darkturquoise"
8,"Vitvi12g00368","midnightblue"
8,"Vitvi12g01776","green"
8,"Vitvi12g01881","blue"
8,"Vitvi12g01882","salmon"
8,"Vitvi12g01921","purple"
8,"Vitvi12g02011","purple"
8,"Vitvi12g02633","purple"
8,"Vitvi12g04108","purple"
8,"Vitvi12g04404","purple"
8,"Vitvi12g04463","purple"
8,"Vitvi12g04498","purple"
8,"Vitvi12g04515","purple"
8,"Vitvi12g04518","darkturquoise"
8,"Vitvi12g04543","magenta"
8,"Vitvi12g04545","purple"
8,"Vitvi12g04595","black"
8,"Vitvi12g04598","purple"
8,"Vitvi12g04607","purple"
8,"Vitvi12g04630","green"
8,"Vitvi13g00004","turquoise"
8,"Vitvi13g00551","turquoise"
8,"Vitvi13g01098","blue"
8,"Vitvi13g01468","black"
8,"Vitvi13g01608","black"
8,"Vitvi13g01616","black"
8,"Vitvi13g01638","black"
8,"Vitvi13g01984","black"
8,"Vitvi13g04528","black"
8,"Vitvi13g04529","black"
8,"Vitvi13g04677","black"
8,"Vitvi13g04698","black"
8,"Vitvi13g04706","black"
8,"Vitvi14g00438","blue"
8,"Vitvi14g01926","red"
8,"Vitvi14g04416","orange"
8,"Vitvi15g01247","magenta"
8,"Vitvi16g00901","black"
8,"Vitvi16g04295","turquoise"
8,"Vitvi16g04448","purple"
8,"Vitvi17g00339","salmon"
8,"Vitvi17g00461","purple"
8,"Vitvi17g00704","turquoise"
8,"Vitvi17g00936","blue"
8,"Vitvi17g01373","blue"
8,"Vitvi18g00174","black"
8,"Vitvi18g00191","salmon"
8,"Vitvi18g00462","black"
8,"Vitvi18g00473","turquoise"
8,"Vitvi18g02222","black"
8,"Vitvi18g02825","turquoise"
8,"Vitvi18g02837","blue"
8,"Vitvi18g04551","magenta"
8,"Vitvi18g04640","green"
8,"Vitvi19g00270","blue"
8,"Vitvi19g00476","black"
8,"Vitvi19g00709","black"
8,"Vitvi19g01484","blue"
8,"Vitvi19g01610","black"
8,"Vitvi19g01612","black"
8,"Vitvi19g01720","purple"
8,"Vitvi19g01790","black"
8,"Vitvi19g04572","black"
10,"Vitvi00g04005","greenyellow"
10,"Vitvi00g04006","greenyellow"
10,"Vitvi00g04313","cyan"
10,"Vitvi00g04500","darkturquoise"
10,"Vitvi00g04634","darkturquoise"
10,"Vitvi00g04728","darkturquoise"
10,"Vitvi01g00463","yellow"
10,"Vitvi01g00508","blue"
10,"Vitvi01g00612","darkred"
10,"Vitvi01g00656","turquoise"
10,"Vitvi01g01038","blue"
10,"Vitvi01g01701","yellow"
10,"Vitvi01g01751","red"
10,"Vitvi01g02242","red"
10,"Vitvi01g04056","black"
10,"Vitvi01g04115","yellow"
10,"Vitvi01g04132","cyan"
10,"Vitvi02g00032","turquoise"
10,"Vitvi02g00086","darkred"
10,"Vitvi02g00429","blue"
10,"Vitvi02g00446","blue"
10,"Vitvi02g01355","turquoise"
10,"Vitvi02g01360","darkred"
10,"Vitvi02g04106","blue"
10,"Vitvi02g04134","red"
