"gene","genotype","pattern","category","group"
"Vitvi15g00547","Rpv12","EDD","ER","Group_VI"
"Vitvi15g00577","Rpv12","EEE","EEE","Group_V"
"Vitvi15g00579","Rpv12","EEE","EEE","Group_V"
"Vitvi15g00616","Rpv12","EEE","EEE","Group_V"
"Vitvi15g00617","Rpv12","EEE","EEE","Group_V"
"Vitvi15g00618","Rpv12","EDE","TRS","Group_I"
"Vitvi15g00619","Rpv12","EEE","EEE","Group_V"
"Vitvi15g00620","Rpv12","UEE","IEV","Group_IV"
"Vitvi15g00628","Rpv12","DUE","CP","Group_III"
"Vitvi15g00640","Rpv12","EED","LR","Group_V"
"Vitvi15g00641","Rpv12","UED","CP","Group_VI"
"Vitvi15g00644","Rpv12","EEE","EEE","Group_V"
"Vitvi15g00674","Rpv12","EEE","EEE","Group_V"
"Vitvi15g00687","Rpv12","EEE","EEE","Group_V"
"Vitvi15g00690","Rpv12","UDE","CP","Group_VI"
"Vitvi15g00691","Rpv12","DEE","IEV","Group_V"
"Vitvi15g00704","Rpv12","EEE","EEE","Group_V"
"Vitvi15g00706","Rpv12","EED","LR","Group_V"
"Vitvi15g00708","Rpv12","EEE","EEE","Group_V"
"Vitvi15g00714","Rpv12","UEE","IEV","Group_IV"
"Vitvi15g00715","Rpv12","UEE","IEV","Group_V"
"Vitvi15g00721","Rpv12","EDE","TRS","Group_VI"
"Vitvi15g00727","Rpv12","UEE","IEV","Group_II"
"Vitvi15g00732","Rpv12","DEE","IEV","Group_V"
"Vitvi15g00741","Rpv12","DEE","IEV","Group_II"
"Vitvi15g00743","Rpv12","EEE","EEE","Group_III"
"Vitvi15g00744","Rpv12","EED","LR","Group_V"
"Vitvi15g00746","Rpv12","DEE","IEV","Group_II"
"Vitvi15g00748","Rpv12","EEE","EEE","Group_V"
"Vitvi15g00753","Rpv12","UEE","IEV","Group_II"
"Vitvi15g00762","Rpv12","EDE","TRS","Group_VI"
"Vitvi15g00763","Rpv12","UEE","IEV","Group_VI"
"Vitvi15g00767","Rpv12","UEE","IEV","Group_VI"
"Vitvi15g00769","Rpv12","EEE","EEE","Group_V"
"Vitvi15g00771","Rpv12","UEE","IEV","Group_IV"
"Vitvi15g00774","Rpv12","UEE","IEV","Group_V"
"Vitvi15g00775","Rpv12","EEE","EEE","Group_VI"
"Vitvi15g00776","Rpv12","DEE","IEV","Group_VI"
"Vitvi15g00782","Rpv12","DEE","IEV","Group_IV"
"Vitvi15g00787","Rpv12","DED","CP","Group_III"
"Vitvi15g00789","Rpv12","UEE","IEV","Group_VI"
"Vitvi15g00795","Rpv12","DED","CP","Group_V"
"Vitvi15g00804","Rpv12","UEE","IEV","Group_VI"
"Vitvi15g00805","Rpv12","UEE","IEV","Group_V"
"Vitvi15g00807","Rpv12","UEE","IEV","Group_IV"
"Vitvi15g00811","Rpv12","EUE","TRS","Group_I"
"Vitvi15g00812","Rpv12","EED","LR","Group_VI"
"Vitvi15g00814","Rpv12","EEE","EEE","Group_V"
"Vitvi15g00816","Rpv12","EEE","EEE","Group_V"
"Vitvi15g00818","Rpv12","DEE","IEV","Group_II"
"Vitvi15g00820","Rpv12","DEE","IEV","Group_II"
"Vitvi15g00826","Rpv12","EEE","EEE","Group_V"
"Vitvi15g00830","Rpv12","DED","CP","Group_VI"
"Vitvi15g00833","Rpv12","EEE","EEE","Group_V"
"Vitvi15g00835","Rpv12","DDD","SCh","Group_VI"
"Vitvi15g00844","Rpv12","EED","LR","Group_VI"
"Vitvi15g00847","Rpv12","DUE","CP","Group_V"
"Vitvi15g00863","Rpv12","EEE","EEE","Group_II"
"Vitvi15g00867","Rpv12","EED","LR","Group_IV"
"Vitvi15g00871","Rpv12","EEE","EEE","Group_V"
"Vitvi15g00874","Rpv12","UED","CP","Group_III"
"Vitvi15g00876","Rpv12","UEE","IEV","Group_IV"
"Vitvi15g00885","Rpv12","EEE","EEE","Group_VI"
"Vitvi15g00888","Rpv12","UEE","IEV","Group_VI"
"Vitvi15g00889","Rpv12","EEE","EEE","Group_V"
"Vitvi15g00893","Rpv12","EEE","EEE","Group_VI"
"Vitvi15g00894","Rpv12","UEE","IEV","Group_I"
"Vitvi15g00896","Rpv12","UEE","IEV","Group_VI"
"Vitvi15g00899","Rpv12","DEE","IEV","Group_II"
"Vitvi15g00901","Rpv12","DEE","IEV","Group_VI"
"Vitvi15g00906","Rpv12","UED","CP","Group_V"
"Vitvi15g00912","Rpv12","EEE","EEE","Group_V"
"Vitvi15g00913","Rpv12","UEE","IEV","Group_VI"
"Vitvi15g00915","Rpv12","UEE","IEV","Group_I"
"Vitvi15g00916","Rpv12","EDE","TRS","Group_VI"
"Vitvi15g00919","Rpv12","UEE","IEV","Group_VI"
"Vitvi15g00921","Rpv12","UEE","IEV","Group_VI"
"Vitvi15g00925","Rpv12","EED","LR","Group_V"
"Vitvi15g00928","Rpv12","UEE","IEV","Group_V"
"Vitvi15g00931","Rpv12","EDE","TRS","Group_VI"
"Vitvi15g00933","Rpv12","UEE","IEV","Group_VI"
"Vitvi15g00936","Rpv12","DEE","IEV","Group_IV"
"Vitvi15g00938","Rpv12","EDE","TRS","Group_VI"
"Vitvi15g00943","Rpv12","UEE","IEV","Group_VI"
"Vitvi15g00946","Rpv12","EEU","LR","Group_I"
"Vitvi15g00947","Rpv12","UEE","IEV","Group_VI"
"Vitvi15g00952","Rpv12","UEE","IEV","Group_II"
"Vitvi15g00956","Rpv12","EEE","EEE","Group_II"
"Vitvi15g00960","Rpv12","DED","CP","Group_VI"
"Vitvi15g00973","Rpv12","UEE","IEV","Group_VI"
"Vitvi15g00981","Rpv12","EED","LR","Group_V"
"Vitvi15g00992","Rpv12","EEE","EEE","Group_V"
"Vitvi15g00998","Rpv12","EEU","LR","Group_V"
"Vitvi15g01003","Rpv12","UEE","IEV","Group_V"
"Vitvi15g01011","Rpv12","UEE","IEV","Group_VI"
"Vitvi15g01018","Rpv12","EEE","EEE","Group_V"
"Vitvi15g01019","Rpv12","EEE","EEE","Group_VI"
"Vitvi15g01021","Rpv12","EEE","EEE","Group_V"
"Vitvi15g01027","Rpv12","EEE","EEE","Group_V"
"Vitvi15g01028","Rpv12","EEE","EEE","Group_VI"
"Vitvi15g01029","Rpv12","EEE","EEE","Group_V"
"Vitvi15g01030","Rpv12","UEE","IEV","Group_VI"
"Vitvi15g01034","Rpv12","UEE","IEV","Group_V"
"Vitvi15g01037","Rpv12","UED","CP","Group_III"
"Vitvi15g01048","Rpv12","EUE","TRS","Group_V"
"Vitvi15g01050","Rpv12","UEE","IEV","Group_VI"
"Vitvi15g01059","Rpv12","DEE","IEV","Group_VI"
"Vitvi15g01061","Rpv12","DEE","IEV","Group_V"
"Vitvi15g01063","Rpv12","EEE","EEE","Group_VI"
"Vitvi15g01066","Rpv12","EEE","EEE","Group_V"
"Vitvi15g01073","Rpv12","DEE","IEV","Group_V"
"Vitvi15g01075","Rpv12","DEE","IEV","Group_VI"
"Vitvi15g01078","Rpv12","UEE","IEV","Group_VI"
"Vitvi15g01080","Rpv12","EEE","EEE","Group_V"
"Vitvi15g01081","Rpv12","EEE","EEE","Group_III"
"Vitvi15g01083","Rpv12","EED","LR","Group_VI"
"Vitvi15g01084","Rpv12","EEE","EEE","Group_VI"
"Vitvi15g01089","Rpv12","EED","LR","Group_VI"
"Vitvi15g01090","Rpv12","DEE","IEV","Group_V"
"Vitvi15g01092","Rpv12","EEE","EEE","Group_VI"
"Vitvi15g01093","Rpv12","EEE","EEE","Group_V"
"Vitvi15g01094","Rpv12","DEE","IEV","Group_V"
"Vitvi15g01101","Rpv12","EEE","EEE","Group_V"
"Vitvi15g01106","Rpv12","EEE","EEE","Group_VI"
"Vitvi15g01108","Rpv12","UEE","IEV","Group_I"
"Vitvi15g01110","Rpv12","UDD","CP","Group_VI"
"Vitvi15g01117","Rpv12","EEE","EEE","Group_V"
"Vitvi15g01121","Rpv12","EEE","EEE","Group_V"
"Vitvi15g01123","Rpv12","DED","CP","Group_V"
"Vitvi15g01136","Rpv12","EDD","ER","Group_VI"
"Vitvi15g01139","Rpv12","DED","CP","Group_III"
"Vitvi15g01150","Rpv12","UEE","IEV","Group_VI"
"Vitvi15g01151","Rpv12","EEE","EEE","Group_V"
"Vitvi15g01160","Rpv12","EEE","EEE","Group_V"
"Vitvi15g01161","Rpv12","UEU","CP","Group_VI"
"Vitvi15g01163","Rpv12","EEE","EEE","Group_V"
"Vitvi15g01170","Rpv12","DEE","IEV","Group_II"
"Vitvi15g01177","Rpv12","EEE","EEE","Group_IV"
"Vitvi15g01178","Rpv12","UEE","IEV","Group_VI"
"Vitvi15g01181","Rpv12","EED","LR","Group_V"
"Vitvi15g01182","Rpv12","EEE","EEE","Group_V"
"Vitvi15g01183","Rpv12","UEE","IEV","Group_VI"
"Vitvi15g01184","Rpv12","EED","LR","Group_V"
"Vitvi15g01211","Rpv12","UEU","CP","Group_V"
"Vitvi15g01217","Rpv12","EUE","TRS","Group_V"
"Vitvi15g01235","Rpv12","EED","LR","Group_V"
"Vitvi15g01239","Rpv12","EEE","EEE","Group_III"
"Vitvi15g01244","Rpv12","EEE","EEE","Group_V"
"Vitvi15g01247","Rpv12","UUU","SCh","Group_I"
"Vitvi15g01252","Rpv12","UEE","IEV","Group_II"
"Vitvi15g01256","Rpv12","EEE","EEE","Group_V"
"Vitvi15g01270","Rpv12","EEE","EEE","Group_V"
"Vitvi15g01308","Rpv12","EEE","EEE","Group_V"
"Vitvi15g01327","Rpv12","DEE","IEV","Group_VI"
"Vitvi15g01344","Rpv12","UEE","IEV","Group_VI"
"Vitvi15g01388","Rpv12","UEE","IEV","Group_VI"
"Vitvi15g01395","Rpv12","UEU","CP","Group_V"
"Vitvi15g01417","Rpv12","EEE","EEE","Group_V"
"Vitvi15g01422","Rpv12","EEE","EEE","Group_V"
"Vitvi15g01434","Rpv12","UEE","IEV","Group_VI"
"Vitvi15g01455","Rpv12","DEE","IEV","Group_VI"
"Vitvi15g01467","Rpv12","EED","LR","Group_II"
"Vitvi15g01470","Rpv12","DEE","IEV","Group_II"
"Vitvi15g01476","Rpv12","EEE","EEE","Group_V"
"Vitvi15g01477","Rpv12","UEE","IEV","Group_VI"
"Vitvi15g01483","Rpv12","DEE","IEV","Group_VI"
"Vitvi15g01488","Rpv12","EUE","TRS","Group_VI"
"Vitvi15g01489","Rpv12","EEE","EEE","Group_II"
"Vitvi15g01495","Rpv12","UEE","IEV","Group_VI"
"Vitvi15g01496","Rpv12","EEE","EEE","Group_V"
"Vitvi15g01499","Rpv12","EEE","EEE","Group_V"
"Vitvi15g01501","Rpv12","EEE","EEE","Group_VI"
"Vitvi15g01503","Rpv12","EEE","EEE","Group_VI"
"Vitvi15g01504","Rpv12","EUE","TRS","Group_VI"
"Vitvi15g01505","Rpv12","DEE","IEV","Group_V"
"Vitvi15g01508","Rpv12","DED","CP","Group_V"
"Vitvi15g01514","Rpv12","DEE","IEV","Group_II"
"Vitvi15g01518","Rpv12","UED","CP","Group_V"
"Vitvi15g01524","Rpv12","EED","LR","Group_VI"
"Vitvi15g01531","Rpv12","EEE","EEE","Group_V"
"Vitvi15g01538","Rpv12","EEE","EEE","Group_VI"
"Vitvi15g01539","Rpv12","EEE","EEE","Group_V"
"Vitvi15g01540","Rpv12","UEE","IEV","Group_VI"
"Vitvi15g01541","Rpv12","EDD","ER","Group_VI"
"Vitvi15g01542","Rpv12","UEE","IEV","Group_VI"
"Vitvi15g01543","Rpv12","EDD","ER","Group_VI"
"Vitvi15g01544","Rpv12","UEE","IEV","Group_VI"
"Vitvi15g01545","Rpv12","EED","LR","Group_V"
"Vitvi15g01549","Rpv12","EEE","EEE","Group_V"
"Vitvi15g01553","Rpv12","DEE","IEV","Group_II"
"Vitvi15g01555","Rpv12","DEE","IEV","Group_V"
"Vitvi15g01565","Rpv12","UEE","IEV","Group_VI"
"Vitvi15g01573","Rpv12","EED","LR","Group_V"
"Vitvi15g01574","Rpv12","EEE","EEE","Group_V"
"Vitvi15g01605","Rpv12","EED","LR","Group_V"
"Vitvi15g01606","Rpv12","EDD","ER","Group_V"
"Vitvi15g01617","Rpv12","EEE","EEE","Group_III"
"Vitvi15g01618","Rpv12","DDD","SCh","Group_I"
"Vitvi15g01621","Rpv12","EED","LR","Group_VI"
"Vitvi15g01623","Rpv12","EED","LR","Group_V"
"Vitvi15g01627","Rpv12","DED","CP","Group_V"
"Vitvi15g01628","Rpv12","EEE","EEE","Group_V"
"Vitvi15g01629","Rpv12","UEE","IEV","Group_IV"
"Vitvi15g01630","Rpv12","UEE","IEV","Group_VI"
"Vitvi15g01634","Rpv12","EED","LR","Group_V"
"Vitvi15g01639","Rpv12","EUE","TRS","Group_VI"
"Vitvi15g01646","Rpv12","UEE","IEV","Group_VI"
"Vitvi15g01663","Rpv12","EDD","ER","Group_V"
"Vitvi15g01667","Rpv12","UUU","SCh","Group_VI"
"Vitvi15g01670","Rpv12","EEE","EEE","Group_VI"
"Vitvi15g01684","Rpv12","UEE","IEV","Group_VI"
"Vitvi15g01686","Rpv12","UUU","SCh","Group_I"
"Vitvi15g01687","Rpv12","EDE","TRS","Group_VI"
"Vitvi15g01691","Rpv12","UUU","SCh","Group_VI"
"Vitvi15g01693","Rpv12","UED","CP","Group_VI"
"Vitvi15g01696","Rpv12","EED","LR","Group_V"
"Vitvi15g01697","Rpv12","EED","LR","Group_V"
"Vitvi15g01705","Rpv12","UED","CP","Group_VI"
"Vitvi15g01730","Rpv12","UEU","CP","Group_VI"
"Vitvi15g01736","Rpv12","EEE","EEE","Group_III"
"Vitvi15g01758","Rpv12","UEE","IEV","Group_IV"
"Vitvi15g01762","Rpv12","EEU","LR","Group_VI"
"Vitvi15g01767","Rpv12","EEE","EEE","Group_III"
"Vitvi15g04000","Rpv12","UEE","IEV","Group_II"
"Vitvi15g04001","Rpv12","UEE","IEV","Group_VI"
"Vitvi15g04002","Rpv12","EEE","EEE","Group_V"
"Vitvi15g04045","Rpv12","EED","LR","Group_V"
"Vitvi15g04047","Rpv12","EEU","LR","Group_VI"
"Vitvi15g04050","Rpv12","UEE","IEV","Group_V"
"Vitvi15g04098","Rpv12","EEE","EEE","Group_V"
"Vitvi15g04117","Rpv12","EEE","EEE","Group_V"
"Vitvi15g04121","Rpv12","EEE","EEE","Group_V"
"Vitvi15g04127","Rpv12","EEE","EEE","Group_VI"
"Vitvi15g04128","Rpv12","DEE","IEV","Group_VI"
"Vitvi15g04150","Rpv12","EUU","ER","Group_VI"
"Vitvi15g04151","Rpv12","UEE","IEV","Group_VI"
"Vitvi15g04155","Rpv12","EEE","EEE","Group_V"
"Vitvi15g04157","Rpv12","DEE","IEV","Group_VI"
"Vitvi15g04163","Rpv12","DEE","IEV","Group_VI"
"Vitvi15g04165","Rpv12","EEE","EEE","Group_V"
"Vitvi15g04167","Rpv12","EEE","EEE","Group_V"
"Vitvi15g04177","Rpv12","UEE","IEV","Group_VI"
"Vitvi15g04179","Rpv12","EED","LR","Group_VI"
"Vitvi15g04196","Rpv12","DEU","CP","Group_V"
"Vitvi15g04205","Rpv12","EED","LR","Group_VI"
"Vitvi15g04210","Rpv12","EDE","TRS","Group_VI"
"Vitvi15g04211","Rpv12","EEE","EEE","Group_V"
"Vitvi15g04213","Rpv12","UEE","IEV","Group_VI"
"Vitvi15g04246","Rpv12","EEE","EEE","Group_V"
"Vitvi15g04252","Rpv12","EEE","EEE","Group_VI"
"Vitvi15g04268","Rpv12","UEE","IEV","Group_VI"
"Vitvi15g04273","Rpv12","UEE","IEV","Group_II"
"Vitvi15g04287","Rpv12","DEE","IEV","Group_II"
"Vitvi15g04310","Rpv12","EEE","EEE","Group_V"
"Vitvi15g04352","Rpv12","UED","CP","Group_III"
"Vitvi15g04365","Rpv12","UUU","SCh","Group_I"
"Vitvi15g04368","Rpv12","DEE","IEV","Group_VI"
"Vitvi15g04377","Rpv12","UEE","IEV","Group_VI"
"Vitvi15g04378","Rpv12","UUE","IEV","Group_VI"
"Vitvi15g04379","Rpv12","UUE","IEV","Group_VI"
"Vitvi15g04383","Rpv12","EEE","EEE","Group_V"
"Vitvi15g04400","Rpv12","DEE","IEV","Group_VI"
"Vitvi15g04406","Rpv12","DDD","SCh","Group_VI"
"Vitvi15g04415","Rpv12","EUE","TRS","Group_VI"
"Vitvi15g04432","Rpv12","UED","CP","Group_III"
"Vitvi15g04438","Rpv12","DEU","CP","Group_III"
"Vitvi15g04440","Rpv12","EEE","EEE","Group_IV"
"Vitvi15g04441","Rpv12","DEE","IEV","Group_II"
"Vitvi15g04448","Rpv12","UEE","IEV","Group_V"
"Vitvi15g04452","Rpv12","EEU","LR","Group_VI"
"Vitvi15g04456","Rpv12","EDE","TRS","Group_IV"
"Vitvi15g04461","Rpv12","UUE","IEV","Group_VI"
"Vitvi15g04464","Rpv12","UEE","IEV","Group_VI"
"Vitvi15g04466","Rpv12","UEE","IEV","Group_V"
"Vitvi15g04469","Rpv12","EEE","EEE","Group_V"
"Vitvi15g04472","Rpv12","EUE","TRS","Group_VI"
"Vitvi15g04474","Rpv12","EEE","EEE","Group_III"
"Vitvi15g04481","Rpv12","EED","LR","Group_V"
"Vitvi15g04489","Rpv12","EDE","TRS","Group_IV"
"Vitvi15g04491","Rpv12","EDE","TRS","Group_V"
"Vitvi15g04494","Rpv12","UEE","IEV","Group_VI"
"Vitvi15g04497","Rpv12","EDD","ER","Group_VI"
"Vitvi15g04501","Rpv12","EEE","EEE","Group_V"
"Vitvi15g04507","Rpv12","DEE","IEV","Group_V"
"Vitvi15g04508","Rpv12","EEE","EEE","Group_V"
"Vitvi15g04512","Rpv12","UEE","IEV","Group_V"
"Vitvi15g04514","Rpv12","DEE","IEV","Group_V"
"Vitvi15g04517","Rpv12","EEE","EEE","Group_VI"
"Vitvi15g04526","Rpv12","EEE","EEE","Group_V"
"Vitvi15g04531","Rpv12","UED","CP","Group_V"
"Vitvi15g04535","Rpv12","EEE","EEE","Group_V"
"Vitvi15g04544","Rpv12","EEU","LR","Group_II"
"Vitvi15g04554","Rpv12","EEU","LR","Group_II"
"Vitvi15g04555","Rpv12","EED","LR","Group_VI"
"Vitvi15g04556","Rpv12","UED","CP","Group_III"
"Vitvi15g04574","Rpv12","EED","LR","Group_V"
"Vitvi15g04579","Rpv12","EED","LR","Group_V"
"Vitvi15g04596","Rpv12","EEU","LR","Group_VI"
"Vitvi15g04598","Rpv12","DDD","SCh","Group_I"
"Vitvi15g04599","Rpv12","EDD","ER","Group_VI"
"Vitvi15g04601","Rpv12","EEE","EEE","Group_V"
"Vitvi15g04604","Rpv12","DEE","IEV","Group_VI"
"Vitvi15g04607","Rpv12","EEE","EEE","Group_V"
"Vitvi15g04623","Rpv12","EEU","LR","Group_VI"
"Vitvi15g04624","Rpv12","EEU","LR","Group_VI"
"Vitvi15g04636","Rpv12","EEU","LR","Group_V"
"Vitvi15g04651","Rpv12","EEE","EEE","Group_V"
"Vitvi15g04652","Rpv12","DEE","IEV","Group_V"
"Vitvi15g04655","Rpv12","EEE","EEE","Group_V"
"Vitvi15g04667","Rpv12","DEE","IEV","Group_II"
"Vitvi15g04668","Rpv12","UEE","IEV","Group_IV"
"Vitvi15g04671","Rpv12","EEE","EEE","Group_V"
"Vitvi16g00015","Rpv12","UEE","IEV","Group_V"
"Vitvi16g00022","Rpv12","EED","LR","Group_IV"
"Vitvi16g00024","Rpv12","DEE","IEV","Group_VI"
"Vitvi16g00028","Rpv12","EED","LR","Group_V"
"Vitvi16g00033","Rpv12","EEE","EEE","Group_V"
"Vitvi16g00037","Rpv12","EED","LR","Group_V"
"Vitvi16g00040","Rpv12","EDE","TRS","Group_VI"
"Vitvi16g00041","Rpv12","EEE","EEE","Group_V"
"Vitvi16g00043","Rpv12","EUE","TRS","Group_VI"
"Vitvi16g00071","Rpv12","UEE","IEV","Group_VI"
"Vitvi16g00073","Rpv12","EEE","EEE","Group_V"
"Vitvi16g00080","Rpv12","EEE","EEE","Group_V"
"Vitvi16g00082","Rpv12","EEE","EEE","Group_V"
"Vitvi16g00093","Rpv12","EEE","EEE","Group_V"
"Vitvi16g00109","Rpv12","EED","LR","Group_IV"
"Vitvi16g00110","Rpv12","UEE","IEV","Group_V"
"Vitvi16g00118","Rpv12","EEE","EEE","Group_V"
"Vitvi16g00122","Rpv12","EEE","EEE","Group_V"
"Vitvi16g00137","Rpv12","UEE","IEV","Group_V"
"Vitvi16g00139","Rpv12","EEE","EEE","Group_III"
"Vitvi16g00156","Rpv12","EEU","LR","Group_V"
"Vitvi16g00160","Rpv12","DDD","SCh","Group_VI"
"Vitvi16g00165","Rpv12","EEE","EEE","Group_V"
"Vitvi16g00170","Rpv12","EDE","TRS","Group_VI"
"Vitvi16g00174","Rpv12","EEE","EEE","Group_V"
"Vitvi16g00179","Rpv12","EEE","EEE","Group_V"
"Vitvi16g00205","Rpv12","EED","LR","Group_V"
"Vitvi16g00211","Rpv12","UED","CP","Group_V"
"Vitvi16g00258","Rpv12","EED","LR","Group_V"
"Vitvi16g00272","Rpv12","UEE","IEV","Group_V"
"Vitvi16g00275","Rpv12","UUE","IEV","Group_V"
"Vitvi16g00276","Rpv12","UEE","IEV","Group_VI"
"Vitvi16g00278","Rpv12","EEE","EEE","Group_V"
"Vitvi16g00280","Rpv12","EEE","EEE","Group_V"
"Vitvi16g00282","Rpv12","UEE","IEV","Group_V"
"Vitvi16g00284","Rpv12","EEE","EEE","Group_V"
"Vitvi16g00297","Rpv12","EEE","EEE","Group_V"
"Vitvi16g00313","Rpv12","EEE","EEE","Group_V"
"Vitvi16g00349","Rpv12","DEE","IEV","Group_V"
"Vitvi16g00350","Rpv12","DEE","IEV","Group_V"
"Vitvi16g00351","Rpv12","EEU","LR","Group_V"
"Vitvi16g00362","Rpv12","EEE","EEE","Group_V"
"Vitvi16g00363","Rpv12","EEE","EEE","Group_V"
"Vitvi16g00370","Rpv12","DEE","IEV","Group_IV"
"Vitvi16g00372","Rpv12","UEE","IEV","Group_VI"
"Vitvi16g00380","Rpv12","DEE","IEV","Group_V"
"Vitvi16g00404","Rpv12","DEE","IEV","Group_V"
"Vitvi16g00443","Rpv12","DEE","IEV","Group_V"
"Vitvi16g00461","Rpv12","EEE","EEE","Group_V"
"Vitvi16g00477","Rpv12","DEE","IEV","Group_VI"
"Vitvi16g00479","Rpv12","EEU","LR","Group_V"
"Vitvi16g00486","Rpv12","EEE","EEE","Group_V"
"Vitvi16g00501","Rpv12","EDE","TRS","Group_VI"
"Vitvi16g00518","Rpv12","EEU","LR","Group_II"
"Vitvi16g00556","Rpv12","EEE","EEE","Group_V"
"Vitvi16g00561","Rpv12","EEU","LR","Group_I"
"Vitvi16g00567","Rpv12","EEE","EEE","Group_II"
"Vitvi16g00609","Rpv12","EDE","TRS","Group_VI"
"Vitvi16g00627","Rpv12","EDE","TRS","Group_VI"
"Vitvi16g00630","Rpv12","EEE","EEE","Group_VI"
"Vitvi16g00636","Rpv12","EEE","EEE","Group_VI"
"Vitvi16g00659","Rpv12","EEE","EEE","Group_V"
"Vitvi16g00681","Rpv12","EED","LR","Group_II"
"Vitvi16g00712","Rpv12","UEE","IEV","Group_IV"
"Vitvi16g00713","Rpv12","EEE","EEE","Group_V"
"Vitvi16g00715","Rpv12","EEE","EEE","Group_V"
"Vitvi16g00716","Rpv12","UEE","IEV","Group_V"
"Vitvi16g00724","Rpv12","EEE","EEE","Group_V"
"Vitvi16g00741","Rpv12","UEE","IEV","Group_IV"
"Vitvi16g00775","Rpv12","EEE","EEE","Group_V"
"Vitvi16g00779","Rpv12","EEE","EEE","Group_V"
"Vitvi16g00787","Rpv12","DEE","IEV","Group_VI"
"Vitvi16g00789","Rpv12","EEE","EEE","Group_IV"
"Vitvi16g00793","Rpv12","EDE","TRS","Group_VI"
"Vitvi16g00804","Rpv12","EEU","LR","Group_V"
"Vitvi16g00808","Rpv12","EEE","EEE","Group_V"
"Vitvi16g00811","Rpv12","EED","LR","Group_VI"
"Vitvi16g00826","Rpv12","EDE","TRS","Group_IV"
"Vitvi16g00831","Rpv12","EED","LR","Group_V"
"Vitvi16g00836","Rpv12","EEE","EEE","Group_V"
