	Cult1_0h	Cult1_6h	Cult1_24h	Cult2_0h	Cult2_6h	Cult2_24h	Cult3_0h	Cult3_6h	Cult3_24h
Vitvi05g02269	-1	0	0	0	0	0	0	0	0
Vitvi05g02273	0	0	0	0	0	0	0	-1	0
Vitvi05g02286	0	0	-1	0	0	0	0	0	0
Vitvi05g04012	0	0	0	0	0	0	0	-1	0
Vitvi05g04029	0	0	1	0	0	0	0	0	0
Vitvi05g04030	0	-1	0	0	0	0	0	-1	0
Vitvi05g04062	0	1	1	0	0	0	0	1	1
Vitvi05g04111	0	0	0	0	1	0	0	0	0
Vitvi05g04140	0	0	-1	0	0	0	0	0	0
Vitvi05g04147	0	1	0	0	1	0	0	0	0
Vitvi05g04153	1	0	0	0	0	0	0	0	0
Vitvi05g04156	0	0	0	0	0	0	0	0	-1
Vitvi05g04171	0	0	0	0	0	0	0	1	1
Vitvi05g04172	0	0	0	0	0	0	0	1	0
Vitvi05g04174	0	0	0	0	0	0	0	1	1
Vitvi05g04206	0	0	1	0	0	0	0	0	0
Vitvi05g04232	1	0	-1	0	-1	-1	1	1	0
Vitvi05g04312	0	0	0	0	0	0	0	1	0
Vitvi05g04335	0	0	0	0	0	0	0	-1	0
Vitvi05g04358	0	-1	0	0	0	0	0	-1	0
Vitvi05g04385	0	0	0	1	0	0	0	0	0
Vitvi05g04399	0	0	1	0	0	0	0	0	0
Vitvi05g04405	0	0	1	0	0	0	0	0	0
Vitvi05g04408	0	0	0	-1	0	0	0	0	0
Vitvi05g04410	0	0	-1	0	0	0	0	0	0
Vitvi05g04413	0	0	0	0	1	0	0	0	0
Vitvi05g04455	0	-1	0	0	0	0	0	0	0
Vitvi05g04475	0	0	0	0	0	0	0	-1	0
Vitvi05g04477	0	0	0	0	0	0	0	-1	0
Vitvi05g04487	0	-1	-1	0	0	0	0	-1	-1
Vitvi05g04493	0	0	-1	0	0	0	0	0	-1
Vitvi05g04494	0	-1	-1	0	-1	0	0	-1	-1
Vitvi05g04505	0	0	0	-1	-1	0	0	0	0
Vitvi05g04506	0	0	0	-1	-1	0	0	0	0
Vitvi05g04527	0	0	0	0	0	0	0	-1	-1
Vitvi05g04535	1	0	0	0	0	0	0	0	0
Vitvi05g04537	0	0	-1	0	0	0	0	0	0
Vitvi05g04565	0	1	0	0	1	0	0	0	0
Vitvi05g04567	-1	0	0	0	0	0	0	0	0
Vitvi06g00008	0	0	0	0	0	0	0	-1	0
Vitvi06g00015	0	0	1	0	0	0	0	0	0
Vitvi06g00016	0	0	1	0	0	0	0	-1	0
Vitvi06g00037	0	0	0	0	-1	0	0	0	0
Vitvi06g00039	0	0	-1	0	-1	0	0	0	0
Vitvi06g00040	0	0	1	0	0	0	0	0	0
Vitvi06g00044	0	0	0	0	0	0	0	-1	0
Vitvi06g00046	0	0	0	0	0	0	0	-1	0
Vitvi06g00054	0	0	1	0	0	0	0	0	0
Vitvi06g00093	0	0	0	0	0	0	-1	-1	0
Vitvi06g00115	0	0	0	-1	0	0	0	0	0
Vitvi06g00116	0	0	0	0	1	0	0	0	0
Vitvi06g00121	0	0	0	0	0	0	0	-1	0
Vitvi06g00126	0	0	0	0	-1	0	0	0	0
Vitvi06g00137	0	0	0	0	0	0	0	-1	0
Vitvi06g00141	0	0	0	0	0	0	0	1	0
Vitvi06g00143	0	0	0	0	-1	0	0	0	0
Vitvi06g00150	0	-1	0	0	0	0	0	0	0
Vitvi06g00153	0	0	0	0	0	0	0	-1	0
Vitvi06g00155	0	0	1	0	1	0	0	0	0
Vitvi06g00165	0	0	0	0	0	0	0	-1	0
Vitvi06g00180	0	0	0	0	-1	0	0	0	0
Vitvi06g00182	0	0	0	0	0	0	0	-1	0
Vitvi06g00184	0	0	0	0	0	0	-1	0	0
Vitvi06g00248	0	0	0	0	0	0	0	1	0
Vitvi06g00259	0	0	0	0	0	0	0	-1	0
Vitvi06g00263	0	0	0	0	0	0	-1	0	0
Vitvi06g00266	0	0	0	0	0	0	0	-1	0
Vitvi06g00268	0	0	0	0	-1	0	0	0	0
Vitvi06g00272	0	0	1	0	0	0	0	0	0
Vitvi06g00283	0	0	0	0	0	0	0	-1	0
Vitvi06g00300	0	0	0	0	-1	0	0	0	0
Vitvi06g00303	0	0	0	0	-1	0	0	-1	0
Vitvi06g00309	0	0	0	0	-1	0	0	0	0
Vitvi06g00345	0	-1	0	0	0	0	0	0	0
Vitvi06g00378	0	0	0	0	-1	0	0	0	0
Vitvi06g00393	0	0	0	0	0	0	0	-1	0
Vitvi06g00396	0	0	0	0	0	0	0	-1	0
Vitvi06g00397	0	0	0	0	1	0	0	0	0
Vitvi06g00405	0	0	0	0	-1	0	0	0	0
Vitvi06g00463	0	-1	0	0	-1	0	0	-1	0
Vitvi06g00465	0	-1	0	0	0	0	0	-1	0
Vitvi06g00495	1	0	0	0	-1	0	-1	0	0
Vitvi06g00498	0	0	0	0	-1	0	0	0	0
Vitvi06g00500	0	0	0	0	1	0	0	0	0
Vitvi06g00529	-1	0	0	-1	0	0	0	0	0
Vitvi06g00534	0	0	0	0	0	0	0	-1	0
Vitvi06g00541	0	0	0	0	0	0	0	-1	0
Vitvi06g00560	0	0	1	0	0	0	0	0	0
Vitvi06g00561	0	0	0	0	0	0	0	-1	0
Vitvi06g00562	0	0	0	1	0	0	1	0	0
Vitvi06g00565	0	0	0	0	0	0	0	-1	0
Vitvi06g00569	0	-1	0	0	-1	0	0	0	0
Vitvi06g00575	0	0	0	0	0	0	0	-1	0
Vitvi06g00591	0	0	0	0	-1	0	0	0	0
Vitvi06g00606	0	0	0	-1	0	0	0	0	0
Vitvi06g00629	-1	0	0	0	0	0	0	0	0
Vitvi06g00639	0	0	0	0	0	0	0	-1	0
Vitvi06g00650	0	-1	0	0	-1	0	0	0	0
Vitvi06g00656	0	0	0	0	-1	0	0	0	0
Vitvi06g00679	0	-1	0	0	0	0	0	-1	0
Vitvi06g00680	0	0	0	0	0	0	-1	-1	0
Vitvi06g00693	0	-1	0	0	0	0	0	0	0
Vitvi06g00758	0	0	-1	0	0	0	0	0	0
Vitvi06g00759	0	0	0	0	0	0	1	1	0
Vitvi06g00761	0	0	0	0	0	0	0	-1	0
Vitvi06g00772	-1	0	0	0	1	0	1	0	0
Vitvi06g00783	0	-1	0	0	0	0	0	-1	0
Vitvi06g00800	0	0	0	0	0	0	0	-1	0
Vitvi06g00812	0	-1	0	0	-1	0	0	0	0
Vitvi06g00903	0	0	0	0	0	0	-1	-1	0
Vitvi06g00906	0	0	0	0	0	0	0	-1	0
Vitvi06g00915	0	0	0	0	1	0	0	0	0
Vitvi06g00928	0	-1	0	0	0	0	0	-1	0
Vitvi06g00947	0	0	0	0	-1	0	0	-1	0
Vitvi06g00962	0	-1	0	0	-1	0	0	0	0
Vitvi06g00999	0	-1	0	0	0	0	0	0	0
Vitvi06g01010	0	0	0	0	1	0	0	0	0
Vitvi06g01055	0	0	0	1	0	0	0	0	0
Vitvi06g01057	0	-1	0	0	0	0	0	0	0
Vitvi06g01097	0	0	0	-1	-1	0	-1	-1	0
Vitvi06g01100	0	0	0	0	-1	0	-1	-1	0
Vitvi06g01226	0	0	0	0	0	0	0	-1	0
Vitvi06g01233	0	0	0	0	0	0	0	-1	0
Vitvi06g01239	0	0	0	1	0	0	0	0	0
Vitvi06g01255	0	0	0	1	0	0	0	0	0
Vitvi06g01275	0	-1	0	0	-1	0	0	0	0
Vitvi06g01281	0	0	0	0	0	0	0	-1	0
Vitvi06g01283	0	0	0	0	1	0	0	0	0
Vitvi06g01288	0	0	0	0	0	0	0	-1	0
Vitvi06g01315	0	0	0	0	0	0	0	-1	0
Vitvi06g01327	0	0	0	0	0	0	-1	0	0
Vitvi06g01329	0	-1	0	0	-1	0	0	0	0
Vitvi06g01334	0	0	0	0	0	0	0	-1	0
Vitvi06g01346	0	-1	0	0	0	0	0	-1	0
Vitvi06g01354	0	0	0	0	0	0	1	1	0
Vitvi06g01375	0	0	0	0	0	0	0	-1	0
Vitvi06g01385	0	0	0	0	0	0	0	1	0
Vitvi06g01389	0	0	0	0	0	0	0	-1	0
Vitvi06g01396	-1	0	-1	0	0	0	0	0	0
Vitvi06g01398	0	-1	0	0	-1	0	0	0	0
Vitvi06g01410	0	-1	0	0	0	0	-1	-1	0
Vitvi06g01411	0	0	-1	1	0	0	0	0	0
Vitvi06g01417	-1	0	0	0	0	0	0	0	0
Vitvi06g01419	0	0	0	0	0	0	0	1	0
Vitvi06g01447	0	0	0	0	1	0	0	0	0
Vitvi06g01477	0	0	0	0	1	0	0	0	0
Vitvi06g01480	0	0	0	0	1	0	0	1	0
Vitvi06g01513	0	-1	0	0	-1	0	0	-1	0
Vitvi06g01516	0	0	0	0	1	0	0	1	0
Vitvi06g01531	0	0	0	0	0	0	-1	-1	0
Vitvi06g01536	0	0	0	0	0	0	-1	-1	0
Vitvi06g01556	0	-1	0	0	0	0	0	-1	0
Vitvi06g01574	1	0	0	0	0	0	-1	0	0
Vitvi06g01594	0	0	0	0	0	0	0	-1	0
Vitvi06g01600	0	0	0	1	0	0	0	0	0
Vitvi06g01601	0	0	0	0	0	0	0	1	0
Vitvi06g01607	0	-1	0	0	0	0	0	-1	0
Vitvi06g01613	0	0	0	1	0	0	0	0	0
Vitvi06g01618	0	0	0	0	0	0	-1	-1	-1
Vitvi06g01637	0	0	0	-1	-1	0	0	0	0
Vitvi06g01658	0	-1	0	0	0	0	0	0	0
Vitvi06g01665	0	-1	0	0	0	0	0	0	0
Vitvi06g01678	1	0	1	0	0	0	0	0	0
Vitvi06g01689	0	0	0	0	0	0	0	1	0
Vitvi06g01725	0	0	0	0	0	0	-1	-1	0
Vitvi06g01762	0	0	0	0	1	0	0	1	0
Vitvi06g01821	0	0	0	0	-1	0	0	0	0
Vitvi06g01847	0	0	0	0	0	0	0	-1	0
Vitvi06g01887	0	0	0	0	-1	0	0	0	0
Vitvi06g01911	0	0	0	0	0	0	0	0	-1
Vitvi06g01924	0	0	0	0	-1	0	0	-1	0
Vitvi06g01930	0	0	0	0	0	0	0	-1	0
Vitvi06g01937	0	0	0	0	-1	0	0	-1	0
Vitvi06g01944	0	0	-1	0	0	0	0	0	0
Vitvi06g01945	0	0	0	0	0	0	-1	-1	0
Vitvi06g01949	0	0	0	0	1	0	0	1	0
Vitvi06g01954	0	0	0	0	0	0	0	-1	0
Vitvi06g04011	1	0	0	0	0	0	0	0	0
Vitvi06g04015	0	0	0	0	0	0	-1	-1	0
Vitvi06g04048	0	1	1	0	1	0	1	1	0
Vitvi06g04052	0	-1	0	0	0	0	0	0	0
Vitvi06g04053	0	-1	0	0	-1	0	0	0	0
Vitvi06g04057	0	-1	0	0	-1	0	0	0	0
Vitvi06g04089	0	-1	0	0	0	0	0	-1	0
Vitvi06g04091	0	0	0	0	-1	0	0	0	0
Vitvi06g04118	0	0	-1	0	0	0	0	0	0
Vitvi06g04119	0	0	0	0	1	0	0	0	0
Vitvi06g04121	-1	-1	-1	0	0	0	-1	-1	-1
Vitvi06g04134	0	0	0	0	0	0	0	-1	0
Vitvi06g04151	0	-1	0	0	-1	0	0	0	0
Vitvi06g04156	0	-1	0	0	0	0	0	-1	0
Vitvi06g04173	0	0	0	0	0	0	0	-1	0
Vitvi06g04190	0	0	0	0	0	0	0	-1	0
Vitvi06g04208	-1	0	0	0	0	0	0	0	0
Vitvi06g04211	-1	0	0	0	0	0	0	0	0
Vitvi06g04249	0	0	0	-1	-1	0	0	0	0
Vitvi06g04250	0	0	0	-1	-1	0	0	0	0
Vitvi06g04344	0	0	1	0	0	0	0	0	0
Vitvi06g04356	0	0	1	0	0	0	0	0	0
Vitvi06g04363	0	0	0	0	-1	0	0	0	0
Vitvi07g00012	0	0	0	0	1	0	0	1	0
Vitvi07g00029	0	0	0	0	1	0	0	1	0
Vitvi07g00060	1	0	0	0	0	0	0	0	0
Vitvi07g00064	0	0	0	0	0	0	-1	0	0
Vitvi07g00090	0	0	0	0	-1	0	0	0	0
Vitvi07g00105	1	0	0	0	0	0	0	0	0
Vitvi07g00114	0	0	0	1	0	0	0	0	0
Vitvi07g00117	0	0	0	0	1	0	0	0	0
Vitvi07g00123	0	0	1	0	0	0	0	0	0
Vitvi07g00140	0	-1	0	0	0	0	0	-1	0
Vitvi07g00177	0	0	0	0	-1	0	0	0	0
Vitvi07g00187	0	0	0	0	0	0	-1	-1	0
Vitvi07g00188	0	0	0	0	-1	0	0	0	0
Vitvi07g00207	0	0	0	0	0	0	1	1	0
Vitvi07g00213	0	0	0	0	0	0	0	-1	0
Vitvi07g00217	0	0	0	0	0	0	1	0	0
Vitvi07g00219	0	-1	0	0	-1	0	0	0	0
Vitvi07g00236	0	0	1	0	0	0	0	0	0
Vitvi07g00242	0	0	0	0	1	0	0	0	0
Vitvi07g00283	0	-1	0	0	0	0	-1	-1	0
Vitvi07g00293	0	0	0	0	0	0	-1	-1	0
Vitvi07g00301	0	1	0	0	0	0	0	0	0
Vitvi07g00351	0	-1	0	0	0	0	0	-1	0
Vitvi07g00352	0	-1	0	0	0	0	0	-1	0
Vitvi07g00361	0	0	0	0	0	0	-1	-1	0
Vitvi07g00368	0	0	0	0	0	0	0	-1	0
Vitvi07g00376	0	-1	0	0	-1	0	0	0	0
Vitvi07g00383	0	0	0	0	-1	0	0	0	0
Vitvi07g00386	0	0	0	1	0	0	0	0	0
Vitvi07g00390	0	-1	0	0	0	0	0	-1	0
Vitvi07g00393	0	-1	0	0	0	0	-1	-1	0
Vitvi07g00400	0	0	0	0	0	0	0	-1	0
Vitvi07g00401	0	0	0	0	-1	0	0	0	0
Vitvi07g00404	0	0	0	0	1	0	0	0	0
Vitvi07g00405	0	0	0	0	1	0	0	0	0
Vitvi07g00411	0	-1	0	0	0	0	0	0	0
Vitvi07g00434	0	0	0	0	1	0	0	1	0
Vitvi07g00441	0	0	0	0	0	0	0	-1	0
Vitvi07g00454	0	0	0	0	-1	0	0	-1	0
Vitvi07g00468	0	-1	1	0	0	0	0	0	0
Vitvi07g00502	0	-1	0	0	0	0	0	0	0
Vitvi07g00505	0	0	0	0	-1	0	0	0	0
Vitvi07g00515	0	0	0	0	0	0	0	-1	0
Vitvi07g00521	0	0	0	0	-1	0	0	-1	0
Vitvi07g00523	0	0	0	0	1	0	1	1	0
Vitvi07g00524	0	-1	0	0	0	0	0	0	0
Vitvi07g00576	0	0	1	0	0	0	0	0	0
Vitvi07g00586	0	0	0	0	0	0	0	-1	0
Vitvi07g00604	0	-1	0	0	0	0	0	0	0
Vitvi07g00615	0	-1	0	0	0	0	0	-1	0
Vitvi07g00619	0	0	0	0	0	0	0	-1	0
Vitvi07g00636	0	0	-1	0	0	0	0	-1	0
Vitvi07g00654	0	0	0	0	-1	0	0	0	0
Vitvi07g00659	0	0	0	0	-1	0	0	0	0
Vitvi07g00664	0	0	0	0	-1	0	0	-1	0
Vitvi07g00665	0	0	0	0	-1	0	0	0	0
Vitvi07g00667	0	0	0	0	-1	0	0	0	0
Vitvi07g00676	0	0	-1	0	0	0	0	0	0
Vitvi07g00690	0	0	0	0	0	0	-1	0	0
Vitvi07g00735	0	0	0	0	0	0	0	1	0
Vitvi07g00741	0	-1	0	0	-1	0	0	-1	0
Vitvi07g00807	0	0	1	0	1	0	0	0	0
Vitvi07g00814	0	0	1	0	1	0	0	0	0
Vitvi07g00890	0	-1	-1	0	-1	0	0	-1	-1
Vitvi07g01061	0	-1	0	0	0	0	0	0	0
Vitvi07g01071	0	0	0	0	0	0	0	-1	0
Vitvi07g01097	0	0	0	0	-1	0	0	-1	0
Vitvi07g01120	0	0	0	1	0	0	0	0	0
Vitvi07g01140	0	-1	0	0	0	0	0	0	0
Vitvi07g01250	0	0	0	0	0	0	-1	-1	0
Vitvi07g01255	0	0	0	0	0	0	0	-1	0
Vitvi07g01267	0	0	0	1	0	0	-1	-1	0
Vitvi07g01276	0	0	0	0	0	0	0	-1	0
Vitvi07g01315	1	1	1	0	0	0	1	1	1
Vitvi07g01326	0	0	0	0	-1	0	0	0	0
Vitvi07g01342	1	0	0	0	0	0	-1	-1	0
Vitvi07g01364	0	0	0	0	0	0	0	-1	0
Vitvi07g01380	0	0	1	0	0	0	0	0	0
Vitvi07g01394	0	0	0	0	0	0	0	1	0
Vitvi07g01396	0	0	0	0	0	0	0	-1	0
Vitvi07g01407	0	-1	-1	0	-1	0	-1	-1	0
Vitvi07g01414	0	0	0	0	1	0	0	1	0
Vitvi07g01415	0	-1	0	0	0	0	0	-1	0
Vitvi07g01433	0	-1	0	0	0	0	0	0	0
Vitvi07g01473	0	0	0	0	0	0	0	-1	0
Vitvi07g01535	0	0	0	0	0	0	0	-1	0
Vitvi07g01591	0	0	0	0	0	0	0	-1	0
Vitvi07g01598	0	-1	0	0	0	0	0	0	0
Vitvi07g01599	0	0	0	0	0	0	0	-1	0
Vitvi07g01603	0	0	0	0	0	0	0	-1	0
Vitvi07g01604	0	0	0	0	0	0	0	-1	0
Vitvi07g01612	0	0	0	0	0	0	0	-1	0
Vitvi07g01636	0	-1	0	0	0	0	0	0	0
Vitvi07g01644	0	-1	0	0	0	0	0	0	0
Vitvi07g01645	1	0	1	0	0	0	0	0	0
Vitvi07g01671	0	0	0	0	0	0	0	0	1
Vitvi07g01679	0	0	0	0	-1	0	0	0	0
Vitvi07g01686	0	-1	0	0	0	0	0	-1	0
Vitvi07g01697	0	0	0	0	-1	0	0	0	0
Vitvi07g01699	0	0	0	0	0	0	-1	-1	0
Vitvi07g01709	0	0	0	0	0	0	0	-1	0
Vitvi07g01718	1	0	1	1	0	0	0	0	0
Vitvi07g01719	1	0	1	1	0	0	0	0	0
Vitvi07g01723	0	0	-1	0	0	0	0	0	0
Vitvi07g01732	0	-1	0	0	0	0	0	-1	0
Vitvi07g01736	0	0	0	0	-1	0	0	-1	0
Vitvi07g01779	0	0	0	0	0	0	0	-1	0
Vitvi07g01784	0	-1	0	0	0	0	0	0	0
Vitvi07g01791	0	0	-1	0	0	0	0	0	0
Vitvi07g01807	-1	0	0	0	1	0	0	0	0
Vitvi07g01813	0	0	0	0	1	0	0	1	0
Vitvi07g01814	0	0	0	0	1	0	0	1	0
Vitvi07g01829	0	0	0	0	1	0	1	1	0
Vitvi07g01844	0	0	0	0	0	0	0	-1	0
Vitvi07g01847	1	0	0	0	0	0	0	0	0
Vitvi07g01898	0	0	0	0	0	0	0	-1	0
Vitvi07g01906	0	-1	0	0	0	0	0	-1	0
Vitvi07g01909	0	0	0	0	1	0	0	1	0
Vitvi07g01916	0	-1	0	0	0	0	0	-1	0
Vitvi07g01920	1	0	0	0	0	0	0	0	0
Vitvi07g01929	0	0	0	0	1	0	0	0	0
Vitvi07g01948	0	0	0	0	0	0	0	-1	0
Vitvi07g01951	0	0	0	0	0	0	0	-1	0
Vitvi07g01970	0	0	0	0	-1	0	0	0	0
Vitvi07g01990	0	0	0	1	0	0	0	0	0
Vitvi07g02000	0	0	-1	0	0	0	0	0	-1
Vitvi07g02006	0	-1	0	0	-1	0	0	0	0
Vitvi07g02029	0	-1	0	0	0	0	0	0	0
Vitvi07g02062	1	0	0	0	0	0	0	0	0
Vitvi07g02067	0	0	-1	0	0	0	0	0	0
Vitvi07g02069	0	0	0	1	0	0	0	0	0
Vitvi07g02097	0	-1	0	0	-1	0	0	0	0
Vitvi07g02110	0	-1	0	0	-1	0	0	-1	0
Vitvi07g02111	0	-1	0	0	-1	0	0	-1	0
Vitvi07g02114	0	-1	0	0	0	0	-1	-1	0
Vitvi07g02119	0	-1	0	0	-1	0	0	-1	0
Vitvi07g02122	0	-1	0	0	0	0	0	0	0
Vitvi07g02123	0	0	0	0	-1	0	0	-1	0
Vitvi07g02131	0	-1	-1	0	0	0	0	0	0
Vitvi07g02137	0	0	0	0	-1	0	0	-1	0
Vitvi07g02185	0	1	0	0	1	0	0	0	0
Vitvi07g02188	0	-1	0	0	0	0	0	0	0
Vitvi07g02190	0	-1	0	0	0	0	0	0	0
Vitvi07g02213	0	0	0	0	-1	0	0	0	0
Vitvi07g02226	0	0	0	0	-1	0	0	0	0
Vitvi07g02229	0	0	0	0	0	0	0	-1	0
Vitvi07g02231	0	0	0	0	-1	0	0	0	0
Vitvi07g02246	0	0	0	0	0	0	-1	-1	0
Vitvi07g02249	0	-1	0	0	-1	0	-1	0	0
Vitvi07g02294	1	0	0	0	0	0	0	-1	0
Vitvi07g02323	0	-1	-1	0	-1	0	0	-1	-1
Vitvi07g02345	1	0	0	0	0	0	0	0	0
Vitvi07g02362	0	0	0	0	0	0	0	1	0
Vitvi07g02402	0	0	0	0	1	0	0	0	0
Vitvi07g02412	0	0	0	0	1	0	0	1	0
Vitvi07g02461	0	0	-1	0	0	0	0	0	0
Vitvi07g02558	0	0	0	0	1	0	0	0	0
Vitvi07g02588	0	-1	0	0	0	0	0	0	0
Vitvi07g02613	0	0	0	0	0	0	0	-1	0
Vitvi07g02637	0	0	0	0	0	0	-1	0	0
Vitvi07g02686	0	1	0	0	1	0	0	1	0
Vitvi07g02789	0	-1	0	0	0	0	0	-1	0
Vitvi07g02832	0	0	0	0	-1	0	-1	-1	0
Vitvi07g02853	0	0	0	-1	0	0	0	0	0
Vitvi07g02896	0	0	0	0	0	0	0	-1	0
Vitvi07g02900	0	-1	0	0	0	0	0	0	0
Vitvi07g02901	0	-1	0	0	0	0	0	0	0
Vitvi07g02920	0	0	0	0	-1	0	0	-1	0
Vitvi07g02979	0	0	-1	0	0	0	0	0	0
Vitvi07g02983	0	-1	0	0	-1	0	0	0	0
Vitvi07g03061	0	0	0	0	0	0	-1	-1	0
Vitvi07g03072	0	0	0	0	0	0	0	-1	0
Vitvi07g03083	-1	0	-1	0	0	-1	0	0	-1
Vitvi07g03086	0	1	1	0	1	0	1	1	1
Vitvi07g03194	1	0	0	0	0	0	0	0	0
Vitvi07g04019	0	0	0	0	0	0	0	-1	0
Vitvi07g04026	0	-1	0	0	0	0	0	0	0
Vitvi07g04040	0	-1	0	0	0	0	0	-1	0
Vitvi07g04101	0	0	0	0	-1	0	0	0	0
Vitvi07g04137	0	0	1	0	0	0	0	0	0
Vitvi07g04159	0	0	0	0	0	0	0	-1	0
Vitvi07g04167	1	1	0	0	0	0	0	0	0
Vitvi07g04204	0	0	0	0	1	1	0	0	0
Vitvi07g04261	0	0	0	0	0	0	0	-1	0
Vitvi07g04268	0	0	0	0	0	0	0	-1	0
Vitvi07g04276	0	0	1	0	0	0	0	0	0
Vitvi07g04337	0	0	0	0	0	0	-1	-1	0
Vitvi07g04338	0	0	0	0	0	0	0	-1	0
Vitvi07g04339	0	0	0	0	-1	0	0	-1	0
Vitvi07g04340	0	0	0	0	-1	0	0	-1	0
Vitvi07g04371	0	0	0	-1	-1	0	-1	-1	0
Vitvi07g04372	0	0	0	0	-1	0	0	-1	0
Vitvi07g04373	0	0	0	0	-1	0	-1	-1	0
Vitvi07g04390	0	0	0	0	0	0	0	-1	0
Vitvi07g04391	0	0	0	0	-1	0	0	0	0
Vitvi07g04398	0	0	0	0	0	0	0	-1	0
Vitvi07g04401	0	0	0	0	0	0	0	-1	0
Vitvi07g04434	0	0	-1	0	0	0	0	0	0
Vitvi07g04438	0	0	0	0	1	0	0	0	0
Vitvi07g04439	0	0	-1	0	0	0	0	0	0
Vitvi07g04462	0	0	0	0	-1	0	0	0	0
Vitvi07g04464	0	0	0	0	0	0	0	-1	0
Vitvi07g04480	0	0	0	0	-1	0	0	-1	0
Vitvi07g04483	0	0	0	0	0	0	0	-1	0
Vitvi07g04521	0	-1	0	0	-1	0	0	-1	0
Vitvi07g04530	0	-1	0	0	-1	0	0	-1	0
Vitvi07g04541	0	-1	0	0	-1	0	0	0	0
Vitvi07g04548	0	0	0	0	0	0	0	-1	0
Vitvi07g04549	0	0	0	0	0	0	0	-1	0
Vitvi07g04553	0	0	0	0	0	0	0	-1	0
Vitvi07g04561	1	0	1	0	1	0	1	1	0
Vitvi07g04568	1	0	0	0	0	0	0	0	0
Vitvi07g04587	0	0	0	0	1	0	0	0	0
Vitvi07g04591	0	0	0	0	1	0	0	1	0
Vitvi07g04612	0	0	1	0	0	0	0	0	0
Vitvi07g04619	0	0	0	0	1	0	0	1	0
Vitvi07g04631	0	-1	0	0	0	0	0	-1	0
Vitvi07g04634	0	-1	0	0	0	0	0	-1	0
Vitvi07g04654	0	0	0	0	0	0	0	-1	0
Vitvi07g04655	0	-1	0	0	-1	0	0	-1	0
Vitvi07g04661	0	0	0	0	0	0	-1	-1	0
Vitvi07g04662	0	0	0	0	0	0	0	-1	0
Vitvi07g04707	0	0	0	0	0	0	0	-1	0
Vitvi08g00019	0	0	0	0	-1	0	0	0	0
Vitvi08g00026	0	0	0	0	1	0	0	0	0
Vitvi08g00041	0	0	0	0	0	0	0	-1	0
Vitvi08g00052	0	-1	0	0	0	0	0	-1	0
Vitvi08g00055	0	0	0	0	0	0	0	-1	0
Vitvi08g00100	0	0	0	0	0	0	0	-1	0
Vitvi08g00117	0	0	0	0	0	0	0	-1	0
Vitvi08g00133	0	-1	0	0	-1	0	0	-1	0
Vitvi08g00175	0	-1	0	0	0	0	0	0	0
Vitvi08g00189	0	0	0	0	-1	0	0	0	0
Vitvi08g00221	0	0	0	0	-1	0	0	0	0
Vitvi08g00222	0	0	0	0	0	0	0	-1	0
Vitvi08g00235	0	0	0	0	-1	0	0	0	0
Vitvi08g00274	0	0	1	0	0	0	0	0	0
Vitvi08g00636	0	0	0	0	-1	0	0	-1	0
Vitvi08g00643	0	0	0	0	0	0	0	-1	0
Vitvi08g00658	0	0	0	0	1	0	0	1	0
Vitvi08g00662	0	0	0	0	-1	0	-1	-1	0
Vitvi08g00673	0	-1	0	0	-1	0	0	0	0
Vitvi08g00700	0	0	1	0	0	0	0	0	0
Vitvi08g00703	1	0	0	0	0	0	0	0	0
Vitvi08g00719	0	0	0	0	0	0	0	-1	0
Vitvi08g00723	1	0	0	0	0	0	0	0	0
Vitvi08g00744	0	0	0	0	0	0	0	1	0
Vitvi08g00768	-1	0	0	0	0	0	0	0	0
Vitvi08g00769	0	0	0	0	-1	0	0	0	0
Vitvi08g00781	0	-1	0	0	-1	0	0	0	0
Vitvi08g00795	0	0	-1	-1	-1	0	0	0	0
Vitvi08g00801	0	0	0	0	0	0	0	-1	0
Vitvi08g00802	0	0	0	0	0	0	0	-1	0
Vitvi08g00803	0	0	1	0	0	0	0	0	0
Vitvi08g00816	0	-1	0	0	0	0	0	0	0
Vitvi08g00819	0	-1	0	0	-1	0	0	0	0
Vitvi08g00820	0	0	0	0	0	0	0	-1	0
Vitvi08g00821	0	0	0	0	0	0	1	0	0
Vitvi08g00825	0	0	0	0	0	0	0	-1	0
Vitvi08g00827	0	0	0	0	0	0	0	-1	0
Vitvi08g00846	0	0	0	1	0	0	0	0	0
Vitvi08g00853	0	0	0	0	0	0	0	-1	0
Vitvi08g00863	0	0	0	0	-1	0	0	-1	0
Vitvi08g00877	0	0	0	0	0	0	0	-1	0
Vitvi08g00883	0	-1	0	0	-1	0	0	-1	0
Vitvi08g00910	0	-1	0	0	0	0	0	0	0
Vitvi08g00911	0	0	0	0	-1	0	0	-1	0
Vitvi08g00940	0	0	0	0	0	0	0	-1	0
Vitvi08g00949	0	-1	0	0	0	0	0	-1	0
Vitvi08g00957	0	0	-1	0	0	0	-1	-1	0
Vitvi08g00958	0	0	0	0	-1	0	0	0	0
Vitvi08g00961	0	-1	0	0	0	0	0	-1	0
Vitvi08g00978	0	-1	0	0	0	0	0	0	0
Vitvi08g01024	0	-1	0	0	0	0	0	-1	0
Vitvi08g01036	0	0	0	1	0	0	0	0	0
Vitvi08g01041	0	0	0	0	0	0	0	-1	0
Vitvi08g01058	0	0	0	0	0	0	0	-1	0
Vitvi08g01073	0	0	1	0	0	0	0	0	0
