	Cult1_0h	Cult1_6h	Cult1_24h	Cult2_0h	Cult2_6h	Cult2_24h	Cult3_0h	Cult3_6h	Cult3_24h
Vitvi13g01537	0	0	0	0	-1	0	0	0	0
Vitvi13g01555	0	0	0	0	-1	0	0	-1	0
Vitvi13g01576	0	-1	0	0	0	0	0	0	0
Vitvi13g01603	0	0	0	0	0	0	0	0	-1
Vitvi13g01608	-1	-1	0	0	0	0	-1	-1	0
Vitvi13g01614	0	-1	0	0	0	0	0	-1	0
Vitvi13g01616	-1	-1	0	0	0	0	-1	-1	0
Vitvi13g01617	0	0	0	0	-1	0	0	0	0
Vitvi13g01622	0	0	0	0	0	0	1	0	0
Vitvi13g01634	-1	0	-1	0	0	0	0	-1	0
Vitvi13g01638	-1	-1	-1	0	0	0	-1	-1	-1
Vitvi13g01676	0	-1	0	0	0	0	0	-1	0
Vitvi13g01684	0	0	0	0	0	0	-1	0	0
Vitvi13g01686	0	-1	0	0	0	0	0	0	0
Vitvi13g01690	0	-1	0	0	0	0	0	-1	0
Vitvi13g01691	0	-1	0	0	0	0	0	-1	0
Vitvi13g01699	0	-1	0	0	-1	0	0	0	0
Vitvi13g01722	0	0	0	0	0	0	0	1	0
Vitvi13g01731	0	0	0	0	-1	0	0	0	0
Vitvi13g01760	0	0	0	0	0	0	0	-1	0
Vitvi13g01764	1	0	0	0	0	0	0	0	0
Vitvi13g01773	0	0	0	0	-1	0	0	0	0
Vitvi13g01796	0	0	0	0	1	0	0	0	0
Vitvi13g01818	0	0	0	0	0	0	0	1	0
Vitvi13g01839	0	0	-1	0	0	0	0	0	0
Vitvi13g01849	0	0	0	0	0	0	0	-1	0
Vitvi13g01851	0	0	0	0	0	0	0	-1	0
Vitvi13g01852	0	0	0	0	0	0	0	-1	0
Vitvi13g01855	0	0	0	0	-1	0	0	-1	0
Vitvi13g01857	0	0	1	0	0	0	0	0	1
Vitvi13g01862	0	0	0	0	0	0	0	-1	0
Vitvi13g01882	0	0	0	0	0	0	0	-1	0
Vitvi13g01889	1	0	0	0	0	0	1	1	0
Vitvi13g01903	0	0	0	0	0	0	-1	-1	0
Vitvi13g01913	0	0	0	0	0	0	0	-1	0
Vitvi13g01932	0	0	1	0	0	0	-1	-1	0
Vitvi13g01942	0	0	0	0	0	0	0	-1	0
Vitvi13g01949	0	0	0	0	0	0	0	-1	0
Vitvi13g01977	1	0	0	0	0	0	0	0	0
Vitvi13g01980	1	0	0	0	0	0	0	0	0
Vitvi13g01981	1	0	0	0	0	0	0	0	0
Vitvi13g01984	-1	-1	-1	0	0	0	-1	-1	-1
Vitvi13g01998	0	0	1	0	0	0	0	0	0
Vitvi13g02005	0	-1	0	0	-1	0	-1	-1	0
Vitvi13g02006	0	-1	0	0	-1	0	0	-1	0
Vitvi13g02008	0	0	0	0	-1	0	0	0	0
Vitvi13g02009	0	0	0	0	-1	0	0	0	0
Vitvi13g02024	0	0	1	0	0	0	0	0	1
Vitvi13g02028	0	0	0	0	0	0	0	0	1
Vitvi13g02046	1	0	0	0	0	0	0	0	0
Vitvi13g02053	0	0	0	0	0	0	0	1	0
Vitvi13g02066	0	0	0	0	-1	0	0	-1	0
Vitvi13g02083	-1	0	0	0	0	0	-1	-1	0
Vitvi13g02104	0	0	0	0	0	0	0	-1	0
Vitvi13g02105	0	0	1	0	0	0	0	0	0
Vitvi13g02110	0	0	0	0	-1	0	0	0	0
Vitvi13g02189	0	0	1	0	-1	0	0	0	1
Vitvi13g02222	0	0	0	0	0	0	0	0	-1
Vitvi13g02246	0	0	0	0	1	0	0	0	0
Vitvi13g02251	0	0	0	0	0	0	0	0	1
Vitvi13g02285	0	0	0	0	1	0	1	1	0
Vitvi13g02309	0	0	0	0	-1	0	0	-1	0
Vitvi13g02332	0	0	1	0	0	0	0	0	0
Vitvi13g02344	0	0	0	0	0	0	0	-1	-1
Vitvi13g02351	0	0	1	0	0	0	0	0	1
Vitvi13g02354	-1	0	0	0	0	0	0	-1	-1
Vitvi13g02360	0	0	0	0	0	0	0	-1	0
Vitvi13g02413	0	0	0	0	-1	0	0	-1	0
Vitvi13g02416	0	0	0	0	0	0	0	-1	0
Vitvi13g02475	0	0	-1	0	0	0	0	-1	0
Vitvi13g02487	0	0	0	0	1	0	0	0	0
Vitvi13g02488	0	0	0	0	0	0	0	-1	0
Vitvi13g02493	0	0	0	0	0	0	0	-1	0
Vitvi13g02497	0	0	1	0	0	0	0	0	0
Vitvi13g02515	0	0	0	0	0	0	0	-1	0
Vitvi13g02538	0	0	0	0	1	0	0	0	0
Vitvi13g02551	0	0	0	0	1	0	0	1	0
Vitvi13g02553	0	0	0	0	1	0	0	0	0
Vitvi13g02560	0	0	0	0	0	0	-1	-1	0
Vitvi13g02574	0	0	-1	0	0	0	0	0	0
Vitvi13g02589	0	0	-1	0	0	0	0	0	0
Vitvi13g04005	0	0	1	0	0	0	0	-1	0
Vitvi13g04038	0	-1	0	0	0	0	0	-1	0
Vitvi13g04041	0	-1	0	0	-1	0	0	0	0
Vitvi13g04059	0	0	0	0	0	0	0	-1	0
Vitvi13g04074	0	0	0	0	0	0	0	1	0
Vitvi13g04086	0	-1	0	0	-1	0	0	0	0
Vitvi13g04144	0	0	1	0	0	0	0	0	0
Vitvi13g04171	0	-1	0	0	0	0	0	0	0
Vitvi13g04184	1	0	0	0	0	0	0	0	0
Vitvi13g04209	0	0	0	0	0	0	0	-1	0
Vitvi13g04210	0	0	0	0	0	0	0	0	-1
Vitvi13g04231	0	-1	-1	0	-1	0	0	-1	-1
Vitvi13g04233	0	0	0	0	0	0	0	-1	-1
Vitvi13g04261	-1	0	0	0	0	0	0	0	0
Vitvi13g04267	0	0	-1	0	0	0	0	0	0
Vitvi13g04289	-1	0	0	0	0	0	-1	-1	0
Vitvi13g04325	0	0	0	-1	-1	0	0	0	0
Vitvi13g04329	0	0	0	0	-1	0	0	0	0
Vitvi13g04337	0	0	0	0	-1	0	0	0	0
Vitvi13g04338	0	0	1	0	-1	0	0	0	1
Vitvi13g04346	0	0	1	0	0	0	0	0	0
Vitvi13g04363	0	0	0	0	-1	0	0	0	0
Vitvi13g04369	0	0	0	0	-1	0	0	0	0
Vitvi13g04370	0	0	0	0	-1	0	0	0	0
Vitvi13g04378	0	0	0	0	0	0	0	-1	0
Vitvi13g04406	0	0	0	0	0	0	0	0	1
Vitvi13g04421	0	0	1	0	0	0	0	0	1
Vitvi13g04423	0	0	0	0	0	0	0	0	1
Vitvi13g04442	0	0	0	0	0	0	0	0	1
Vitvi13g04443	0	0	0	0	0	0	1	0	0
Vitvi13g04446	1	0	0	0	0	0	0	0	0
Vitvi13g04453	0	0	0	0	0	0	0	-1	0
Vitvi13g04465	0	0	0	0	0	0	0	-1	0
Vitvi13g04468	0	0	0	0	0	0	0	-1	0
Vitvi13g04473	0	0	0	0	0	0	0	-1	0
Vitvi13g04506	0	0	1	0	0	0	0	0	1
Vitvi13g04521	0	0	0	0	0	0	0	-1	0
Vitvi13g04527	0	0	0	0	0	0	0	-1	0
Vitvi13g04528	-1	0	0	0	0	0	-1	-1	-1
Vitvi13g04529	-1	0	0	0	0	0	-1	-1	-1
Vitvi13g04536	0	-1	0	0	0	0	-1	-1	0
Vitvi13g04537	0	0	0	0	0	0	0	-1	-1
Vitvi13g04539	0	0	0	0	0	0	0	-1	0
Vitvi13g04540	-1	0	0	0	0	0	-1	-1	0
Vitvi13g04549	0	0	1	0	0	0	0	0	1
Vitvi13g04585	0	0	0	0	1	0	0	0	0
Vitvi13g04612	0	0	0	0	-1	0	0	-1	0
Vitvi13g04626	0	0	0	0	1	0	0	0	0
Vitvi13g04639	0	0	0	0	1	0	0	0	0
Vitvi13g04656	0	0	-1	0	0	0	0	-1	-1
Vitvi13g04663	0	-1	0	0	0	0	0	0	0
Vitvi13g04671	0	0	0	0	-1	0	0	0	0
Vitvi13g04677	0	-1	-1	0	0	0	0	-1	-1
Vitvi13g04696	0	0	0	0	0	0	-1	-1	0
Vitvi13g04698	0	0	0	0	0	0	-1	-1	-1
Vitvi13g04699	0	0	-1	0	0	0	-1	-1	0
Vitvi13g04700	0	0	0	0	0	0	0	-1	0
Vitvi13g04706	-1	-1	-1	0	0	0	-1	-1	-1
Vitvi13g04707	0	0	0	0	0	0	0	-1	0
Vitvi13g04709	0	0	0	0	1	0	0	0	0
Vitvi13g04710	0	0	1	0	0	0	0	0	0
Vitvi13g04713	0	0	-1	0	0	0	0	0	0
Vitvi13g04715	0	0	-1	0	0	0	0	0	0
Vitvi13g04717	0	0	-1	0	0	0	0	0	0
Vitvi13g04735	0	0	0	0	0	0	0	0	-1
Vitvi13g04742	0	0	0	0	-1	0	0	0	0
Vitvi13g04743	0	0	0	0	-1	0	0	0	0
Vitvi13g04744	0	0	1	0	-1	0	0	0	1
Vitvi13g04745	0	-1	0	0	0	0	0	-1	0
Vitvi13g04750	0	-1	0	0	-1	0	0	-1	0
Vitvi13g04774	0	0	0	0	0	0	-1	-1	0
Vitvi13g04777	0	0	0	0	0	0	0	-1	0
Vitvi13g04785	0	-1	0	0	-1	0	-1	-1	0
Vitvi13g04786	0	0	0	0	0	0	-1	-1	0
Vitvi14g00029	0	0	0	0	0	0	0	-1	0
Vitvi14g00040	0	-1	0	0	0	0	0	0	0
Vitvi14g00059	0	-1	0	0	0	0	0	0	0
Vitvi14g00065	0	0	0	0	0	0	-1	-1	0
Vitvi14g00080	0	-1	0	0	0	0	0	0	0
Vitvi14g00093	-1	0	0	0	0	0	0	-1	0
Vitvi14g00109	0	0	-1	0	0	0	0	0	0
Vitvi14g00113	0	0	0	0	0	0	0	-1	0
Vitvi14g00115	0	0	0	0	0	0	0	-1	0
Vitvi14g00118	1	0	0	0	0	0	0	0	0
Vitvi14g00119	-1	0	0	-1	0	0	0	0	0
Vitvi14g00127	0	0	0	0	0	0	0	-1	0
Vitvi14g00146	0	0	0	0	0	0	0	-1	0
Vitvi14g00149	0	0	-1	0	0	0	0	0	0
Vitvi14g00152	0	0	0	1	0	0	0	0	0
Vitvi14g00184	0	-1	0	0	0	0	0	-1	0
Vitvi14g00247	0	0	0	0	-1	0	0	0	0
Vitvi14g00250	0	0	0	0	-1	0	0	0	0
Vitvi14g00268	0	-1	0	0	-1	0	0	-1	0
Vitvi14g00270	0	-1	0	0	0	0	0	0	0
Vitvi14g00282	0	0	0	0	0	0	0	-1	0
Vitvi14g00301	0	0	1	0	0	0	0	0	0
Vitvi14g00303	0	0	-1	0	0	0	0	0	0
Vitvi14g00338	0	0	0	0	-1	0	0	0	0
Vitvi14g00339	0	-1	0	0	0	0	0	0	0
Vitvi14g00405	0	0	0	0	-1	0	0	-1	0
Vitvi14g00434	0	-1	0	0	0	0	0	-1	0
Vitvi14g00438	0	1	0	0	1	0	1	1	0
Vitvi14g00445	0	0	0	0	0	0	-1	-1	0
Vitvi14g00458	0	0	1	0	0	0	0	0	0
Vitvi14g00461	0	0	0	0	0	0	0	-1	0
Vitvi14g00488	0	-1	0	0	-1	0	0	0	0
Vitvi14g00489	0	0	0	0	0	0	0	-1	0
Vitvi14g00511	0	0	1	0	0	0	0	0	0
Vitvi14g00555	0	0	0	0	0	0	0	1	0
Vitvi14g00647	1	0	0	0	0	0	0	0	0
Vitvi14g00668	0	1	1	0	1	0	0	1	0
Vitvi14g00679	0	0	0	0	-1	0	-1	-1	0
Vitvi14g00685	0	0	1	0	0	0	0	0	0
Vitvi14g00775	0	-1	0	0	0	0	0	0	0
Vitvi14g00930	0	0	1	0	0	0	0	0	0
Vitvi14g00973	0	0	0	0	1	0	0	1	0
Vitvi14g00974	0	0	0	0	0	0	0	0	-1
Vitvi14g00994	0	0	0	0	0	0	0	1	0
Vitvi14g01004	0	0	1	0	0	0	0	0	0
Vitvi14g01046	0	0	1	0	0	0	0	-1	0
Vitvi14g01067	0	-1	0	0	-1	0	0	0	0
Vitvi14g01128	0	0	0	0	0	0	0	-1	0
Vitvi14g01141	0	0	0	0	1	0	0	1	0
Vitvi14g01161	0	0	0	0	-1	0	0	0	0
Vitvi14g01174	0	0	1	0	0	0	0	0	0
Vitvi14g01195	0	0	1	0	0	0	0	0	0
Vitvi14g01198	1	0	0	0	0	0	-1	0	0
Vitvi14g01211	0	0	0	0	1	0	0	1	0
Vitvi14g01240	0	-1	0	0	0	0	0	-1	0
Vitvi14g01294	0	-1	0	0	0	0	-1	-1	0
Vitvi14g01301	0	0	0	0	0	0	0	-1	0
Vitvi14g01302	0	0	0	0	0	0	1	1	0
Vitvi14g01318	0	0	-1	0	0	0	0	0	-1
Vitvi14g01327	0	-1	0	0	-1	0	0	0	0
Vitvi14g01350	0	-1	0	0	-1	0	0	0	0
Vitvi14g01353	0	0	0	0	0	0	0	-1	0
Vitvi14g01357	0	0	0	0	-1	0	0	0	0
Vitvi14g01361	0	0	-1	0	0	0	0	0	0
Vitvi14g01367	0	0	0	0	0	0	0	-1	0
Vitvi14g01380	0	0	0	0	0	0	0	-1	0
Vitvi14g01381	0	0	0	0	0	0	0	-1	0
Vitvi14g01404	0	0	0	0	0	0	0	-1	0
Vitvi14g01429	0	0	0	0	-1	0	0	0	0
Vitvi14g01469	-1	-1	0	0	0	0	0	0	0
Vitvi14g01485	0	0	0	0	1	0	0	1	0
Vitvi14g01500	0	0	0	0	0	0	-1	-1	0
Vitvi14g01502	0	-1	0	0	0	0	0	-1	0
Vitvi14g01507	0	0	0	0	0	0	0	-1	0
Vitvi14g01525	0	0	0	0	1	0	0	0	0
Vitvi14g01543	0	-1	0	0	-1	0	0	-1	0
Vitvi14g01560	0	0	0	1	0	0	0	0	0
Vitvi14g01568	0	0	0	0	0	0	0	-1	0
Vitvi14g01575	0	0	0	0	-1	0	0	-1	0
Vitvi14g01581	0	0	0	0	0	0	0	-1	0
Vitvi14g01624	0	0	1	0	0	0	0	0	0
Vitvi14g01641	0	0	0	0	-1	0	0	0	0
Vitvi14g01642	0	0	0	0	-1	0	0	0	0
Vitvi14g01646	0	0	0	0	-1	0	0	0	0
Vitvi14g01653	0	0	0	0	-1	0	0	0	0
Vitvi14g01665	0	0	0	0	-1	0	0	0	0
Vitvi14g01683	0	0	0	0	-1	0	0	0	0
Vitvi14g01688	0	0	1	0	0	0	0	-1	0
Vitvi14g01727	0	0	0	0	0	0	0	-1	0
Vitvi14g01735	0	-1	0	0	0	0	0	-1	0
Vitvi14g01763	0	0	0	0	0	0	-1	-1	0
Vitvi14g01809	0	0	1	0	0	0	0	-1	0
Vitvi14g01811	0	0	0	0	0	0	0	1	0
Vitvi14g01815	0	0	0	0	0	0	0	-1	0
Vitvi14g01819	0	-1	0	0	0	0	0	0	0
Vitvi14g01821	0	-1	0	0	0	0	0	0	0
Vitvi14g01822	0	0	0	0	1	0	0	0	0
Vitvi14g01840	1	0	0	0	0	0	0	0	0
Vitvi14g01841	0	0	0	0	-1	0	0	-1	0
Vitvi14g01858	1	0	0	0	0	0	0	0	0
Vitvi14g01859	1	0	0	0	0	0	0	0	0
Vitvi14g01868	0	0	0	1	0	0	0	0	0
Vitvi14g01897	0	0	-1	0	0	0	0	0	0
Vitvi14g01910	0	0	0	0	0	0	0	-1	0
Vitvi14g01917	1	0	0	0	0	0	0	0	0
Vitvi14g01921	0	0	0	0	0	0	0	-1	0
Vitvi14g01922	0	0	0	0	0	0	0	-1	0
Vitvi14g01926	0	-1	0	0	0	0	-1	-1	0
Vitvi14g01929	0	-1	0	0	-1	0	0	0	0
Vitvi14g01952	0	0	0	0	0	0	0	-1	0
Vitvi14g01953	0	-1	0	0	-1	0	0	0	0
Vitvi14g01960	0	0	0	0	0	0	0	-1	0
Vitvi14g01967	1	0	0	0	0	0	0	0	0
Vitvi14g01977	0	0	0	0	0	0	0	-1	0
Vitvi14g01985	0	0	0	0	0	0	0	1	0
Vitvi14g01987	0	0	0	0	0	0	0	-1	0
Vitvi14g01992	0	0	0	0	-1	0	-1	0	0
Vitvi14g02004	0	0	0	0	0	0	0	1	0
Vitvi14g02006	0	-1	0	0	-1	0	0	0	0
Vitvi14g02010	0	0	0	0	0	0	0	-1	0
Vitvi14g02043	0	-1	0	0	-1	0	0	-1	0
Vitvi14g02469	0	-1	0	0	0	0	0	-1	0
Vitvi14g02489	0	0	0	0	-1	0	0	-1	0
Vitvi14g02490	0	0	0	0	-1	0	0	-1	0
Vitvi14g02493	0	0	0	0	0	0	0	-1	0
Vitvi14g02494	0	0	0	0	0	0	0	-1	0
Vitvi14g02495	0	0	0	0	-1	0	0	-1	0
Vitvi14g02523	0	0	0	0	0	0	0	-1	0
Vitvi14g02559	0	0	0	0	-1	0	0	0	0
Vitvi14g02572	0	0	-1	0	0	0	0	0	0
Vitvi14g02580	0	-1	0	0	-1	0	-1	-1	0
Vitvi14g02582	0	-1	0	0	-1	0	-1	-1	0
Vitvi14g02586	0	0	0	0	-1	0	0	-1	0
Vitvi14g02607	0	0	-1	0	0	0	0	0	-1
Vitvi14g02608	0	0	0	0	0	0	0	0	-1
Vitvi14g02633	0	0	0	0	0	0	-1	0	-1
Vitvi14g02645	0	0	-1	0	0	0	0	0	0
Vitvi14g02659	0	0	0	0	1	0	0	1	0
Vitvi14g02663	0	1	0	0	1	0	1	1	0
Vitvi14g02707	0	1	1	0	0	0	0	1	0
Vitvi14g02757	0	-1	0	0	0	0	0	0	0
Vitvi14g02758	0	0	0	0	0	0	0	-1	0
Vitvi14g02762	0	0	0	0	0	0	0	0	-1
Vitvi14g02829	0	-1	0	0	0	0	0	-1	0
Vitvi14g02836	0	0	-1	0	-1	0	0	0	0
Vitvi14g02857	0	0	-1	0	-1	0	0	0	0
Vitvi14g02869	0	-1	0	0	-1	0	0	-1	0
Vitvi14g02876	0	-1	0	0	0	0	0	-1	0
Vitvi14g02888	0	-1	0	0	-1	0	0	0	0
Vitvi14g02893	0	0	0	0	-1	0	0	0	0
Vitvi14g02912	0	0	0	0	0	0	0	-1	0
Vitvi14g02920	0	0	0	0	0	0	-1	-1	0
Vitvi14g02923	0	-1	0	0	0	0	0	0	0
Vitvi14g02930	0	0	0	0	0	0	-1	-1	0
Vitvi14g02934	0	0	0	0	0	0	0	-1	0
Vitvi14g02935	0	0	-1	0	0	0	0	0	0
Vitvi14g02946	0	-1	0	0	0	0	0	-1	0
Vitvi14g02997	0	0	0	0	-1	0	0	0	0
Vitvi14g03000	0	0	0	0	0	0	0	-1	0
Vitvi14g03015	0	0	1	0	0	0	0	0	0
Vitvi14g03025	0	0	0	0	0	0	0	-1	0
Vitvi14g03033	1	0	0	0	0	0	0	0	0
Vitvi14g03036	0	0	0	0	-1	0	0	-1	0
Vitvi14g03041	0	0	-1	0	0	0	0	-1	-1
Vitvi14g03042	1	0	0	0	0	0	0	-1	0
Vitvi14g03044	0	0	0	0	0	0	0	0	-1
Vitvi14g03052	0	0	-1	0	0	0	0	0	0
Vitvi14g03055	1	0	0	0	0	0	0	0	0
Vitvi14g03056	1	0	0	0	0	0	0	0	0
Vitvi14g03057	1	0	0	0	0	0	0	0	0
Vitvi14g03061	0	0	-1	0	0	0	0	0	0
Vitvi14g03075	1	0	0	0	0	0	0	0	0
Vitvi14g03076	0	1	0	0	1	0	0	1	0
Vitvi14g03078	0	0	0	0	0	0	0	1	0
Vitvi14g03084	0	-1	0	0	0	0	0	0	0
Vitvi14g03092	0	0	0	0	1	0	0	0	0
Vitvi14g04000	0	0	0	0	0	0	0	-1	0
Vitvi14g04030	0	0	0	0	0	0	0	-1	0
Vitvi14g04042	0	0	0	0	0	0	0	-1	0
Vitvi14g04048	0	0	0	0	-1	0	0	0	0
Vitvi14g04148	0	0	0	0	0	0	0	0	-1
Vitvi14g04155	0	-1	0	0	0	0	0	0	0
Vitvi14g04206	0	0	1	0	0	0	0	-1	0
Vitvi14g04211	0	0	1	0	0	0	0	0	0
Vitvi14g04224	0	0	-1	0	0	0	0	0	-1
Vitvi14g04241	0	0	1	0	0	0	0	0	0
Vitvi14g04248	0	0	1	0	0	0	0	0	1
Vitvi14g04255	1	1	1	0	0	0	1	1	0
Vitvi14g04262	0	0	-1	0	-1	0	0	0	0
Vitvi14g04285	0	0	0	0	-1	0	0	0	0
Vitvi14g04301	0	0	0	0	-1	0	0	-1	0
Vitvi14g04387	0	-1	0	0	-1	0	0	-1	0
Vitvi14g04416	0	0	-1	-1	-1	0	0	0	0
Vitvi14g04418	0	0	0	0	0	0	0	-1	0
Vitvi14g04420	1	0	-1	0	0	0	0	0	0
Vitvi14g04428	0	0	1	0	0	0	0	0	0
Vitvi14g04439	0	0	0	0	0	0	-1	-1	0
Vitvi14g04449	1	0	1	0	0	0	0	1	1
Vitvi14g04450	1	0	1	0	0	0	0	0	1
Vitvi14g04456	0	0	0	0	0	0	0	-1	-1
Vitvi14g04477	0	0	1	0	0	0	0	-1	0
Vitvi14g04479	0	0	0	0	0	0	0	0	1
Vitvi14g04481	0	0	0	0	-1	0	0	0	0
Vitvi14g04485	0	0	0	0	1	0	0	0	0
Vitvi14g04494	0	0	0	0	0	0	0	-1	0
Vitvi14g04495	0	-1	0	0	-1	0	0	0	0
Vitvi14g04515	0	0	0	-1	0	0	0	0	0
Vitvi14g04517	0	-1	0	0	0	0	0	0	0
Vitvi14g04524	0	-1	0	0	0	0	0	0	0
Vitvi14g04525	0	-1	0	0	0	0	0	-1	0
Vitvi14g04526	0	-1	0	0	0	0	0	-1	0
Vitvi14g04551	0	0	0	0	0	0	0	-1	0
Vitvi14g04573	0	0	-1	0	0	0	0	0	0
Vitvi14g04588	1	0	1	0	0	0	0	0	0
Vitvi14g04629	0	0	0	0	-1	0	0	0	0
Vitvi14g04632	0	0	0	0	0	0	-1	-1	0
Vitvi14g04653	1	0	0	0	0	0	1	0	0
Vitvi14g04661	0	0	1	0	0	0	0	0	0
Vitvi14g04662	0	0	-1	0	0	-1	0	0	-1
Vitvi14g04673	0	0	1	0	-1	0	0	0	0
Vitvi14g04677	1	0	-1	0	0	0	0	0	0
Vitvi14g04689	0	0	0	0	0	0	1	0	0
Vitvi15g00017	0	0	-1	0	0	0	0	0	0
Vitvi15g00018	0	0	-1	0	0	0	0	0	0
Vitvi15g00071	0	0	0	0	-1	0	0	0	0
Vitvi15g00110	0	0	-1	0	0	0	-1	-1	0
Vitvi15g00248	0	0	0	0	-1	0	0	0	0
Vitvi15g00263	0	0	1	0	1	0	0	0	0
Vitvi15g00298	0	0	0	1	0	0	0	0	0
Vitvi15g00396	0	0	0	0	0	0	0	-1	0
Vitvi15g00406	0	0	0	0	0	0	0	-1	0
Vitvi15g00431	0	0	0	0	0	0	0	-1	0
Vitvi15g00459	0	0	0	0	-1	0	0	-1	0
Vitvi15g00500	0	-1	0	0	0	0	0	0	0
Vitvi15g00528	0	0	0	0	-1	0	0	-1	0
Vitvi15g00537	0	0	0	0	0	0	0	-1	0
Vitvi15g00619	0	-1	0	0	0	0	0	-1	0
Vitvi15g00620	0	0	0	0	0	0	0	-1	0
Vitvi15g00628	0	0	0	0	0	0	0	1	0
Vitvi15g00641	0	-1	0	0	0	0	0	-1	0
Vitvi15g00687	0	0	0	0	-1	0	0	0	0
Vitvi15g00690	0	-1	0	0	0	0	0	-1	0
Vitvi15g00714	0	0	0	0	0	0	0	-1	0
Vitvi15g00721	0	-1	0	0	-1	0	-1	-1	0
Vitvi15g00762	0	-1	0	0	-1	0	0	-1	0
Vitvi15g00767	0	-1	0	0	-1	0	0	-1	0
Vitvi15g00771	0	0	0	0	-1	0	0	-1	0
Vitvi15g00775	0	0	0	0	-1	0	0	0	0
Vitvi15g00787	0	0	-1	0	0	0	0	0	0
Vitvi15g00795	0	0	-1	0	0	0	0	0	0
Vitvi15g00804	0	0	0	0	0	0	0	-1	0
Vitvi15g00805	0	0	0	0	-1	0	0	-1	0
Vitvi15g00811	0	0	0	0	0	0	0	1	0
Vitvi15g00816	0	-1	0	0	0	0	0	0	0
Vitvi15g00835	0	0	0	0	-1	0	0	0	0
Vitvi15g00871	0	0	0	0	0	0	0	1	0
Vitvi15g00885	0	0	0	0	-1	0	-1	0	0
Vitvi15g00888	0	0	0	0	0	0	0	-1	0
Vitvi15g00893	0	-1	0	0	0	0	0	-1	0
Vitvi15g00894	0	0	0	0	0	0	0	-1	0
Vitvi15g00906	0	0	0	0	-1	0	0	-1	0
Vitvi15g00912	0	0	0	0	0	0	0	1	1
Vitvi15g00915	0	0	0	0	0	0	0	-1	0
Vitvi15g00916	0	0	0	0	0	0	-1	-1	0
Vitvi15g00919	0	0	0	0	0	0	-1	-1	0
Vitvi15g00921	0	0	0	0	-1	0	-1	-1	0
Vitvi15g00931	0	0	0	0	0	0	-1	-1	0
Vitvi15g00938	0	0	0	0	-1	0	0	0	0
Vitvi15g00943	0	0	0	0	-1	0	0	0	0
Vitvi15g00947	0	0	0	0	0	0	-1	-1	0
Vitvi15g00960	0	0	0	0	1	0	0	1	0
Vitvi15g00973	0	0	0	0	-1	0	0	-1	0
Vitvi15g00992	0	0	0	1	0	0	0	0	0
Vitvi15g01011	0	0	0	0	0	0	-1	0	0
Vitvi15g01021	0	0	0	1	0	0	0	0	0
Vitvi15g01030	0	0	0	0	-1	0	0	-1	0
Vitvi15g01037	1	0	0	0	0	0	0	0	0
Vitvi15g01050	0	0	0	0	0	0	0	-1	0
Vitvi15g01059	0	0	0	0	0	0	0	1	0
Vitvi15g01073	-1	0	0	0	0	0	0	0	0
Vitvi15g01078	0	-1	0	0	0	0	0	-1	0
Vitvi15g01083	0	0	0	0	1	0	0	1	0
Vitvi15g01084	0	0	0	0	1	0	0	0	0
Vitvi15g01089	0	0	-1	0	0	0	0	0	0
Vitvi15g01110	0	-1	0	0	0	0	0	0	0
Vitvi15g01150	0	0	0	0	-1	0	0	-1	0
Vitvi15g01160	0	0	0	0	0	0	0	-1	0
Vitvi15g01161	0	0	0	0	0	0	0	-1	0
Vitvi15g01178	0	0	0	0	0	0	0	-1	0
Vitvi15g01182	0	0	0	0	0	0	-1	-1	0
Vitvi15g01184	0	0	-1	0	0	0	0	0	0
Vitvi15g01247	0	1	1	0	1	0	1	1	1
Vitvi15g01344	0	0	0	0	0	0	0	-1	0
Vitvi15g01388	0	-1	0	0	-1	0	0	-1	0
Vitvi15g01395	0	0	1	0	0	0	0	0	0
Vitvi15g01434	1	0	0	0	0	0	0	0	0
Vitvi15g01455	0	0	0	0	1	0	0	0	0
Vitvi15g01483	0	0	0	0	-1	0	0	0	0
Vitvi15g01489	0	0	0	0	-1	0	0	0	0
Vitvi15g01496	0	0	0	1	0	0	0	0	0
Vitvi15g01499	0	0	0	0	0	0	1	1	0
Vitvi15g01503	0	0	0	0	0	0	0	-1	0
Vitvi15g01504	0	0	0	0	0	0	0	1	0
Vitvi15g01505	0	0	0	0	1	0	0	0	0
Vitvi15g01514	-1	0	0	0	0	0	0	0	0
Vitvi15g01541	0	0	0	0	0	0	0	-1	-1
Vitvi15g01543	0	0	0	0	0	0	0	-1	-1
Vitvi15g01545	0	0	-1	0	0	0	0	0	0
Vitvi15g01565	0	0	0	0	-1	0	0	0	0
Vitvi15g01574	0	0	0	-1	-1	0	0	0	0
Vitvi15g01605	0	0	-1	0	0	0	0	0	0
Vitvi15g01606	0	0	-1	0	0	0	0	0	0
Vitvi15g01617	0	0	0	0	0	0	1	0	0
Vitvi15g01618	0	0	-1	0	0	0	0	0	-1
Vitvi15g01629	0	0	0	0	0	0	-1	-1	0
Vitvi15g01639	0	1	0	0	1	0	0	1	0
Vitvi15g01646	0	0	0	0	-1	0	0	-1	0
Vitvi15g01663	0	0	-1	0	0	0	0	0	0
Vitvi15g01667	0	0	1	0	0	0	0	0	0
Vitvi15g01686	0	1	1	0	0	0	0	1	0
Vitvi15g01687	0	0	0	0	0	0	-1	-1	0
Vitvi15g01693	0	0	0	0	0	0	0	-1	0
