"gene","module_size","spearman_rho","pvalue","padj_bonferroni","padj_BH","selected_bonferroni"
"Vitvi00g04411",3,-0.157468170740073,0.359035032976137,1,0.365427991161015,FALSE
"Vitvi00g04412",4,-0.11125921255614,0.518275138427944,1,0.523788703730369,FALSE
"Vitvi00g04449",102,-0.750289519408583,1.37448227308175e-07,0.000927088293193644,7.28270458125407e-07,TRUE
"Vitvi00g04463",4,0.0588268940247865,0.733254080518732,1,0.736968972299039,FALSE
"Vitvi00g04469",49,0.510885369729709,0.00145288586363364,1,0.00242867785630952,FALSE
"Vitvi00g04498",25,-0.816811769737353,1.23759826433008e-09,8.34760029290642e-06,1.90150348357777e-08,TRUE
"Vitvi00g04499",17,-0.696953156881121,2.33275231669689e-06,0.0157344143761205,8.22499444648224e-06,TRUE
"Vitvi00g04500",35,-0.816811769737353,1.23759826433008e-09,8.34760029290642e-06,1.90150348357777e-08,TRUE
"Vitvi00g04501",26,0.816811769737353,1.23759826433005e-09,8.34760029290621e-06,1.90150348357777e-08,TRUE
"Vitvi00g04505",15,0.0648398350106183,0.707136279793297,1,0.711354840746575,FALSE
"Vitvi00g04507",14,-0.637291797148107,2.91799556594364e-05,0.196818800922898,7.7640552632307e-05,FALSE
"Vitvi00g04508",8,0.163643393122037,0.340256556534442,1,0.34668134045692,FALSE
"Vitvi00g04509",34,0.614434627005383,6.70579321707088e-05,0.452305752491431,0.000158524366366482,FALSE
"Vitvi00g04522",4,-0.507121557730621,0.00159627566588517,1,0.00264412558113837,FALSE
"Vitvi00g04557",100,-0.420850064886269,0.010590608809886,1,0.0131991235075169,FALSE
"Vitvi00g04563",29,-0.537084619459437,0.000731709404133355,1,0.00129605565411751,FALSE
"Vitvi00g04564",114,-0.614426869139345,6.70761366360175e-05,0.452428541609938,0.000158524366366482,FALSE
"Vitvi00g04567",3,-0.609132556216191,8.05930710257105e-05,0.543600264068417,0.000186292071305146,FALSE
"Vitvi00g04570",12,-0.478898349698169,0.00312849885508842,1,0.00453410502311375,FALSE
"Vitvi00g04584",7,-0.621020517220921,5.31178372667076e-05,0.358279812363943,0.000129436348397378,FALSE
"Vitvi00g04594",5,0.644682737695449,2.19739245491306e-05,0.148214121083886,6.03723507470004e-05,FALSE
"Vitvi00g04598",39,-0.750289519408583,1.37448227308175e-07,0.000927088293193644,7.28270458125407e-07,TRUE
"Vitvi00g04602",18,-0.796837019063017,6.09467731187234e-09,4.11085984685789e-05,6.56686876494871e-08,TRUE
"Vitvi00g04610",10,-0.416827510782546,0.0114392506999706,1,0.0142121469831095,FALSE
"Vitvi00g04617",15,0.340590246486472,0.0420883414966098,1,0.0468613178267799,FALSE
"Vitvi00g04625",26,0.832547156274335,3.05854429370815e-10,2.06298812610615e-06,6.99318008849553e-09,TRUE
"Vitvi00g04629",8,-0.0717496003334175,0.677526151858529,1,0.681669733634513,FALSE
"Vitvi00g04632",4,-0.646642651042071,2.03561248738775e-05,0.137302062274304,5.80803985931911e-05,FALSE
"Vitvi00g04634",40,0.816811769737353,1.23759826433005e-09,8.34760029290621e-06,1.90150348357777e-08,TRUE
"Vitvi00g04636",33,0.760088730172259,7.5624164511901e-08,0.000510084989632772,5.43800628606367e-07,TRUE
"Vitvi00g04664",3,0.380272881767113,0.0221479552944204,1,0.0258590892263919,FALSE
"Vitvi00g04671",7,-0.126592058830255,0.461904702445306,1,0.467519090335172,FALSE
"Vitvi00g04688",41,-0.78614122014942,1.33370290085775e-08,8.99582606628556e-05,1.25815749178819e-07,TRUE
"Vitvi00g04696",503,-0.750289519408583,1.37448227308175e-07,0.000927088293193644,7.28270458125407e-07,TRUE
"Vitvi00g04704",94,-0.750289519408583,1.37448227308175e-07,0.000927088293193644,7.28270458125407e-07,TRUE
"Vitvi00g04705",23,-0.707062962734838,1.43083923232176e-06,0.0096510106220103,5.31443316189995e-06,TRUE
"Vitvi00g04706",65,-0.750289519408583,1.37448227308175e-07,0.000927088293193644,7.28270458125407e-07,TRUE
"Vitvi00g04707",27,0.756614516614135,9.37637791162503e-08,0.000632436690139108,6.48653015527292e-07,TRUE
"Vitvi00g04709",123,-0.399763329747389,0.0157086040667145,1,0.0189238318324682,FALSE
"Vitvi00g04728",38,0.816811769737353,1.23759826433005e-09,8.34760029290621e-06,1.90150348357777e-08,TRUE
"Vitvi00g04731",28,-0.246236222556601,0.147707946982258,1,0.154679413506495,FALSE
"Vitvi00g04737",63,-0.750289519408583,1.37448227308175e-07,0.000927088293193644,7.28270458125407e-07,TRUE
