"gene","Rpv12_pattern","Rpv12_1_pattern","Rpv12_1_3_pattern","combined_pattern"
"Vitvi06g01532","UEE","UEE","EEU","UEE|UEE|EEU"
"Vitvi06g01536","EEE","EEE","DDD","EEE|EEE|DDD"
"Vitvi06g01537","DEE","EEE","EEE","DEE|EEE|EEE"
"Vitvi06g01539","EEE","UEE","UUU","EEE|UEE|UUU"
"Vitvi06g01543","UED","UEE","EEE","UED|UEE|EEE"
"Vitvi06g01546","EEE","EEE","DEE","EEE|EEE|DEE"
"Vitvi06g01549","UEU","EEU","EEE","UEU|EEU|EEE"
"Vitvi06g01556","EEE","UEE","DDD","EEE|UEE|DDD"
"Vitvi06g01559","UEE","EEE","EDD","UEE|EEE|EDD"
"Vitvi06g01569","EEE","EUE","EEE","EEE|EUE|EEE"
"Vitvi06g01574","UEE","EED","DDD","UEE|EED|DDD"
"Vitvi06g01575","UEE","UEE","EDD","UEE|UEE|EDD"
"Vitvi06g01590","EED","EEE","EEE","EED|EEE|EEE"
"Vitvi06g01593","UEE","UEE","EDE","UEE|UEE|EDE"
"Vitvi06g01594","UED","UEE","DDE","UED|UEE|DDE"
"Vitvi06g01596","UEE","UEE","DDD","UEE|UEE|DDD"
"Vitvi06g01597","UEE","EED","EED","UEE|EED|EED"
"Vitvi06g01598","UED","EED","EDD","UED|EED|EDD"
"Vitvi06g01599","EED","EED","EUE","EED|EED|EUE"
"Vitvi06g01600","EEE","UEE","EEE","EEE|UEE|EEE"
"Vitvi06g01601","EEE","UED","EUE","EEE|UED|EUE"
"Vitvi06g01602","EEU","UEE","EEE","EEU|UEE|EEE"
"Vitvi06g01603","EED","EED","EUD","EED|EED|EUD"
"Vitvi06g01605","EEE","UED","EEE","EEE|UED|EEE"
"Vitvi06g01606","UEE","EEE","EEE","UEE|EEE|EEE"
"Vitvi06g01607","DDE","DDE","DDE","DDE|DDE|DDE"
"Vitvi06g01608","EEE","DEE","EEE","EEE|DEE|EEE"
"Vitvi06g01613","EEE","UEE","EEE","EEE|UEE|EEE"
"Vitvi06g01618","DEE","EEE","DDD","DEE|EEE|DDD"
"Vitvi06g01622","EEE","EEE","EUE","EEE|EEE|EUE"
"Vitvi06g01635","DED","EEE","EEE","DED|EEE|EEE"
"Vitvi06g01637","EED","DDD","DDD","EED|DDD|DDD"
"Vitvi06g01647","UEE","UEE","EEE","UEE|UEE|EEE"
"Vitvi06g01648","UEE","EEE","EDD","UEE|EEE|EDD"
"Vitvi06g01658","EEE","EEE","DEE","EEE|EEE|DEE"
"Vitvi06g01665","EDE","EEE","EEE","EDE|EEE|EEE"
"Vitvi06g01667","EEE","EEE","DDE","EEE|EEE|DDE"
"Vitvi06g01673","EEE","EEE","EED","EEE|EEE|EED"
"Vitvi06g01678","UEE","UEE","EEE","UEE|UEE|EEE"
"Vitvi06g01682","EEE","EUU","EUE","EEE|EUU|EUE"
"Vitvi06g01689","EUE","EUU","UUU","EUE|EUU|UUU"
"Vitvi06g01690","DEE","EEE","EEE","DEE|EEE|EEE"
"Vitvi06g01693","DEE","EEE","EEE","DEE|EEE|EEE"
"Vitvi06g01695","EEE","EEE","EED","EEE|EEE|EED"
"Vitvi06g01718","EEE","EUE","UUE","EEE|EUE|UUE"
"Vitvi06g01723","EEE","EEU","EEE","EEE|EEU|EEE"
"Vitvi06g01725","DDD","EDD","DDD","DDD|EDD|DDD"
"Vitvi06g01727","EEE","EEE","EUE","EEE|EEE|EUE"
"Vitvi06g01737","EEE","DEE","EEE","EEE|DEE|EEE"
"Vitvi06g01739","DEE","DEE","EEE","DEE|DEE|EEE"
"Vitvi06g01743","DEE","DEE","EEE","DEE|DEE|EEE"
"Vitvi06g01746","EEE","EEE","UEE","EEE|EEE|UEE"
"Vitvi06g01753","DED","EEE","EEE","DED|EEE|EEE"
"Vitvi06g01762","DUD","EUE","EUE","DUD|EUE|EUE"
"Vitvi06g01781","DEE","DED","EEE","DEE|DED|EEE"
"Vitvi06g01819","EED","EEE","EEE","EED|EEE|EEE"
"Vitvi06g01821","UEE","EEE","EEE","UEE|EEE|EEE"
"Vitvi06g01830","UEE","UEE","EDD","UEE|UEE|EDD"
"Vitvi06g01839","EEE","EED","EED","EEE|EED|EED"
"Vitvi06g01846","EED","EEE","EEE","EED|EEE|EEE"
"Vitvi06g01847","EDE","EEE","DDD","EDE|EEE|DDD"
"Vitvi06g01850","EEE","EEU","EUU","EEE|EEU|EUU"
"Vitvi06g01856","EDE","EEE","EEE","EDE|EEE|EEE"
"Vitvi06g01858","EEE","EEE","EEU","EEE|EEE|EEU"
"Vitvi06g01873","UEE","EEE","EEE","UEE|EEE|EEE"
"Vitvi06g01878","EEE","EEE","DDE","EEE|EEE|DDE"
"Vitvi06g01887","EEE","EDE","EEE","EEE|EDE|EEE"
"Vitvi06g01910","UEE","EEE","EDE","UEE|EEE|EDE"
"Vitvi06g01911","DEE","EDD","DDD","DEE|EDD|DDD"
"Vitvi06g01917","UED","UED","EED","UED|UED|EED"
"Vitvi06g01924","UEE","UDE","DEE","UEE|UDE|DEE"
"Vitvi06g01930","UEE","UEE","DDD","UEE|UEE|DDD"
"Vitvi06g01933","EEE","EDE","DDE","EEE|EDE|DDE"
"Vitvi06g01937","UEE","EEE","DDD","UEE|EEE|DDD"
"Vitvi06g01944","DED","DED","DED","DED|DED|DED"
"Vitvi06g01945","EDE","EEE","DDD","EDE|EEE|DDD"
"Vitvi06g01946","EEE","UEE","EED","EEE|UEE|EED"
"Vitvi06g01949","EUD","EUE","UUE","EUD|EUE|UUE"
"Vitvi06g01950","EED","EEE","EEE","EED|EEE|EEE"
"Vitvi06g01954","UEE","EEE","EDE","UEE|EEE|EDE"
"Vitvi06g01963","EEE","EEE","DEE","EEE|EEE|DEE"
"Vitvi06g01965","DEE","EEE","DDD","DEE|EEE|DDD"
"Vitvi06g01968","EED","EEE","EEE","EED|EEE|EEE"
"Vitvi06g04005","EDE","EEE","EEE","EDE|EEE|EEE"
"Vitvi06g04006","EEE","EEE","DDE","EEE|EEE|DDE"
"Vitvi06g04011","UUE","EED","EEE","UUE|EED|EEE"
"Vitvi06g04012","EEE","EED","EEE","EEE|EED|EEE"
"Vitvi06g04015","UEE","UEE","DDD","UEE|UEE|DDD"
"Vitvi06g04017","EEE","EEE","EEU","EEE|EEE|EEU"
"Vitvi06g04021","EEU","EEU","EEU","EEU|EEU|EEU"
"Vitvi06g04022","EEU","EEU","EEE","EEU|EEU|EEE"
"Vitvi06g04029","EEE","EED","DED","EEE|EED|DED"
"Vitvi06g04030","EED","EED","EED","EED|EED|EED"
"Vitvi06g04032","EED","DEE","DED","EED|DEE|DED"
"Vitvi06g04033","UEE","EEE","EDE","UEE|EEE|EDE"
"Vitvi06g04042","EED","EEE","EEE","EED|EEE|EEE"
"Vitvi06g04048","UUU","UUU","UUU","UUU|UUU|UUU"
"Vitvi06g04049","EEU","EEU","EEU","EEU|EEU|EEU"
"Vitvi06g04051","UUU","UUU","UUU","UUU|UUU|UUU"
"Vitvi06g04053","EDE","EEE","EEE","EDE|EEE|EEE"
"Vitvi06g04057","EDE","EDE","EED","EDE|EDE|EED"
"Vitvi06g04058","EEE","UEE","EDE","EEE|UEE|EDE"
"Vitvi06g04060","EED","EEE","EEE","EED|EEE|EEE"
"Vitvi06g04062","EEE","UEE","EEE","EEE|UEE|EEE"
"Vitvi06g04066","EED","EED","EED","EED|EED|EED"
"Vitvi06g04067","UEE","EEE","EEE","UEE|EEE|EEE"
"Vitvi06g04071","EEE","EED","EEE","EEE|EED|EEE"
"Vitvi06g04085","EEE","DEE","EEE","EEE|DEE|EEE"
"Vitvi06g04089","EEE","EEU","EDE","EEE|EEU|EDE"
"Vitvi06g04091","EEE","EED","EED","EEE|EED|EED"
"Vitvi06g04092","UEE","UEE","DDD","UEE|UEE|DDD"
"Vitvi06g04093","EDE","EEE","EEE","EDE|EEE|EEE"
"Vitvi06g04094","EEE","EEE","EEU","EEE|EEE|EEU"
"Vitvi06g04097","EEE","EEE","EEU","EEE|EEE|EEU"
"Vitvi06g04099","EDE","EEE","EDE","EDE|EEE|EDE"
"Vitvi06g04113","EUE","EUE","UUE","EUE|EUE|UUE"
"Vitvi06g04116","EUE","UUE","EEE","EUE|UUE|EEE"
"Vitvi06g04118","DDD","EEE","DDD","DDD|EEE|DDD"
"Vitvi06g04119","EEE","UUU","UUE","EEE|UUU|UUE"
"Vitvi06g04121","DDD","EEE","DDD","DDD|EEE|DDD"
"Vitvi06g04122","EEE","EEE","UEE","EEE|EEE|UEE"
"Vitvi06g04123","EEU","EEE","EEE","EEU|EEE|EEE"
"Vitvi06g04128","EEU","EEU","EEE","EEU|EEU|EEE"
"Vitvi06g04129","UEU","UUU","UEE","UEU|UUU|UEE"
"Vitvi06g04134","UDE","UEE","EDE","UDE|UEE|EDE"
"Vitvi06g04138","DEE","DEE","EEE","DEE|DEE|EEE"
"Vitvi06g04156","EDE","EEU","EDE","EDE|EEU|EDE"
"Vitvi06g04163","EEE","EEE","EED","EEE|EEE|EED"
"Vitvi06g04164","EEE","EEE","EEU","EEE|EEE|EEU"
"Vitvi06g04171","EEE","DEE","EEE","EEE|DEE|EEE"
"Vitvi06g04172","EEE","DEE","EEE","EEE|DEE|EEE"
"Vitvi06g04173","DEE","DDD","DDD","DEE|DDD|DDD"
"Vitvi06g04177","DEE","EEE","EEE","DEE|EEE|EEE"
"Vitvi06g04184","DEE","EEE","EEE","DEE|EEE|EEE"
"Vitvi06g04186","EEE","EEE","EUE","EEE|EEE|EUE"
"Vitvi06g04187","EED","EEE","EEE","EED|EEE|EEE"
"Vitvi06g04190","UEU","UEE","EDE","UEU|UEE|EDE"
"Vitvi06g04195","EED","EEE","EEE","EED|EEE|EEE"
"Vitvi06g04207","EEE","EEU","EEE","EEE|EEU|EEE"
"Vitvi06g04208","DDE","DEE","EEE","DDE|DEE|EEE"
"Vitvi06g04209","DEE","EEU","EEU","DEE|EEU|EEU"
"Vitvi06g04210","DEE","DEE","EEE","DEE|DEE|EEE"
"Vitvi06g04211","DEE","DEE","EEE","DEE|DEE|EEE"
"Vitvi06g04213","EEU","EEE","EEE","EEU|EEE|EEE"
"Vitvi06g04224","EEE","DEE","EEE","EEE|DEE|EEE"
"Vitvi06g04226","EEE","EUE","EUE","EEE|EUE|EUE"
"Vitvi06g04227","EEU","EEE","EUE","EEU|EEE|EUE"
"Vitvi06g04228","EEU","EEE","EEE","EEU|EEE|EEE"
"Vitvi06g04231","UUU","EUU","UUU","UUU|EUU|UUU"
"Vitvi06g04249","EEE","DDD","EEE","EEE|DDD|EEE"
"Vitvi06g04250","EEE","DDD","EEE","EEE|DDD|EEE"
"Vitvi06g04251","EEE","EEU","EEE","EEE|EEU|EEE"
"Vitvi06g04254","EEE","DEE","EEE","EEE|DEE|EEE"
"Vitvi06g04257","DEE","DDD","DDD","DEE|DDD|DDD"
"Vitvi06g04266","UEE","EEE","EEE","UEE|EEE|EEE"
"Vitvi06g04277","EEE","DEE","EEE","EEE|DEE|EEE"
"Vitvi06g04301","DEE","EEE","EEE","DEE|EEE|EEE"
"Vitvi06g04309","EEE","EEE","UUE","EEE|EEE|UUE"
"Vitvi06g04312","EEE","EEU","UUU","EEE|EEU|UUU"
"Vitvi06g04333","EED","EEE","EUU","EED|EEE|EUU"
"Vitvi06g04334","EEE","EEE","EUU","EEE|EEE|EUU"
"Vitvi06g04339","UEE","EEU","EEU","UEE|EEU|EEU"
"Vitvi06g04344","EEU","EEU","EEE","EEU|EEU|EEE"
"Vitvi06g04346","EEE","EEE","EED","EEE|EEE|EED"
"Vitvi06g04356","EEU","EEE","EEE","EEU|EEE|EEE"
"Vitvi06g04368","EEE","DDE","DDE","EEE|DDE|DDE"
"Vitvi06g04387","UED","UED","UUE","UED|UED|UUE"
"Vitvi06g04399","EEE","EEU","EEE","EEE|EEU|EEE"
"Vitvi06g04405","UEE","EEE","EEE","UEE|EEE|EEE"
"Vitvi06g04412","EEE","EDE","EDE","EEE|EDE|EDE"
"Vitvi06g04414","EEE","EEE","UUE","EEE|EEE|UUE"
"Vitvi06g04423","EEE","DEE","EEE","EEE|DEE|EEE"
"Vitvi06g04428","EEE","EEE","EUE","EEE|EEE|EUE"
"Vitvi06g04429","EEE","EEE","UEE","EEE|EEE|UEE"
"Vitvi06g04430","EEE","EEE","EUE","EEE|EEE|EUE"
"Vitvi07g00011","DEE","EEE","EEE","DEE|EEE|EEE"
"Vitvi07g00012","DED","DEE","EUE","DED|DEE|EUE"
"Vitvi07g00021","EEE","EED","EEE","EEE|EED|EEE"
"Vitvi07g00029","DED","EUE","EUE","DED|EUE|EUE"
"Vitvi07g00035","EEE","EEE","EDE","EEE|EEE|EDE"
"Vitvi07g00039","EED","EEE","EEE","EED|EEE|EEE"
"Vitvi07g00040","EEE","UEE","EEE","EEE|UEE|EEE"
"Vitvi07g00041","EEE","EDD","EEE","EEE|EDD|EEE"
"Vitvi07g00055","EEE","UEE","EEE","EEE|UEE|EEE"
"Vitvi07g00060","UEE","UEE","EEE","UEE|UEE|EEE"
"Vitvi07g00064","UEE","UEE","DDD","UEE|UEE|DDD"
"Vitvi07g00068","EED","EEE","EEE","EED|EEE|EEE"
"Vitvi07g00069","EEE","EEE","EDE","EEE|EEE|EDE"
"Vitvi07g00071","UEE","EEE","EEE","UEE|EEE|EEE"
"Vitvi07g00078","EEE","DEE","EEE","EEE|DEE|EEE"
"Vitvi07g00080","EEU","EDE","EEE","EEU|EDE|EEE"
"Vitvi07g00085","UEE","EEE","EEE","UEE|EEE|EEE"
"Vitvi07g00090","EEE","EEE","EED","EEE|EEE|EED"
"Vitvi07g00091","UEU","EEE","EEE","UEU|EEE|EEE"
"Vitvi07g00096","EEU","DDE","DEE","EEU|DDE|DEE"
"Vitvi07g00105","UEU","EEE","DEE","UEU|EEE|DEE"
"Vitvi07g00114","EEE","UEE","EEE","EEE|UEE|EEE"
"Vitvi07g00117","EEE","EUU","EEU","EEE|EUU|EEU"
"Vitvi07g00123","EEU","EEE","DDE","EEU|EEE|DDE"
"Vitvi07g00125","EEU","DEE","EEE","EEU|DEE|EEE"
"Vitvi07g00127","DEE","EEE","EEE","DEE|EEE|EEE"
"Vitvi07g00128","EEE","EEE","EED","EEE|EEE|EED"
"Vitvi07g00130","EED","EEE","EEE","EED|EEE|EEE"
"Vitvi07g00136","EEE","EEE","DEE","EEE|EEE|DEE"
"Vitvi07g00140","EEE","UEU","EEE","EEE|UEU|EEE"
"Vitvi07g00141","EEU","EEU","EEE","EEU|EEU|EEE"
"Vitvi07g00142","DED","EEE","EEE","DED|EEE|EEE"
"Vitvi07g00146","EEE","EED","EEE","EEE|EED|EEE"
"Vitvi07g00151","EED","EEE","EED","EED|EEE|EED"
"Vitvi07g00154","EED","EED","EEE","EED|EED|EEE"
"Vitvi07g00164","DEE","EEE","EEU","DEE|EEE|EEU"
"Vitvi07g00174","EEE","EEE","EDE","EEE|EEE|EDE"
"Vitvi07g00176","DEE","EEE","EEE","DEE|EEE|EEE"
"Vitvi07g00181","EEE","UEE","EDD","EEE|UEE|EDD"
"Vitvi07g00187","EEE","EEE","DDE","EEE|EEE|DDE"
"Vitvi07g00188","UEE","EDE","EEE","UEE|EDE|EEE"
"Vitvi07g00190","EEE","EEE","EDD","EEE|EEE|EDD"
"Vitvi07g00198","EEE","DEE","EEE","EEE|DEE|EEE"
"Vitvi07g00202","UEE","UEE","EEE","UEE|UEE|EEE"
"Vitvi07g00203","EEE","EED","EEE","EEE|EED|EEE"
"Vitvi07g00207","EED","EEE","UUE","EED|EEE|UUE"
"Vitvi07g00209","DEE","EEE","EEE","DEE|EEE|EEE"
"Vitvi07g00213","UEE","EEE","DDD","UEE|EEE|DDD"
"Vitvi07g00217","EED","EEE","UUU","EED|EEE|UUU"
"Vitvi07g00219","EEE","EEE","EED","EEE|EEE|EED"
"Vitvi07g00226","DEE","EEE","EEE","DEE|EEE|EEE"
"Vitvi07g00236","EEU","DEE","EEE","EEU|DEE|EEE"
"Vitvi07g00237","EEE","EEU","EEU","EEE|EEU|EEU"
"Vitvi07g00242","DEE","EUU","EEE","DEE|EUU|EEE"
"Vitvi07g00243","EEE","EEE","EDD","EEE|EEE|EDD"
"Vitvi07g00248","EEE","EEE","EDE","EEE|EEE|EDE"
"Vitvi07g00251","EED","EUE","EUE","EED|EUE|EUE"
"Vitvi07g00255","UEE","EEE","EEE","UEE|EEE|EEE"
"Vitvi07g00256","EEE","EEE","EEU","EEE|EEE|EEU"
"Vitvi07g00260","EEE","EEE","DDD","EEE|EEE|DDD"
"Vitvi07g00283","EDD","EEE","DDE","EDD|EEE|DDE"
"Vitvi07g00293","EED","EEU","DDE","EED|EEU|DDE"
"Vitvi07g00299","EEE","UEE","EEE","EEE|UEE|EEE"
"Vitvi07g00301","EUE","EEE","EUE","EUE|EEE|EUE"
"Vitvi07g00313","EEE","EEU","EEE","EEE|EEU|EEE"
"Vitvi07g00315","EEE","EED","EED","EEE|EED|EED"
"Vitvi07g00324","UEE","UEE","EEE","UEE|UEE|EEE"
"Vitvi07g00325","UED","EEE","EEE","UED|EEE|EEE"
"Vitvi07g00327","EEE","DDD","EUE","EEE|DDD|EUE"
"Vitvi07g00329","UUU","EEU","UUU","UUU|EEU|UUU"
"Vitvi07g00334","EEE","DEE","EEE","EEE|DEE|EEE"
"Vitvi07g00348","EEE","UEU","EEE","EEE|UEU|EEE"
"Vitvi07g00351","UEE","UEE","DDD","UEE|UEE|DDD"
"Vitvi07g00352","UEE","EEE","DDE","UEE|EEE|DDE"
"Vitvi07g00353","EEE","UEE","EEE","EEE|UEE|EEE"
"Vitvi07g00357","EEU","UEU","EEE","EEU|UEU|EEE"
"Vitvi07g00361","EED","EEE","DDE","EED|EEE|DDE"
"Vitvi07g00365","EEE","EED","EEE","EEE|EED|EEE"
"Vitvi07g00367","EEE","EEE","EED","EEE|EEE|EED"
"Vitvi07g00368","EEE","EEE","EDD","EEE|EEE|EDD"
"Vitvi07g00378","EEE","UEE","EDE","EEE|UEE|EDE"
"Vitvi07g00381","UEE","EEE","EDE","UEE|EEE|EDE"
"Vitvi07g00383","EEE","DDD","EEE","EEE|DDD|EEE"
"Vitvi07g00386","EEE","UEE","EEE","EEE|UEE|EEE"
"Vitvi07g00388","EEE","DEE","DDE","EEE|DEE|DDE"
"Vitvi07g00390","UEE","UEE","DDD","UEE|UEE|DDD"
"Vitvi07g00393","EDD","EEE","DDD","EDD|EEE|DDD"
"Vitvi07g00394","EEE","EED","EEE","EEE|EED|EEE"
"Vitvi07g00395","EEE","UEE","EEE","EEE|UEE|EEE"
"Vitvi07g00399","UEE","EEE","EEE","UEE|EEE|EEE"
"Vitvi07g00400","UEE","UEE","DDD","UEE|UEE|DDD"
"Vitvi07g00401","EEE","EED","DDD","EEE|EED|DDD"
"Vitvi07g00403","DEE","EEE","EEE","DEE|EEE|EEE"
"Vitvi07g00404","DEE","EEE","EUE","DEE|EEE|EUE"
"Vitvi07g00405","EEE","EUE","UUE","EEE|EUE|UUE"
"Vitvi07g00411","EED","EDE","EED","EED|EDE|EED"
"Vitvi07g00413","EEU","EEE","EEE","EEU|EEE|EEE"
"Vitvi07g00431","EEE","UEE","UUU","EEE|UEE|UUU"
"Vitvi07g00434","DED","EUE","UUE","DED|EUE|UUE"
"Vitvi07g00441","EEE","UEE","DDE","EEE|UEE|DDE"
"Vitvi07g00445","UEE","EEE","DDE","UEE|EEE|DDE"
"Vitvi07g00450","EEE","UEE","DDE","EEE|UEE|DDE"
"Vitvi07g00454","UEE","EEE","DDD","UEE|EEE|DDD"
"Vitvi07g00455","EEE","EEE","UUE","EEE|EEE|UUE"
"Vitvi07g00457","DED","DEE","EEE","DED|DEE|EEE"
"Vitvi07g00468","DDU","EEU","EEE","DDU|EEU|EEE"
"Vitvi07g00470","EEE","UEE","EEE","EEE|UEE|EEE"
"Vitvi07g00505","UEE","EEE","EEE","UEE|EEE|EEE"
"Vitvi07g00509","EED","EEE","DEE","EED|EEE|DEE"
"Vitvi07g00513","UEE","EEE","EEE","UEE|EEE|EEE"
"Vitvi07g00515","UEE","UEE","DDD","UEE|UEE|DDD"
"Vitvi07g00516","EEE","UEE","EEE","EEE|UEE|EEE"
"Vitvi07g00521","EEE","EDE","EDE","EEE|EDE|EDE"
"Vitvi07g00522","EED","EEE","EEE","EED|EEE|EEE"
"Vitvi07g00523","EUD","EUE","UUE","EUD|EUE|UUE"
"Vitvi07g00526","DEE","DEE","EEE","DEE|DEE|EEE"
"Vitvi07g00534","DEE","EEE","EEE","DEE|EEE|EEE"
"Vitvi07g00535","DEE","EEE","EEE","DEE|EEE|EEE"
"Vitvi07g00537","EEU","EEE","EEE","EEU|EEE|EEE"
"Vitvi07g00538","EEE","EEE","EDE","EEE|EEE|EDE"
"Vitvi07g00563","EDU","EEE","EEE","EDU|EEE|EEE"
"Vitvi07g00573","EEE","UEE","EEE","EEE|UEE|EEE"
"Vitvi07g00576","EEU","EEE","EEE","EEU|EEE|EEE"
"Vitvi07g00578","UEE","EEE","EEE","UEE|EEE|EEE"
"Vitvi07g00579","EED","EEE","EED","EED|EEE|EED"
"Vitvi07g00582","EEE","EEE","DEE","EEE|EEE|DEE"
"Vitvi07g00586","UEE","UEE","DDD","UEE|UEE|DDD"
"Vitvi07g00594","DEE","EEU","EEE","DEE|EEU|EEE"
"Vitvi07g00595","EED","EEE","EEE","EED|EEE|EEE"
"Vitvi07g00598","EED","EED","UEE","EED|EED|UEE"
"Vitvi07g00604","EEE","UEE","EEE","EEE|UEE|EEE"
"Vitvi07g00613","DEE","EEE","EEE","DEE|EEE|EEE"
"Vitvi07g00615","DDE","EEE","EDE","DDE|EEE|EDE"
"Vitvi07g00621","EEE","EEE","DEE","EEE|EEE|DEE"
"Vitvi07g00626","UEE","EEE","EEE","UEE|EEE|EEE"
"Vitvi07g00633","EEE","EEE","EED","EEE|EEE|EED"
"Vitvi07g00636","EED","EED","DDD","EED|EED|DDD"
"Vitvi07g00654","UEE","EEE","EEE","UEE|EEE|EEE"
"Vitvi07g00656","DED","EEE","EEE","DED|EEE|EEE"
"Vitvi07g00657","EEE","EEE","EEU","EEE|EEE|EEU"
"Vitvi07g00659","EDE","EEE","EED","EDE|EEE|EED"
"Vitvi07g00664","DEE","DDD","DDD","DEE|DDD|DDD"
"Vitvi07g00665","UEE","EEE","EED","UEE|EEE|EED"
"Vitvi07g00667","UEE","EEE","DED","UEE|EEE|DED"
"Vitvi07g00668","DED","EEE","EEE","DED|EEE|EEE"
"Vitvi07g00676","DED","EEE","EEE","DED|EEE|EEE"
"Vitvi07g00680","UEE","EEE","EEE","UEE|EEE|EEE"
"Vitvi07g00690","EEE","EEE","DDE","EEE|EEE|DDE"
"Vitvi07g00691","EEE","EEE","EDE","EEE|EEE|EDE"
"Vitvi07g00696","DEE","DEE","EEE","DEE|DEE|EEE"
"Vitvi07g00709","EEE","EEE","EUU","EEE|EEE|EUU"
"Vitvi07g00716","EEU","EDE","EDE","EEU|EDE|EDE"
"Vitvi07g00730","EEU","EEU","EEE","EEU|EEU|EEE"
"Vitvi07g00731","EEE","EEU","EEE","EEE|EEU|EEE"
"Vitvi07g00735","EUD","EUE","EUE","EUD|EUE|EUE"
"Vitvi07g00736","EED","EUE","EUE","EED|EUE|EUE"
"Vitvi07g00741","EEE","EEE","DDD","EEE|EEE|DDD"
"Vitvi07g00745","EEE","UEE","EEE","EEE|UEE|EEE"
"Vitvi07g00787","UED","UED","DED","UED|UED|DED"
"Vitvi07g00795","UEE","EEE","EEE","UEE|EEE|EEE"
"Vitvi07g00807","EEU","UUU","UUE","EEU|UUU|UUE"
"Vitvi07g00814","EEU","EUU","DDE","EEU|EUU|DDE"
"Vitvi07g00879","EDE","UEE","EEE","EDE|UEE|EEE"
"Vitvi07g00890","DDD","DDD","DDD","DDD|DDD|DDD"
"Vitvi07g00892","EEE","EEE","UEE","EEE|EEE|UEE"
"Vitvi07g00924","EEE","EEE","EED","EEE|EEE|EED"
"Vitvi07g00934","UEU","EEU","EEE","UEU|EEU|EEE"
"Vitvi07g00939","EEE","EEE","EED","EEE|EEE|EED"
"Vitvi07g00940","DEE","DEE","EEE","DEE|DEE|EEE"
"Vitvi07g00974","DEE","EEU","EEE","DEE|EEU|EEE"
"Vitvi07g01038","EEE","EEE","EDD","EEE|EEE|EDD"
"Vitvi07g01039","EED","EEE","EEE","EED|EEE|EEE"
"Vitvi07g01061","EDD","EEE","EED","EDD|EEE|EED"
"Vitvi07g01071","UEE","EEE","DDD","UEE|EEE|DDD"
"Vitvi07g01075","EEE","EEU","EEU","EEE|EEU|EEU"
"Vitvi07g01078","EDE","EEE","EDE","EDE|EEE|EDE"
"Vitvi07g01097","DEE","DDD","DDD","DEE|DDD|DDD"
"Vitvi07g01108","DEE","EEE","EEE","DEE|EEE|EEE"
"Vitvi07g01113","EEE","EEE","EED","EEE|EEE|EED"
"Vitvi07g01120","UEE","UEE","EEE","UEE|UEE|EEE"
"Vitvi07g01124","UEE","UEE","EDD","UEE|UEE|EDD"
"Vitvi07g01133","EED","EEE","EEE","EED|EEE|EEE"
"Vitvi07g01139","EEE","UEE","EEE","EEE|UEE|EEE"
"Vitvi07g01140","EDE","EEE","DDE","EDE|EEE|DDE"
"Vitvi07g01162","DEE","EEE","EEE","DEE|EEE|EEE"
"Vitvi07g01164","EEE","UEE","EEE","EEE|UEE|EEE"
"Vitvi07g01179","EEE","EEE","EED","EEE|EEE|EED"
"Vitvi07g01219","EEE","EEE","EED","EEE|EEE|EED"
"Vitvi07g01250","EEE","EEE","DDD","EEE|EEE|DDD"
"Vitvi07g01255","UEE","UEE","DDD","UEE|UEE|DDD"
"Vitvi07g01264","EEE","UEE","EEE","EEE|UEE|EEE"
"Vitvi07g01266","EEU","EEU","EEU","EEU|EEU|EEU"
"Vitvi07g01267","UEE","UEE","DDD","UEE|UEE|DDD"
"Vitvi07g01276","EEE","EEE","DDE","EEE|EEE|DDE"
"Vitvi07g01277","EEE","UEE","EEE","EEE|UEE|EEE"
"Vitvi07g01280","UEE","EEE","EEE","UEE|EEE|EEE"
"Vitvi07g01286","EDE","EEE","EDE","EDE|EEE|EDE"
"Vitvi07g01288","EED","UEE","UUU","EED|UEE|UUU"
"Vitvi07g01296","EDE","EEE","EDE","EDE|EEE|EDE"
"Vitvi07g01297","EEE","UEE","DEE","EEE|UEE|DEE"
"Vitvi07g01298","EEE","EEE","EED","EEE|EEE|EED"
"Vitvi07g01308","EDE","EEE","EED","EDE|EEE|EED"
"Vitvi07g01315","UUU","EEE","UUU","UUU|EEE|UUU"
"Vitvi07g01323","EEE","EEU","EEE","EEE|EEU|EEE"
"Vitvi07g01325","DEE","EEE","EEE","DEE|EEE|EEE"
"Vitvi07g01326","EEE","EEE","EDE","EEE|EEE|EDE"
"Vitvi07g01330","UEE","UEE","EEE","UEE|UEE|EEE"
"Vitvi07g01333","EED","UEE","EDE","EED|UEE|EDE"
"Vitvi07g01342","UEU","EEU","DDD","UEU|EEU|DDD"
"Vitvi07g01350","EEE","EEE","EED","EEE|EEE|EED"
"Vitvi07g01354","UUD","UEU","UUU","UUD|UEU|UUU"
"Vitvi07g01359","DEE","EEE","EEE","DEE|EEE|EEE"
"Vitvi07g01364","UED","EEE","DDD","UED|EEE|DDD"
"Vitvi07g01365","EEE","EEE","DDE","EEE|EEE|DDE"
"Vitvi07g01380","UEU","EEE","EEE","UEU|EEE|EEE"
"Vitvi07g01392","EEE","UEE","EEE","EEE|UEE|EEE"
"Vitvi07g01394","EUU","UUU","UUU","EUU|UUU|UUU"
"Vitvi07g01396","EEE","EEE","DDE","EEE|EEE|DDE"
"Vitvi07g01406","UEE","EEE","EEE","UEE|EEE|EEE"
