"gene","Rpv12_pattern","Rpv12_1_pattern","Rpv12_1_3_pattern","combined_pattern"
"Vitvi18g00640","UEE","EEE","DDD","UEE|EEE|DDD"
"Vitvi18g00651","EED","EEE","EUU","EED|EEE|EUU"
"Vitvi18g00654","EEE","EEE","EDE","EEE|EEE|EDE"
"Vitvi18g00675","EEE","UUE","EEE","EEE|UUE|EEE"
"Vitvi18g00679","EUE","EUE","EEE","EUE|EUE|EEE"
"Vitvi18g00683","UEE","UEE","DDD","UEE|UEE|DDD"
"Vitvi18g00686","UEE","EEE","EEE","UEE|EEE|EEE"
"Vitvi18g00687","EDE","EED","EDD","EDE|EED|EDD"
"Vitvi18g00689","EEE","EUU","EEU","EEE|EUU|EEU"
"Vitvi18g00690","UEE","UEE","EDE","UEE|UEE|EDE"
"Vitvi18g00691","EDE","EEE","DDD","EDE|EEE|DDD"
"Vitvi18g00697","UEE","UEE","DDD","UEE|UEE|DDD"
"Vitvi18g00703","EEE","EUE","EEE","EEE|EUE|EEE"
"Vitvi18g00706","EEE","EEE","UUE","EEE|EEE|UUE"
"Vitvi18g00708","DEE","EEE","EEE","DEE|EEE|EEE"
"Vitvi18g00716","EUE","EEE","UUE","EUE|EEE|UUE"
"Vitvi18g00717","UEE","EEU","EEU","UEE|EEU|EEU"
"Vitvi18g00721","EEE","EEE","DDD","EEE|EEE|DDD"
"Vitvi18g00722","EEE","EED","EEE","EEE|EED|EEE"
"Vitvi18g00725","EEE","UEE","EEE","EEE|UEE|EEE"
"Vitvi18g00727","UEE","EEE","EEE","UEE|EEE|EEE"
"Vitvi18g00729","DEE","EEE","EUE","DEE|EEE|EUE"
"Vitvi18g00730","EED","EEE","EEU","EED|EEE|EEU"
"Vitvi18g00731","EDE","EDE","EEE","EDE|EDE|EEE"
"Vitvi18g00732","EEE","DEE","EEE","EEE|DEE|EEE"
"Vitvi18g00737","EEE","EEU","EEU","EEE|EEU|EEU"
"Vitvi18g00739","EEU","EEE","EEE","EEU|EEE|EEE"
"Vitvi18g00740","EEE","EEE","EEU","EEE|EEE|EEU"
"Vitvi18g00743","UEE","EEE","DDD","UEE|EEE|DDD"
"Vitvi18g00747","EDE","EEE","DDD","EDE|EEE|DDD"
"Vitvi18g00749","UEE","EEE","EDE","UEE|EEE|EDE"
"Vitvi18g00757","EEE","EEE","EED","EEE|EEE|EED"
"Vitvi18g00759","EEE","UUU","UUU","EEE|UUU|UUU"
"Vitvi18g00763","EEE","UEE","EEE","EEE|UEE|EEE"
"Vitvi18g00764","EED","EEE","EEE","EED|EEE|EEE"
"Vitvi18g00766","EEE","EUU","EUE","EEE|EUU|EUE"
"Vitvi18g00768","UEE","UEE","EDE","UEE|UEE|EDE"
"Vitvi18g00770","UEE","EED","DDD","UEE|EED|DDD"
"Vitvi18g00775","EEE","UEE","EDD","EEE|UEE|EDD"
"Vitvi18g00777","EEE","EEE","DDE","EEE|EEE|DDE"
"Vitvi18g00780","UED","UED","EEE","UED|UED|EEE"
"Vitvi18g00781","UEE","EEE","EED","UEE|EEE|EED"
"Vitvi18g00784","EEE","EEE","UUU","EEE|EEE|UUU"
"Vitvi18g00789","DEE","EEE","EEE","DEE|EEE|EEE"
"Vitvi18g00792","EEE","UEE","DEE","EEE|UEE|DEE"
"Vitvi18g00795","DEE","EEE","EEE","DEE|EEE|EEE"
"Vitvi18g00796","EDE","EEE","EEE","EDE|EEE|EEE"
"Vitvi18g00802","EEE","UUU","EEU","EEE|UUU|EEU"
"Vitvi18g00808","EEE","EEE","EEU","EEE|EEE|EEU"
"Vitvi18g00810","EEE","EEE","EED","EEE|EEE|EED"
"Vitvi18g00815","DEE","DEE","EEE","DEE|DEE|EEE"
"Vitvi18g00816","EED","EEE","EED","EED|EEE|EED"
"Vitvi18g00818","DED","EEE","EEE","DED|EEE|EEE"
"Vitvi18g00831","EEE","EEE","DEE","EEE|EEE|DEE"
"Vitvi18g00836","EEE","UEE","EED","EEE|UEE|EED"
"Vitvi18g00839","DEE","EUE","UUE","DEE|EUE|UUE"
"Vitvi18g00840","DED","DEE","EEE","DED|DEE|EEE"
"Vitvi18g00842","EEU","EEE","DDE","EEU|EEE|DDE"
"Vitvi18g00843","EEE","UEE","DDE","EEE|UEE|DDE"
"Vitvi18g00845","EEE","DEE","EEE","EEE|DEE|EEE"
"Vitvi18g00857","UEE","UEE","EED","UEE|UEE|EED"
"Vitvi18g00858","EEE","UEE","DDE","EEE|UEE|DDE"
"Vitvi18g00866","EEE","EEE","DDE","EEE|EEE|DDE"
"Vitvi18g00869","EEE","EED","DDD","EEE|EED|DDD"
"Vitvi18g00878","EUU","UUU","UUU","EUU|UUU|UUU"
"Vitvi18g00881","UEE","UEE","DDD","UEE|UEE|DDD"
"Vitvi18g00882","EEE","EEE","DDE","EEE|EEE|DDE"
"Vitvi18g00885","EED","EEE","EEE","EED|EEE|EEE"
"Vitvi18g00886","EED","EEE","EEE","EED|EEE|EEE"
"Vitvi18g00894","EEE","DEE","EEE","EEE|DEE|EEE"
"Vitvi18g00895","EEE","EEE","EED","EEE|EEE|EED"
"Vitvi18g00899","DEE","DED","DED","DEE|DED|DED"
"Vitvi18g00901","EEE","UEE","EEE","EEE|UEE|EEE"
"Vitvi18g00909","UEE","UED","DDD","UEE|UED|DDD"
"Vitvi18g00922","UEE","EEE","EEE","UEE|EEE|EEE"
"Vitvi18g00942","EEE","EEE","EED","EEE|EEE|EED"
"Vitvi18g00955","EEE","UEE","EED","EEE|UEE|EED"
"Vitvi18g00956","UEE","EEE","EDE","UEE|EEE|EDE"
"Vitvi18g00960","UEE","EEE","EEE","UEE|EEE|EEE"
"Vitvi18g00972","UDE","UEE","EEE","UDE|UEE|EEE"
"Vitvi18g00973","EED","DEE","EEE","EED|DEE|EEE"
"Vitvi18g00979","UED","EED","DDD","UED|EED|DDD"
"Vitvi18g00983","UEE","EEE","EEE","UEE|EEE|EEE"
"Vitvi18g00988","EEE","EED","EED","EEE|EED|EED"
"Vitvi18g00991","UEE","EEE","EEE","UEE|EEE|EEE"
"Vitvi18g00996","DED","DED","EEE","DED|DED|EEE"
"Vitvi18g00997","UEE","EEE","EEE","UEE|EEE|EEE"
"Vitvi18g01001","EEE","EEU","DDE","EEE|EEU|DDE"
"Vitvi18g01010","UEE","EEE","EDD","UEE|EEE|EDD"
"Vitvi18g01016","UEE","UEE","EEE","UEE|UEE|EEE"
"Vitvi18g01019","EDU","UEE","DDE","EDU|UEE|DDE"
"Vitvi18g01022","UEE","UEE","DDD","UEE|UEE|DDD"
"Vitvi18g01027","EED","EEE","EEE","EED|EEE|EEE"
"Vitvi18g01032","UEE","UEU","EEU","UEE|UEU|EEU"
"Vitvi18g01034","EDE","EEE","EEE","EDE|EEE|EEE"
"Vitvi18g01036","UEE","EEE","EDD","UEE|EEE|EDD"
"Vitvi18g01037","UEE","EEE","EDD","UEE|EEE|EDD"
"Vitvi18g01047","EEE","EEE","DEE","EEE|EEE|DEE"
"Vitvi18g01048","DEE","EEE","EEE","DEE|EEE|EEE"
"Vitvi18g01056","EEE","EEE","EDE","EEE|EEE|EDE"
"Vitvi18g01063","EEE","EEE","EED","EEE|EEE|EED"
"Vitvi18g01068","DEE","EEE","DEE","DEE|EEE|DEE"
"Vitvi18g01072","DUE","EUE","EUE","DUE|EUE|EUE"
"Vitvi18g01073","EEE","EEE","EUE","EEE|EEE|EUE"
"Vitvi18g01085","UEE","UEE","EDE","UEE|UEE|EDE"
"Vitvi18g01086","EDE","UEE","EEE","EDE|UEE|EEE"
"Vitvi18g01088","DEE","EEE","EEE","DEE|EEE|EEE"
"Vitvi18g01092","UEE","UEE","DDE","UEE|UEE|DDE"
"Vitvi18g01093","EEE","EEE","EDE","EEE|EEE|EDE"
"Vitvi18g01098","UEE","UEE","DDD","UEE|UEE|DDD"
"Vitvi18g01101","UEE","EEE","DED","UEE|EEE|DED"
"Vitvi18g01106","DEE","EEE","EEE","DEE|EEE|EEE"
"Vitvi18g01110","EDE","EEE","EED","EDE|EEE|EED"
"Vitvi18g01116","UEE","UEE","EEE","UEE|UEE|EEE"
"Vitvi18g01119","UEE","UED","EED","UEE|UED|EED"
"Vitvi18g01120","EEU","EEE","DDD","EEU|EEE|DDD"
"Vitvi18g01123","DED","EEE","UUE","DED|EEE|UUE"
"Vitvi18g01128","DEE","DEE","EUE","DEE|DEE|EUE"
"Vitvi18g01129","EEU","EEE","EEE","EEU|EEE|EEE"
"Vitvi18g01130","EEE","EEE","DDE","EEE|EEE|DDE"
"Vitvi18g01131","UEE","EEE","EED","UEE|EEE|EED"
"Vitvi18g01132","EDE","UEE","DDD","EDE|UEE|DDD"
"Vitvi18g01133","UEE","EED","EED","UEE|EED|EED"
"Vitvi18g01144","EEE","UEE","EEE","EEE|UEE|EEE"
"Vitvi18g01148","UEE","UEE","DDD","UEE|UEE|DDD"
"Vitvi18g01152","EEE","UEE","EEU","EEE|UEE|EEU"
"Vitvi18g01156","EUE","DEE","EUE","EUE|DEE|EUE"
"Vitvi18g01162","EDD","EEE","DDD","EDD|EEE|DDD"
"Vitvi18g01165","EEE","UEE","EEE","EEE|UEE|EEE"
"Vitvi18g01167","UEE","EEE","DDE","UEE|EEE|DDE"
"Vitvi18g01168","EEE","EEU","EEE","EEE|EEU|EEE"
"Vitvi18g01170","DEE","EEE","EEE","DEE|EEE|EEE"
"Vitvi18g01174","EEE","UEU","EEU","EEE|UEU|EEU"
"Vitvi18g01183","DEE","EEE","EEE","DEE|EEE|EEE"
"Vitvi18g01202","EED","EED","EED","EED|EED|EED"
"Vitvi18g01203","EED","EED","EED","EED|EED|EED"
"Vitvi18g01216","DEE","EEE","EEE","DEE|EEE|EEE"
"Vitvi18g01224","UEE","EED","EEE","UEE|EED|EEE"
"Vitvi18g01231","EED","DEE","EEE","EED|DEE|EEE"
"Vitvi18g01232","UEE","EDE","DDE","UEE|EDE|DDE"
"Vitvi18g01235","UEE","EEE","DDE","UEE|EEE|DDE"
"Vitvi18g01238","UEE","UEE","EEE","UEE|UEE|EEE"
"Vitvi18g01253","UEE","UEE","DDD","UEE|UEE|DDD"
"Vitvi18g01254","EEE","UEE","EEE","EEE|UEE|EEE"
"Vitvi18g01262","DED","EEE","EUE","DED|EEE|EUE"
"Vitvi18g01276","EED","UEE","EED","EED|UEE|EED"
"Vitvi18g01281","UED","EED","EEE","UED|EED|EEE"
"Vitvi18g01285","UEE","UED","EEE","UEE|UED|EEE"
"Vitvi18g01304","DED","DUE","EEE","DED|DUE|EEE"
"Vitvi18g01315","EED","UEE","EEE","EED|UEE|EEE"
"Vitvi18g01321","EEE","EEE","EDD","EEE|EEE|EDD"
"Vitvi18g01322","EEE","EEE","EUE","EEE|EEE|EUE"
"Vitvi18g01385","EDE","EEE","DDD","EDE|EEE|DDD"
"Vitvi18g01390","UEE","EEE","UUU","UEE|EEE|UUU"
"Vitvi18g01429","EEE","UEU","EDE","EEE|UEU|EDE"
"Vitvi18g01436","EEE","UEE","EEE","EEE|UEE|EEE"
"Vitvi18g01501","EEE","EUU","UUU","EEE|EUU|UUU"
"Vitvi18g01504","UEE","DDE","DDD","UEE|DDE|DDD"
"Vitvi18g01510","DUE","DEE","EEE","DUE|DEE|EEE"
"Vitvi18g01517","EEE","EED","DEE","EEE|EED|DEE"
"Vitvi18g01524","DEE","EEE","EEE","DEE|EEE|EEE"
"Vitvi18g01528","DEE","EEE","EEE","DEE|EEE|EEE"
"Vitvi18g01545","EEE","UEU","EEE","EEE|UEU|EEE"
"Vitvi18g01548","EEE","UEE","EEE","EEE|UEE|EEE"
"Vitvi18g01561","EEE","EEE","EED","EEE|EEE|EED"
"Vitvi18g01562","UEE","EEE","EDE","UEE|EEE|EDE"
"Vitvi18g01570","EUD","EEE","EUE","EUD|EEE|EUE"
"Vitvi18g01572","EED","EEE","EEE","EED|EEE|EEE"
"Vitvi18g01608","EED","EUD","EUE","EED|EUD|EUE"
"Vitvi18g01617","EEE","UEE","UUE","EEE|UEE|UUE"
"Vitvi18g01618","EDE","EEE","EDD","EDE|EEE|EDD"
"Vitvi18g01624","EDE","EEE","EDE","EDE|EEE|EDE"
"Vitvi18g01628","UEE","UEE","EED","UEE|UEE|EED"
"Vitvi18g01636","DEE","EEE","EEE","DEE|EEE|EEE"
"Vitvi18g01639","EEE","UEE","EEE","EEE|UEE|EEE"
"Vitvi18g01669","EED","EEE","DEE","EED|EEE|DEE"
"Vitvi18g01675","UEE","EED","EED","UEE|EED|EED"
"Vitvi18g01676","UEE","EEE","EEE","UEE|EEE|EEE"
"Vitvi18g01678","DED","EEE","EUE","DED|EEE|EUE"
"Vitvi18g01681","EUE","EUU","EUU","EUE|EUU|EUU"
"Vitvi18g01735","UEE","EEE","DDD","UEE|EEE|DDD"
"Vitvi18g01739","UEE","EEE","EEE","UEE|EEE|EEE"
"Vitvi18g01766","EED","EEE","EED","EED|EEE|EED"
"Vitvi18g01785","EEE","EEE","UUE","EEE|EEE|UUE"
"Vitvi18g01788","EUE","EEE","EUU","EUE|EEE|EUU"
"Vitvi18g01812","EEE","UEE","EUE","EEE|UEE|EUE"
"Vitvi18g01849","UEE","UEE","UEE","UEE|UEE|UEE"
"Vitvi18g01868","EEE","EEE","EDE","EEE|EEE|EDE"
"Vitvi18g01872","EDE","UEE","EDE","EDE|UEE|EDE"
"Vitvi18g01875","EEE","UEE","EEE","EEE|UEE|EEE"
"Vitvi18g01884","EEE","EDD","DDD","EEE|EDD|DDD"
"Vitvi18g01937","UED","EDD","EDD","UED|EDD|EDD"
"Vitvi18g01947","UEE","EEE","EDE","UEE|EEE|EDE"
"Vitvi18g01950","UUU","UUU","UUE","UUU|UUU|UUE"
"Vitvi18g01958","EEE","EED","EED","EEE|EED|EED"
"Vitvi18g01959","UUU","UUU","UUU","UUU|UUU|UUU"
"Vitvi18g01970","DEE","DEE","EEE","DEE|DEE|EEE"
"Vitvi18g01973","UUE","EEE","UUU","UUE|EEE|UUU"
"Vitvi18g01980","UUU","UUU","UUU","UUU|UUU|UUU"
"Vitvi18g01987","UEU","UEU","UEU","UEU|UEU|UEU"
"Vitvi18g01992","EDE","EEE","DDD","EDE|EEE|DDD"
"Vitvi18g01994","EEE","EEE","DDD","EEE|EEE|DDD"
"Vitvi18g01995","DED","EEE","EED","DED|EEE|EED"
"Vitvi18g01997","UEE","EEE","EEE","UEE|EEE|EEE"
"Vitvi18g02003","EEE","EEE","EDE","EEE|EEE|EDE"
"Vitvi18g02006","EEE","EEE","EED","EEE|EEE|EED"
"Vitvi18g02011","EEE","EED","DDD","EEE|EED|DDD"
"Vitvi18g02024","EDE","EUU","EEU","EDE|EUU|EEU"
"Vitvi18g02033","EUU","EUU","UUU","EUU|EUU|UUU"
"Vitvi18g02052","DEE","EEE","EEE","DEE|EEE|EEE"
"Vitvi18g02059","UEE","EED","EEE","UEE|EED|EEE"
"Vitvi18g02061","EED","EED","EED","EED|EED|EED"
"Vitvi18g02066","DEE","EEE","EEE","DEE|EEE|EEE"
"Vitvi18g02072","UEE","EEE","DDD","UEE|EEE|DDD"
"Vitvi18g02075","EEE","UEE","DED","EEE|UEE|DED"
"Vitvi18g02092","UEE","UEE","EEE","UEE|UEE|EEE"
"Vitvi18g02114","EEE","EED","EED","EEE|EED|EED"
"Vitvi18g02135","EEE","DDE","EEE","EEE|DDE|EEE"
"Vitvi18g02139","EEE","EUE","UUE","EEE|EUE|UUE"
"Vitvi18g02144","UEE","EEE","DDD","UEE|EEE|DDD"
"Vitvi18g02147","EEE","EEE","EDE","EEE|EEE|EDE"
"Vitvi18g02159","EEE","EEE","EED","EEE|EEE|EED"
"Vitvi18g02167","EED","UUE","UUU","EED|UUE|UUU"
"Vitvi18g02171","EED","EEE","EUE","EED|EEE|EUE"
"Vitvi18g02180","DEE","EED","DDD","DEE|EED|DDD"
"Vitvi18g02185","EED","EEE","EEE","EED|EEE|EEE"
"Vitvi18g02221","EDD","EEE","EEE","EDD|EEE|EEE"
"Vitvi18g02222","DDD","EEE","DDD","DDD|EEE|DDD"
"Vitvi18g02223","EED","EEE","EED","EED|EEE|EED"
"Vitvi18g02228","UEU","EUU","UEU","UEU|EUU|UEU"
"Vitvi18g02230","DED","DEE","EEE","DED|DEE|EEE"
"Vitvi18g02231","UEU","UEE","EEE","UEU|UEE|EEE"
"Vitvi18g02276","UEE","UEU","EEU","UEE|UEU|EEU"
"Vitvi18g02320","DEE","DEE","DED","DEE|DEE|DED"
"Vitvi18g02333","UUE","EEE","EEE","UUE|EEE|EEE"
"Vitvi18g02337","EEE","UEE","EEE","EEE|UEE|EEE"
"Vitvi18g02361","DED","EEE","EEE","DED|EEE|EEE"
"Vitvi18g02365","EED","EEE","DDE","EED|EEE|DDE"
"Vitvi18g02375","UEU","UEU","UUU","UEU|UEU|UUU"
"Vitvi18g02378","EEU","EEE","EEE","EEU|EEE|EEE"
"Vitvi18g02379","EEU","EED","EEE","EEU|EED|EEE"
"Vitvi18g02389","DEE","DED","EED","DEE|DED|EED"
"Vitvi18g02393","EEE","EEU","EEU","EEE|EEU|EEU"
"Vitvi18g02396","EEE","EEU","EEE","EEE|EEU|EEE"
"Vitvi18g02398","EEE","UEU","EEE","EEE|UEU|EEE"
"Vitvi18g02406","DEE","DDD","DDD","DEE|DDD|DDD"
"Vitvi18g02408","EEE","EEE","DDD","EEE|EEE|DDD"
"Vitvi18g02409","EEE","EEE","EEU","EEE|EEE|EEU"
"Vitvi18g02410","DEE","EEE","EEE","DEE|EEE|EEE"
"Vitvi18g02415","EEE","DEE","EEE","EEE|DEE|EEE"
"Vitvi18g02417","EDE","EDD","DDD","EDE|EDD|DDD"
"Vitvi18g02421","EED","EEE","EEE","EED|EEE|EEE"
"Vitvi18g02428","UED","UUU","UUE","UED|UUU|UUE"
"Vitvi18g02435","UUU","EEE","UUU","UUU|EEE|UUU"
"Vitvi18g02468","DEE","EEE","DEE","DEE|EEE|DEE"
"Vitvi18g02470","EEE","EEE","DDD","EEE|EEE|DDD"
"Vitvi18g02471","EEE","UEE","EEE","EEE|UEE|EEE"
"Vitvi18g02472","DUE","EUE","UUU","DUE|EUE|UUU"
"Vitvi18g02473","EED","UEE","EED","EED|UEE|EED"
"Vitvi18g02474","EEE","EEE","EEU","EEE|EEE|EEU"
"Vitvi18g02476","EEU","EEE","EEE","EEU|EEE|EEE"
"Vitvi18g02478","DDE","UUU","EEE","DDE|UUU|EEE"
"Vitvi18g02479","EDE","EEE","DDD","EDE|EEE|DDD"
"Vitvi18g02480","EDE","EEE","EEE","EDE|EEE|EEE"
"Vitvi18g02490","UUE","UUE","UUE","UUE|UUE|UUE"
"Vitvi18g02494","EUE","EUU","UUU","EUE|EUU|UUU"
"Vitvi18g02503","EEE","DEE","EEE","EEE|DEE|EEE"
"Vitvi18g02509","UEU","UEE","DEE","UEU|UEE|DEE"
"Vitvi18g02512","EED","EEE","DDD","EED|EEE|DDD"
"Vitvi18g02513","EED","DED","DDD","EED|DED|DDD"
"Vitvi18g02514","EDE","EEE","DDE","EDE|EEE|DDE"
"Vitvi18g02519","EDE","EEE","DDE","EDE|EEE|DDE"
"Vitvi18g02524","EEE","DDD","EEE","EEE|DDD|EEE"
"Vitvi18g02525","EEE","UUU","EEE","EEE|UUU|EEE"
"Vitvi18g02528","UED","UEE","UUE","UED|UEE|UUE"
"Vitvi18g02530","UEE","UEE","EEE","UEE|UEE|EEE"
"Vitvi18g02533","UEE","UEE","EEE","UEE|UEE|EEE"
"Vitvi18g02538","EEE","EED","EED","EEE|EED|EED"
"Vitvi18g02547","EEE","EEE","DDE","EEE|EEE|DDE"
"Vitvi18g02548","UEE","UEE","EEU","UEE|UEE|EEU"
"Vitvi18g02559","DEE","UEE","UEE","DEE|UEE|UEE"
"Vitvi18g02569","EEE","EEE","DDE","EEE|EEE|DDE"
"Vitvi18g02570","EEE","EEE","DDE","EEE|EEE|DDE"
"Vitvi18g02571","EED","EED","EED","EED|EED|EED"
"Vitvi18g02574","EEE","EEE","EED","EEE|EEE|EED"
"Vitvi18g02581","EEE","EEE","EDE","EEE|EEE|EDE"
"Vitvi18g02582","EUE","EUE","EUE","EUE|EUE|EUE"
"Vitvi18g02584","EEE","UEE","DDD","EEE|UEE|DDD"
"Vitvi18g02585","UED","UED","EED","UED|UED|EED"
"Vitvi18g02588","EEE","UEE","EED","EEE|UEE|EED"
"Vitvi18g02589","EDE","EEE","EED","EDE|EEE|EED"
"Vitvi18g02592","EED","UEE","EEE","EED|UEE|EEE"
"Vitvi18g02604","DEE","EEE","EEE","DEE|EEE|EEE"
"Vitvi18g02605","EED","UEE","DEE","EED|UEE|DEE"
"Vitvi18g02607","EED","UEE","EEE","EED|UEE|EEE"
"Vitvi18g02616","UEE","EEE","EEE","UEE|EEE|EEE"
"Vitvi18g02617","UEE","UED","DDD","UEE|UED|DDD"
"Vitvi18g02620","EED","EEE","EEE","EED|EEE|EEE"
"Vitvi18g02621","EEE","EEE","EEU","EEE|EEE|EEU"
"Vitvi18g02625","EEE","UEE","EEE","EEE|UEE|EEE"
"Vitvi18g02631","EUD","EUE","UUE","EUD|EUE|UUE"
"Vitvi18g02632","DED","DEE","EEE","DED|DEE|EEE"
"Vitvi18g02636","DEE","EEU","EEU","DEE|EEU|EEU"
"Vitvi18g02637","DED","EEE","EEE","DED|EEE|EEE"
"Vitvi18g02638","EEE","UEE","EEE","EEE|UEE|EEE"
"Vitvi18g02651","UEE","UEE","EEE","UEE|UEE|EEE"
"Vitvi18g02657","EEE","EUU","UUU","EEE|EUU|UUU"
"Vitvi18g02661","EEE","UEE","EEE","EEE|UEE|EEE"
"Vitvi18g02663","DEE","DDD","DDD","DEE|DDD|DDD"
"Vitvi18g02664","EEE","EEE","EDE","EEE|EEE|EDE"
"Vitvi18g02666","UEE","UEE","EEE","UEE|UEE|EEE"
"Vitvi18g02669","EED","UEE","EEE","EED|UEE|EEE"
"Vitvi18g02670","UED","EEE","EEE","UED|EEE|EEE"
"Vitvi18g02671","UED","EED","EEE","UED|EED|EEE"
"Vitvi18g02672","UUE","UEU","UUU","UUE|UEU|UUU"
"Vitvi18g02673","EEE","UEU","UEU","EEE|UEU|UEU"
"Vitvi18g02681","UEE","EED","DDD","UEE|EED|DDD"
"Vitvi18g02683","UEE","EEU","EEU","UEE|EEU|EEU"
"Vitvi18g02684","EEE","EEE","DDE","EEE|EEE|DDE"
"Vitvi18g02685","EEE","EEU","EEU","EEE|EEU|EEU"
"Vitvi18g02689","EED","UEE","EEE","EED|UEE|EEE"
"Vitvi18g02692","EDE","EDE","DDD","EDE|EDE|DDD"
"Vitvi18g02695","UUU","UUU","UUU","UUU|UUU|UUU"
"Vitvi18g02709","EED","EED","EED","EED|EED|EED"
"Vitvi18g02712","EEE","EUE","EUE","EEE|EUE|EUE"
"Vitvi18g02715","DEE","DEE","EED","DEE|DEE|EED"
"Vitvi18g02720","DEE","DDD","DDD","DEE|DDD|DDD"
"Vitvi18g02724","EEE","UEE","EEE","EEE|UEE|EEE"
"Vitvi18g02727","EED","EED","EED","EED|EED|EED"
"Vitvi18g02728","EEE","EEE","EEU","EEE|EEE|EEU"
"Vitvi18g02730","EED","EEE","EEE","EED|EEE|EEE"
"Vitvi18g02734","EEE","EUE","EUE","EEE|EUE|EUE"
"Vitvi18g02739","EUU","UEE","EEE","EUU|UEE|EEE"
"Vitvi18g02742","DED","DEE","EEE","DED|DEE|EEE"
"Vitvi18g02743","DEE","EEE","DDE","DEE|EEE|DDE"
"Vitvi18g02748","EEE","EUE","EUE","EEE|EUE|EUE"
"Vitvi18g02753","EEE","EEE","EED","EEE|EEE|EED"
"Vitvi18g02754","DEE","EEE","EEE","DEE|EEE|EEE"
"Vitvi18g02756","EEE","UEE","EEE","EEE|UEE|EEE"
"Vitvi18g02761","EDD","EEE","EEE","EDD|EEE|EEE"
"Vitvi18g02763","EEE","EEE","UEE","EEE|EEE|UEE"
"Vitvi18g02768","EEE","EEU","EDE","EEE|EEU|EDE"
"Vitvi18g02773","EED","EEE","DEE","EED|EEE|DEE"
"Vitvi18g02775","EEE","EDD","DDD","EEE|EDD|DDD"
"Vitvi18g02776","EED","EED","DED","EED|EED|DED"
"Vitvi18g02777","DEE","EUE","EUE","DEE|EUE|EUE"
"Vitvi18g02778","EEE","EEU","EEE","EEE|EEU|EEE"
"Vitvi18g02779","UEE","EEE","DDD","UEE|EEE|DDD"
"Vitvi18g02788","EEE","EUE","EUU","EEE|EUE|EUU"
"Vitvi18g02792","UEE","EEE","EEE","UEE|EEE|EEE"
"Vitvi18g02797","EEE","UEE","DDE","EEE|UEE|DDE"
"Vitvi18g02798","EED","EEE","EEE","EED|EEE|EEE"
"Vitvi18g02800","DEE","EEE","EUE","DEE|EEE|EUE"
"Vitvi18g02802","EEE","UEE","EEE","EEE|UEE|EEE"
"Vitvi18g02803","EEE","EEE","UEE","EEE|EEE|UEE"
"Vitvi18g02812","UEE","EEE","EEE","UEE|EEE|EEE"
"Vitvi18g02816","EEE","EEU","EEU","EEE|EEU|EEU"
"Vitvi18g02818","UEE","EEE","EEE","UEE|EEE|EEE"
"Vitvi18g02819","UUU","UUU","UUU","UUU|UUU|UUU"
"Vitvi18g02820","EEE","EEE","DEE","EEE|EEE|DEE"
"Vitvi18g02823","EEE","EED","DED","EEE|EED|DED"
"Vitvi18g02824","DDD","DDD","DED","DDD|DDD|DED"
"Vitvi18g02825","EED","EEE","DDD","EED|EEE|DDD"
"Vitvi18g02833","UEE","UEE","EDE","UEE|UEE|EDE"
"Vitvi18g02836","EEE","EEE","EUE","EEE|EEE|EUE"
"Vitvi18g02837","DED","EEE","UUU","DED|EEE|UUU"
"Vitvi18g02846","UEU","DDE","UEU","UEU|DDE|UEU"
"Vitvi18g02848","EED","EEE","EEE","EED|EEE|EEE"
"Vitvi18g02872","EUE","EEE","EEE","EUE|EEE|EEE"
"Vitvi18g02885","EEE","EEE","EUE","EEE|EEE|EUE"
"Vitvi18g02921","UED","EEU","EEU","UED|EEU|EEU"
"Vitvi18g02924","UED","EEU","EEU","UED|EEU|EEU"
"Vitvi18g02971","EDE","EEE","EED","EDE|EEE|EED"
"Vitvi18g02973","EEE","EEE","EDE","EEE|EEE|EDE"
"Vitvi18g02979","EEE","EEE","EDE","EEE|EEE|EDE"
"Vitvi18g02981","UEE","UEE","EED","UEE|UEE|EED"
"Vitvi18g02993","EDE","UEE","DDD","EDE|UEE|DDD"
"Vitvi18g03016","EEE","EEU","EEE","EEE|EEU|EEE"
"Vitvi18g03034","EEU","DEE","EEE","EEU|DEE|EEE"
"Vitvi18g03054","EEE","EUE","UUE","EEE|EUE|UUE"
"Vitvi18g03087","EEE","DEE","EEE","EEE|DEE|EEE"
"Vitvi18g03093","EEU","DEE","EEU","EEU|DEE|EEU"
"Vitvi18g03098","DEE","EEE","EEE","DEE|EEE|EEE"
"Vitvi18g03099","UED","EEE","EEE","UED|EEE|EEE"
"Vitvi18g03100","EED","EEE","UUU","EED|EEE|UUU"
"Vitvi18g03101","EED","EEE","EUE","EED|EEE|EUE"
"Vitvi18g03133","UEE","EEE","EEE","UEE|EEE|EEE"
"Vitvi18g03141","UEE","UUU","EEE","UEE|UUU|EEE"
"Vitvi18g03147","EEE","DDD","DDD","EEE|DDD|DDD"
"Vitvi18g03149","EED","EED","EEE","EED|EED|EEE"
"Vitvi18g03152","EED","EEE","EEE","EED|EEE|EEE"
"Vitvi18g03162","EDE","EEE","EED","EDE|EEE|EED"
"Vitvi18g03185","EEE","DEE","DEE","EEE|DEE|DEE"
"Vitvi18g03191","EUE","EEE","EUE","EUE|EEE|EUE"
"Vitvi18g03217","EED","EEE","EEE","EED|EEE|EEE"
"Vitvi18g03244","UUE","UEE","EEE","UUE|UEE|EEE"
